accession	status	total_energy	backbone_hbond	sidechain_hbond	vdw_clashes	electrostatics	solvation_polar	solvation_hydrophobic	entropy_mainchain	entropy_sidechain	error
A1L4H1	success	2919.59									RepairPDB_failed_using_unrepaired
A1L4K1	success	522.53									RepairPDB_failed_using_unrepaired
A1L4L8	success	123.94									
A1L4Q6	success	148.89									
A1X283	success	1282.62									RepairPDB_failed_using_unrepaired
A1XBS5	success	147.44									RepairPDB_failed_using_unrepaired
A1YPR0	success	765.07									RepairPDB_failed_using_unrepaired
A1Z1Q3	success	480.7									RepairPDB_failed_using_unrepaired
A2A288	success	539.33									RepairPDB_failed_using_unrepaired
A2A2V5	success	110.65									
A2A2Y4	success	343.75									RepairPDB_failed_using_unrepaired
A2A2Z9	success	668.98									RepairPDB_failed_using_unrepaired
A2A368	success	159.84									RepairPDB_failed_using_unrepaired
A2A3K4	success	588.67									RepairPDB_failed_using_unrepaired
A2A3L6	success	324.18									RepairPDB_failed_using_unrepaired
A2A3N6	success	607.02									RepairPDB_failed_using_unrepaired
A2AJT9	success	943.07									RepairPDB_failed_using_unrepaired
A2CJ06	success	357.08									RepairPDB_failed_using_unrepaired
A2IDD5	success	428.84									RepairPDB_failed_using_unrepaired
A2JGV3	success	-5.97									
A2NJV5	success	10.55									
A2PYH4	success	1235.33									RepairPDB_failed_using_unrepaired
A2RRD8	success	477.17									RepairPDB_failed_using_unrepaired
A2RRH5	success	384.12									RepairPDB_failed_using_unrepaired
A2RRL7	success	69.08									
A2RRP1	success	1023.44									RepairPDB_failed_using_unrepaired
A2RTX5	success	144.43									RepairPDB_failed_using_unrepaired
A2RTY3	success	307.98									RepairPDB_failed_using_unrepaired
A2RU14	success	17.46									
A2RU30	success	710.2									
A2RU37	success	105.05									
A2RU48	success	-46.41									
A2RU49	success	-78.67									
A2RU54	success	293.6									
A2RU67	success	176.59									
A2RUB1	success	1665.18									RepairPDB_failed_using_unrepaired
A2RUB6	success	1502.84									RepairPDB_failed_using_unrepaired
A2RUC4	success	-64.08									
A2RUH7	success	38.16									
A2RUQ5	success	214.61									
A2RUR9	success	1470.21									RepairPDB_failed_using_unrepaired
A2RUS2	success	318.57									RepairPDB_failed_using_unrepaired
A2RUT3	success	108.07									
A2RUU4	success	31.13									
A2VCK2	success	231.88									
A2VDF0	success	-40.0									
A2VDJ0	success	2170.34									RepairPDB_failed_using_unrepaired
A2VEC9	success	580.56									RepairPDB_failed_using_unrepaired
A3KFT3	success	-90.23									
A3KMH1	success	616.33									RepairPDB_failed_using_unrepaired
A3KN83	success	1094.97									RepairPDB_failed_using_unrepaired
A3QJZ6	success	131.32									RepairPDB_failed_using_unrepaired
A3QJZ7	success	91.68									RepairPDB_failed_using_unrepaired
A4D0S4	success	1044.34									RepairPDB_failed_using_unrepaired
A4D0T7	success	-0.42									
A4D0V7	success	545.13									RepairPDB_failed_using_unrepaired
A4D0Y5	success	101.26									
A4D126	success	92.64									RepairPDB_failed_using_unrepaired
A4D161	success	84.05									
A4D1B5	success	223.4									RepairPDB_failed_using_unrepaired
A4D1E1	success	3009.16									RepairPDB_failed_using_unrepaired
A4D1E9	success	110.77									RepairPDB_failed_using_unrepaired
A4D1F6	success	458.64									RepairPDB_failed_using_unrepaired
A4D1N5	success	108.31									
A4D1P6	success	552.44									RepairPDB_failed_using_unrepaired
A4D1S0	success	339.88									
A4D1S5	success	7.41									
A4D1T9	success	26.62									
A4D1U4	success	176.56									RepairPDB_failed_using_unrepaired
A4D1Z8	success	5.93									
A4D250	success	166.84									
A4D256	success	126.1									RepairPDB_failed_using_unrepaired
A4D263	success	381.71									
A4D2B0	success	44.82									
A4D2B8	success	319.19									
A4D2G3	success	-92.07									
A4D2H0	success	649.17									RepairPDB_failed_using_unrepaired
A4D2P6	success	1170.9									RepairPDB_failed_using_unrepaired
A4FU01	success	329.14									RepairPDB_failed_using_unrepaired
A4FU28	success	628.81									RepairPDB_failed_using_unrepaired
A4FU49	success	1003.38									
A4FU69	success	931.81									RepairPDB_failed_using_unrepaired
A4GXA9	success	45.58									
A4IF30	success	353.37									RepairPDB_failed_using_unrepaired
A4QMS7	success	106.04									
A4QN01	success	23.78									
A4QPB2	success	34.13									
A4QPH2	success	159.05									RepairPDB_failed_using_unrepaired
A4UGR9	success	1980.2									RepairPDB_failed_using_unrepaired
A5A3E0	success	982.84									RepairPDB_failed_using_unrepaired
A5A605	success	1.19									
A5A607	success	17.79									
A5A611	success	2.11									
A5A612	success	18.95									
A5A613	success	-15.08									
A5A614	success	-1.17									
A5A615	success	-0.25									
A5A616	success	5.36									
A5A617	success	-0.97									
A5A618	success	1.3									
A5A619	success	-5.52									
A5A621	success	3.38									
A5A624	success	-3.77									
A5A625	success	6.01									
A5A627	success	-6.37									
A5A628	success	122.1									
A5A630	success	9.84									
A5D6W6	success	-35.2									
A5D8T8	success	92.23									
A5D8V6	success	230.74									
A5D8V7	success	353.66									RepairPDB_failed_using_unrepaired
A5D8W1	success	258.35									RepairPDB_failed_using_unrepaired
A5LHX3	success	69.48									
A5PKW4	success	1365.0									RepairPDB_failed_using_unrepaired
A5PL33	success	1854.59									RepairPDB_failed_using_unrepaired
A5PLK6	success	610.88									RepairPDB_failed_using_unrepaired
A5PLL1	success	676.52									
A5PLL7	success	3.14									
A5PLN7	success	1274.84									RepairPDB_failed_using_unrepaired
A5PLN9	success	7.61									
A5X5Y0	success	37.76									
A5YKK6	success	833.61									RepairPDB_failed_using_unrepaired
A5YM69	success	1044.99									
A5YM72	success	139.98									RepairPDB_failed_using_unrepaired
A6BM72	success	886.99									RepairPDB_failed_using_unrepaired
A6H8M9	success	189.02									
A6H8Y1	success	7698.81									RepairPDB_failed_using_unrepaired
A6H8Z2	success	401.04									
A6NC05	success	118.76									
A6NC42	success	-17.35									
A6NC51	success	-72.35									
A6NC57	success	549.91									RepairPDB_failed_using_unrepaired
A6NC62	success	59.95									
A6NC78	success	607.91									RepairPDB_failed_using_unrepaired
A6NC86	success	18.78									
A6NC97	success	120.21									RepairPDB_failed_using_unrepaired
A6NC98	success	1251.83									RepairPDB_failed_using_unrepaired
A6NCC3	success	514.87									RepairPDB_failed_using_unrepaired
A6NCE7	success	-29.4									
A6NCF5	success	-40.8									
A6NCF6	success	120.56									
A6NCI4	success	574.29									RepairPDB_failed_using_unrepaired
A6NCI5	success	5.28									
A6NCI8	success	1941.85									RepairPDB_failed_using_unrepaired
A6NCJ1	success	200.34									
A6NCK2	success	62.95									RepairPDB_failed_using_unrepaired
A6NCL1	success	377.51									
A6NCL2	success	30.81									
A6NCL7	success	296.24									
A6NCM1	success	254.84									RepairPDB_failed_using_unrepaired
A6NCN2	success	101.81									RepairPDB_failed_using_unrepaired
A6NCN8	success	193.37									
A6NCQ9	success	275.45									
A6NCS4	success	348.98									
A6NCS6	success	127.56									
A6NCV1	success	-86.43									
A6NCW0	success	439.14									RepairPDB_failed_using_unrepaired
A6NCW7	success	483.03									RepairPDB_failed_using_unrepaired
A6ND01	success	24.58									
A6ND36	success	1062.12									RepairPDB_failed_using_unrepaired
A6ND48	success	-94.25									
A6ND91	success	-42.72									
A6NDA9	success	183.76									
A6NDB9	success	1129.25									RepairPDB_failed_using_unrepaired
A6NDD5	success	273.76									
A6NDE4	success	829.46									
A6NDE8	success	157.02									
A6NDG6	success	-50.51									
A6NDH6	success	-82.3									
A6NDI0	success	125.05									RepairPDB_failed_using_unrepaired
A6NDK9	success	556.92									RepairPDB_failed_using_unrepaired
A6NDL7	success	0.01									
A6NDL8	success	-83.35									
A6NDN3	success	669.53									RepairPDB_failed_using_unrepaired
A6NDN8	success	45.56									
A6NDP7	success	-54.44									
A6NDR6	success	282.62									
A6NDS4	success	401.45									RepairPDB_failed_using_unrepaired
A6NDU8	success	27.67									RepairPDB_failed_using_unrepaired
A6NDV4	success	36.54									
A6NDX4	success	58.97									
A6NDX5	success	696.35									RepairPDB_failed_using_unrepaired
A6NDY0	success	264.17									
A6NDY2	success	618.47									
A6NDZ8	success	152.02									
A6NE01	success	2910.33									RepairPDB_failed_using_unrepaired
A6NE02	success	-2.95									
A6NE52	success	1644.66									RepairPDB_failed_using_unrepaired
A6NE82	success	158.58									
A6NEC2	success	168.16									RepairPDB_failed_using_unrepaired
A6NED2	success	48.86									
A6NEE1	success	180.21									RepairPDB_failed_using_unrepaired
A6NEF3	success	369.24									RepairPDB_failed_using_unrepaired
A6NEH6	success	176.7									
A6NEH8	success	223.99									
A6NEK1	success	26.17									
A6NEL2	success	1180.36									RepairPDB_failed_using_unrepaired
A6NEL3	success	115.51									
A6NEM1	success	352.26									RepairPDB_failed_using_unrepaired
A6NEN9	success	79.49									
A6NEQ0	success	765.41									
A6NEQ2	success	604.15									
A6NER0	success	397.46									RepairPDB_failed_using_unrepaired
A6NER3	success	150.86									
A6NES4	success	264.3									RepairPDB_failed_using_unrepaired
A6NET4	success	-49.57									
A6NEV1	success	251.59									
A6NEY8	success	-42.7									
A6NF01	success	1512.04									
A6NF34	success	372.82									
A6NF36	success	12.69									
A6NF83	success	34.23									
A6NF89	success	-93.7									
A6NFA0	success	463.09									
A6NFA1	success	251.2									
A6NFC5	success	-2.37									
A6NFC9	success	162.87									
A6NFD8	success	184.54									
A6NFE2	success	326.04									RepairPDB_failed_using_unrepaired
A6NFE3	success	-14.1									
A6NFF2	success	42.01									
A6NFH5	success	4.22									
A6NFI3	success	1698.88									RepairPDB_failed_using_unrepaired
A6NFK2	success	261.81									
A6NFN3	success	334.12									
A6NFN9	success	269.95									RepairPDB_failed_using_unrepaired
A6NFQ2	success	117.7									RepairPDB_failed_using_unrepaired
A6NFQ7	success	137.48									
A6NFR6	success	411.01									
A6NFT4	success	97.28									RepairPDB_failed_using_unrepaired
A6NFU0	success	16.9									
A6NFU8	success	3.19									
A6NFX1	success	-51.01									
A6NFY4	success	187.86									RepairPDB_failed_using_unrepaired
A6NFY7	success	67.91									
A6NFZ4	success	120.3									
A6NG13	success	118.08									RepairPDB_failed_using_unrepaired
A6NGA9	success	85.69									
A6NGB0	success	157.57									RepairPDB_failed_using_unrepaired
A6NGB7	success	186.21									
A6NGB9	success	549.47									
A6NGC4	success	-5.51									
A6NGD5	success	681.24									RepairPDB_failed_using_unrepaired
A6NGE4	success	414.19									RepairPDB_failed_using_unrepaired
A6NGE7	success	-47.83									
A6NGG3	success	94.9									
A6NGG8	success	2670.79									RepairPDB_failed_using_unrepaired
A6NGH7	success	237.97									RepairPDB_failed_using_unrepaired
A6NGH8	success	12.8									
A6NGJ6	success	189.54									RepairPDB_failed_using_unrepaired
A6NGK3	success	161.72									
A6NGN4	success	66.02									RepairPDB_failed_using_unrepaired
A6NGN9	success	36.47									
A6NGQ2	success	5.41									
A6NGR9	success	231.48									RepairPDB_failed_using_unrepaired
A6NGS2	success	36.17									
A6NGU5	success	61.81									RepairPDB_failed_using_unrepaired
A6NGU7	success	56.77									
A6NGW2	success	680.34									RepairPDB_failed_using_unrepaired
A6NGY1	success	328.74									
A6NGY3	success	101.86									
A6NGY5	success	-50.72									
A6NGZ8	success	25.65									
A6NH00	success	-86.87									
A6NH11	success	-2.75									
A6NH13	success	217.71									
A6NH21	success	90.1									
A6NH52	success	10.56									
A6NH57	success	-12.99									
A6NHA9	success	-75.52									
A6NHC0	success	154.49									RepairPDB_failed_using_unrepaired
A6NHG4	success	13.37									
A6NHG9	success	-81.26									
A6NHJ4	success	650.9									RepairPDB_failed_using_unrepaired
A6NHL2	success	105.5									RepairPDB_failed_using_unrepaired
A6NHM9	success	-4.93									
A6NHN0	success	393.41									
A6NHN6	success	522.18									RepairPDB_failed_using_unrepaired
A6NHP3	success	353.22									RepairPDB_failed_using_unrepaired
A6NHQ2	success	171.07									
A6NHQ4	success	482.74									
A6NHR8	success	402.43									RepairPDB_failed_using_unrepaired
A6NHR9	success	714.3									RepairPDB_failed_using_unrepaired
A6NHS1	success	105.18									
A6NHS7	success	300.52									
A6NHT5	success	425.3									
A6NHX0	success	-17.25									
A6NHY2	success	187.4									RepairPDB_failed_using_unrepaired
A6NHZ5	success	37.05									RepairPDB_failed_using_unrepaired
A6NI03	success	199.93									RepairPDB_failed_using_unrepaired
A6NI15	success	182.24									
A6NI28	success	726.88									RepairPDB_failed_using_unrepaired
A6NI47	success	495.1									RepairPDB_failed_using_unrepaired
A6NI56	success	481.29									RepairPDB_failed_using_unrepaired
A6NI61	success	-37.94									
A6NI72	success	149.46									RepairPDB_failed_using_unrepaired
A6NI73	success	65.56									
A6NI79	success	132.33									RepairPDB_failed_using_unrepaired
A6NI86	success	539.82									RepairPDB_failed_using_unrepaired
A6NI87	success	197.37									
A6NIE6	success	125.44									
A6NIE9	success	38.34									
A6NIH7	success	50.19									
A6NIJ5	success	721.75									
A6NIJ9	success	-99.0									
A6NIK2	success	57.01									
A6NIM6	success	113.5									RepairPDB_failed_using_unrepaired
A6NIN4	success	149.28									
A6NIR3	success	743.81									RepairPDB_failed_using_unrepaired
A6NIU2	success	64.96									
A6NIV6	success	164.19									RepairPDB_failed_using_unrepaired
A6NIX2	success	438.85									
A6NIY4	success	345.84									RepairPDB_failed_using_unrepaired
A6NIZ1	success	20.69									
A6NJ08	success	163.63									
A6NJ46	success	282.92									
A6NJ64	success	538.61									RepairPDB_failed_using_unrepaired
A6NJ69	success	45.33									
A6NJ78	success	163.69									RepairPDB_failed_using_unrepaired
A6NJ88	success	784.61									RepairPDB_failed_using_unrepaired
A6NJB7	success	405.11									
A6NJG2	success	309.89									
A6NJG6	success	348.05									
A6NJI1	success	110.55									
A6NJI9	success	58.59									
A6NJJ6	success	142.66									
A6NJL1	success	468.12									RepairPDB_failed_using_unrepaired
A6NJQ4	success	662.59									
A6NJR5	success	149.72									
A6NJT0	success	636.59									
A6NJU9	success	2144.43									RepairPDB_failed_using_unrepaired
A6NJV1	success	69.9									
A6NJW4	success	115.58									
A6NJW9	success	37.31									
A6NJY1	success	-28.19									
A6NJY4	success	12.3									
A6NJZ3	success	-89.51									
A6NJZ7	success	2230.56									RepairPDB_failed_using_unrepaired
A6NK02	success	174.84									RepairPDB_failed_using_unrepaired
A6NK06	success	-2.78									RepairPDB_failed_using_unrepaired
A6NK44	success	24.33									
A6NK53	success	771.43									RepairPDB_failed_using_unrepaired
A6NK58	success	-26.57									
A6NK59	success	162.71									RepairPDB_failed_using_unrepaired
A6NK75	success	454.83									RepairPDB_failed_using_unrepaired
A6NK89	success	388.48									RepairPDB_failed_using_unrepaired
A6NK97	success	95.22									RepairPDB_failed_using_unrepaired
A6NKB5	success	2799.04									RepairPDB_failed_using_unrepaired
A6NKC0	success	599.73									
A6NKC9	success	479.85									
A6NKD2	success	79.47									
A6NKD9	success	522.37									RepairPDB_failed_using_unrepaired
A6NKF1	success	-29.37									
A6NKF2	success	390.3									
A6NKF7	success	99.86									
A6NKG5	success	1333.28									RepairPDB_failed_using_unrepaired
A6NKH3	success	43.16									
A6NKK0	success	-74.85									
A6NKL6	success	872.21									
A6NKN8	success	72.69									
A6NKP2	success	-45.8									
A6NKQ9	success	69.53									
A6NKT7	success	1537.89									RepairPDB_failed_using_unrepaired
A6NKU9	success	624.54									RepairPDB_failed_using_unrepaired
A6NKW6	success	128.15									
A6NKX1	success	132.07									
A6NKX4	success	-4.58									
A6NL08	success	-106.33									
A6NL26	success	-80.72									
A6NL46	success	460.59									
A6NL82	success	67.03									
A6NL88	success	672.92									
A6NLC5	success	300.65									
A6NLC8	success	160.4									
A6NLE4	success	112.9									
A6NLI5	success	209.47									RepairPDB_failed_using_unrepaired
