accession	ft_transit	ft_signal	cc_subcellular_location
P0DPI2	"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1286669"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
P13073	"TRANSIT 1..22; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1311608, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.
P13196	"TRANSIT 1..56; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P07997"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P22557}; Peripheral membrane protein {ECO:0000250|UniProtKB:P22557}. Note=Localizes to the matrix side of the mitochondrion inner membrane. {ECO:0000250|UniProtKB:P22557}.
P13804	"TRANSIT 1..19; /note=""Mitochondrion""; /evidence=""ECO:0000255, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.
P13995	"TRANSIT 1..35; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion.
P14324			SUBCELLULAR LOCATION: Cytoplasm.
P14406	"TRANSIT 1..23; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1309697"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.
P14735			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20364150, ECO:0000269|PubMed:9830016}. Cell membrane {ECO:0000250|UniProtKB:P35559}. Secreted {ECO:0000269|PubMed:9830016}. Note=Present at the cell surface of neuron cells. The membrane-associated isoform is approximately 5 kDa larger than the known cytosolic isoform.
P14854			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Peripheral membrane protein {ECO:0000269|PubMed:30030519}; Intermembrane side {ECO:0000269|PubMed:30030519}.
P14927			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00128}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00128}; Matrix side {ECO:0000250|UniProtKB:P00128}.
P15538	"TRANSIT 1..24; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P14137}; Peripheral membrane protein {ECO:0000250|UniProtKB:P14137}.
P15954	"TRANSIT 1..16; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1309697, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.
P16219	"TRANSIT 1..24; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1286669"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q3ZBF6}.
P17152			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:21274005}; Multi-pass membrane protein {ECO:0000269|PubMed:21274005}.
P17540	"TRANSIT 1..39; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2914937"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane; Peripheral membrane protein; Intermembrane side.
P17568			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:21310150}; Peripheral membrane protein {ECO:0000269|PubMed:21310150}. Mitochondrion intermembrane space {ECO:0000269|PubMed:21310150}.
P17612			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21085490, ECO:0000269|PubMed:21423175}. Cell membrane {ECO:0000269|PubMed:19210988, ECO:0000269|PubMed:21423175}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Nucleus {ECO:0000269|PubMed:21085490}. Mitochondrion {ECO:0000250|UniProtKB:P05132}. Note=Translocates into the nucleus (monomeric catalytic subunit). The inactive holoenzyme is found in the cytoplasm. Distributed throughout the cytoplasm in meiotically incompetent oocytes. Associated to mitochondrion as meiotic competence is acquired. Aggregates around the germinal vesicles (GV) at the immature GV stage oocytes (By similarity). Colocalizes with HSF1 in nuclear stress bodies (nSBs) upon heat shock (PubMed:21085490). Recruited to the cell membrane through interaction with SMO (By similarity). {ECO:0000250|UniProtKB:P05132, ECO:0000269|PubMed:21085490}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell projection, cilium, flagellum {ECO:0000269|PubMed:10906071}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:P05132}. Note=Expressed in the midpiece region of the sperm flagellum (PubMed:10906071). Colocalizes with MROH2B and TCP11 on the acrosome and tail regions in round spermatids and spermatozoa regardless of the capacitation status of the sperm (By similarity). {ECO:0000250|UniProtKB:P05132, ECO:0000269|PubMed:10906071}.
P18859	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1286669"""		SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P19099	"TRANSIT 1..24; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P14137}; Peripheral membrane protein {ECO:0000250|UniProtKB:P14137}.
P19404	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P04394}; Peripheral membrane protein {ECO:0000250|UniProtKB:P04394}; Matrix side {ECO:0000250|UniProtKB:P04394}.
P20674	"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:8313870, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Peripheral membrane protein {ECO:0000269|PubMed:30030519}; Matrix side {ECO:0000269|PubMed:30030519}.
P21397			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:P21396}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:P21396}; Cytoplasmic side {ECO:0000250|UniProtKB:P21396}.
P21549			SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10960483, ECO:0000269|PubMed:12777626, ECO:0000269|PubMed:1703535, ECO:0000269|PubMed:23229545, ECO:0000269|PubMed:24055001, ECO:0000269|PubMed:26149463}.
P21796			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:10661876, ECO:0000269|PubMed:31015432, ECO:0000269|PubMed:31206022, ECO:0000269|PubMed:7539795}; Multi-pass membrane protein {ECO:0000269|PubMed:18755977, ECO:0000269|PubMed:18832158, ECO:0000269|PubMed:27641616}. Cell membrane {ECO:0000269|PubMed:25168729, ECO:0000269|PubMed:25296756}; Multi-pass membrane protein {ECO:0000269|PubMed:18755977, ECO:0000269|PubMed:18832158}. Membrane raft {ECO:0000269|PubMed:25168729}; Multi-pass membrane protein {ECO:0000269|PubMed:18755977, ECO:0000269|PubMed:18832158}. Note=Found in a complex with HSPA9 and VDAC1 at the endoplasmic reticulum-mitochondria contact sites. {ECO:0000250|UniProtKB:Q9Z2L0}.
P21912	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.
P21953	"TRANSIT 1..50; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000303|PubMed:10745006}.
P21964			SUBCELLULAR LOCATION: [Isoform Soluble]: Cytoplasm {ECO:0000269|PubMed:11559542}.; SUBCELLULAR LOCATION: [Isoform Membrane-bound]: Cell membrane {ECO:0000269|PubMed:21846718}; Single-pass type II membrane protein {ECO:0000269|PubMed:21846718}; Extracellular side {ECO:0000269|PubMed:21846718}.
P22033	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2567699"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:24458}. Mitochondrion {ECO:0000269|PubMed:28943303}. Cytoplasm {ECO:0000269|PubMed:28943303}.
P22234			
P22307			SUBCELLULAR LOCATION: [Isoform SCP2]: Peroxisome {ECO:0000250|UniProtKB:P32020}. Cytoplasm {ECO:0000269|PubMed:10706581, ECO:0000269|PubMed:17157249}. Mitochondrion {ECO:0000269|PubMed:17157249}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P32020}. Mitochondrion {ECO:0000250|UniProtKB:P32020}.; SUBCELLULAR LOCATION: [Isoform SCPx]: Peroxisome {ECO:0000250|UniProtKB:P11915}.
P22557	"TRANSIT 1..49; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:14643893"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14643893}; Peripheral membrane protein {ECO:0000305}. Note=Localizes to the matrix side of the mitochondrion inner membrane. {ECO:0000269|PubMed:14643893}.; SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion inner membrane {ECO:0000269|PubMed:14643893}; Peripheral membrane protein {ECO:0000305}. Note=Localizes to the matrix side of the mitochondrion inner membrane. {ECO:0000269|PubMed:14643893}.
P22570	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P08165"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:29040572}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:P48360}; Peripheral membrane protein {ECO:0000305}.
P22695	"TRANSIT 1..14; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07257}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07257}; Matrix side {ECO:0000250|UniProtKB:P07257}.
P22830	"TRANSIT 1..54; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P22315}; Peripheral membrane protein {ECO:0000250|UniProtKB:P22315}; Matrix side {ECO:0000250|UniProtKB:P22315}.
P23368	"TRANSIT 1..18; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:12665801"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:1993674}.
P23378	"TRANSIT 1..35; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:28244183}.
P23434	"TRANSIT 1..48; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:36190515}.
P23786	"TRANSIT 1..25; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.
P23919			
P24310	"TRANSIT 1..21; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1309697"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07470}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07470}.
P24311	"TRANSIT 1..24; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1309697"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.
P24539	"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P24752	"TRANSIT 1..33; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P17764"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:1979337}.
P25325			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P97532}. Mitochondrion {ECO:0000250|UniProtKB:P97532}. Synapse, synaptosome {ECO:0000250|UniProtKB:Q99J99}.
P25705	"TRANSIT 1..43; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:19892738"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:30146159}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:P19483}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19483}; Matrix side {ECO:0000250|UniProtKB:P19483}. Cell membrane {ECO:0000269|PubMed:10077593}; Peripheral membrane protein {ECO:0000269|PubMed:10077593}; Extracellular side {ECO:0000269|PubMed:10077593}. Note=Colocalizes with HRG on the cell surface of T-cells (PubMed:19285951). {ECO:0000269|PubMed:19285951}.
P25874			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P12242}; Multi-pass membrane protein {ECO:0000255}.
P26440	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:1310317, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P12007}.
P27105			SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9243190}; Peripheral membrane protein {ECO:0000269|PubMed:9243190}; Cytoplasmic side {ECO:0000269|PubMed:9243190}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9243190}. Cell membrane {ECO:0000269|PubMed:12130500}; Lipid-anchor {ECO:0000269|PubMed:12130500}; Cytoplasmic side {ECO:0000269|PubMed:12130500}. Membrane raft {ECO:0000269|PubMed:12130500, ECO:0000269|PubMed:23219802}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P54116}. Note=Localizes to juxtanuclear structure probably derived from the Golgi apparatus (PubMed:9243190). Colocalizes with cortical actin microfilaments at small plasma membrane protrusions (PubMed:9243190). Associates with alpha-granular lipid rafts (PubMed:12130500). Translocates from the alpha-granular lipid rafts to the cell membrane on thrombin activation and selectively enriched in released microvesicles (PubMed:12130500). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:12643545). {ECO:0000269|PubMed:12130500, ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:9243190}.
P27144			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03170, ECO:0000269|PubMed:11485571, ECO:0000269|PubMed:19766732, ECO:0000269|PubMed:26980435}.
P27338			SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass type IV membrane protein; Cytoplasmic side.
P27695			SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00764}. Nucleus, nucleolus. Nucleus speckle. Endoplasmic reticulum. Cytoplasm. Note=Detected in the cytoplasm of B-cells stimulated to switch (By similarity). Colocalized with SIRT1 in the nucleus. Colocalized with YBX1 in nuclear speckles after genotoxic stress. Together with OGG1 is recruited to nuclear speckles in UVA-irradiated cells. Colocalized with nucleolin and NPM1 in the nucleolus. Its nucleolar localization is cell cycle dependent and requires active rRNA transcription. Colocalized with calreticulin in the endoplasmic reticulum. Translocation from the nucleus to the cytoplasm is stimulated in presence of nitric oxide (NO) and function in a CRM1-dependent manner, possibly as a consequence of demasking a nuclear export signal (amino acid position 64-80). S-nitrosylation at Cys-93 and Cys-310 regulates its nuclear-cytosolic shuttling. Ubiquitinated form is localized predominantly in the cytoplasm. {ECO:0000250}.; SUBCELLULAR LOCATION: [DNA repair nuclease/redox regulator APEX1, mitochondrial]: Mitochondrion. Note=The cleaved APEX2 is only detected in mitochondria (By similarity). Translocation from the cytoplasm to the mitochondria is mediated by ROS signaling and cleavage mediated by granzyme A. Tom20-dependent translocated mitochondrial APEX1 level is significantly increased after genotoxic stress. {ECO:0000250}.
P28288			SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:10704444, ECO:0000269|PubMed:16344115, ECO:0000269|PubMed:17761678, ECO:0000269|PubMed:24333844, ECO:0000269|PubMed:29397936}; Multi-pass membrane protein {ECO:0000255}.
P28330	"TRANSIT 1..30; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P15650"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P15650}.
P28331	"TRANSIT 1..23; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:30879903}; Peripheral membrane protein {ECO:0000250|UniProtKB:P15690}; Matrix side {ECO:0000250|UniProtKB:P15690}.
P28838			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q68FS4}.
P29803	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P26284}.
P30038	"TRANSIT 1..24; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1286669"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
P30041			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16186110, ECO:0000269|PubMed:19188445, ECO:0000269|PubMed:9497358}. Lysosome {ECO:0000250|UniProtKB:O35244}. Note=Also found in lung secretory organelles (lamellar bodies). {ECO:0000250|UniProtKB:O35244}.
P30044	"TRANSIT 1..52; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:10521424, ECO:0000269|PubMed:10751410, ECO:0000269|PubMed:31740833}.; SUBCELLULAR LOCATION: [Isoform Cytoplasmic+peroxisomal]: Cytoplasm {ECO:0000269|PubMed:10514471, ECO:0000269|PubMed:10751410}. Peroxisome matrix {ECO:0000269|PubMed:10514471, ECO:0000269|PubMed:10521424, ECO:0000269|PubMed:10751410}. Note=Imported into peroxisomes via peroxisomal targeting signal 1 receptor PEX5. {ECO:0000269|PubMed:10514471}.
P30048	"TRANSIT 1..61; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:33889951}. Cytoplasm {ECO:0000305|PubMed:12492477}. Early endosome {ECO:0000269|PubMed:15750338}. Note=Localizes to early endosomes in a RPS6KC1-dependent manner. {ECO:0000269|PubMed:15750338}.
P30049	"TRANSIT 1..22; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1286669"""		SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P30084	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1286669, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
P30405	"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:10406942}.
P30536			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:1847678}; Multi-pass membrane protein {ECO:0000269|PubMed:1847678}.
P30837	"TRANSIT 1..17; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
P31040	"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q0QF01"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.
P31327	"TRANSIT 1..38; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22002106}. Nucleus, nucleolus {ECO:0000269|PubMed:22002106}. Cell membrane {ECO:0000250|UniProtKB:Q8C196}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000250|UniProtKB:Q8C196}. Note=Localizes to the cell surface of hepatocytes. {ECO:0000250|UniProtKB:Q8C196}.
P31930	"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:8313870, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.
P31937	"TRANSIT 1..36; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:8313870"""		SUBCELLULAR LOCATION: Mitochondrion.
P32119			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9497357}.
P32322			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19648921, ECO:0000269|PubMed:23024808}.
P33121			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:24269233}; Single-pass type III membrane protein {ECO:0000250}.
P33316	"TRANSIT 1..69; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:8631817, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:9070952}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion {ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:9070952}.
