uniprot_id	entry_name	description	uniprot_mass	entrez_gene_id	gene_name	present_-HS	present_+HS	mitocarta	matrix	IMS	functional_category	subcategory	ibaq_-HS	ibaq_+HS	log10_ibaq_-HS	log10_ibaq_+HS	log10_ibaq_HEK293	percent_occupancy	log10_ratio	silac_ratio_coIP1	silac_ratio_coIP2	silac_ratio_coIP3	median_silac_ratio	n_silac_replicates	n_ndic_replicates	median_silac_imputed	has_quantitative_data	flag	quality_tier
P11498	PYC_HUMAN	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	129.634	5091.0	PC	X	X	X	o	o	pyruvate metabolism		62245.66666666666	25711.033333333336	4.794109122703346	4.410119531405459					6.704210244033254	7.290223809870964	6.997217026952109	2	0	6.997217026952109	True	candidate_substrate	Tier 1
P05166	PCCB_HUMAN	Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)	58.216	5096.0	PCCB	X	o	X	o	o	metabolic intermediate metabolism		131810.0	168780.0	5.1199483600309215	5.227320982548844				NDIC	6.335529650278763	NDIC	6.335529650278763	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q16822	PCKGM_HUMAN	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	70.699	5106.0	PCK2	X	X	X	o	o	pyruvate metabolism		440995.0	196468.5	5.644433665466206	5.293292929404535				6.2848	12.4500441976569	NDIC	9.36742209882845	3	1	12.4500441976569	True	candidate_substrate	Tier 1
Q96I99	SUCB2_HUMAN	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	46.511	8801.0	SUCLG2	X	X	X	o	o	tricarboxylic acid cycle		328944.0	192967.86666666667	5.517121969192981	5.285484995581764				20.397	14.558159848595137		17.47757992429757	2	0	17.477579924297565	True	candidate_substrate	Tier 1
P11177	ODPB_HUMAN	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	39.233	5162.0	PDHB	X	X	X	o	o	pyruvate metabolism		3068253.333333333	2001453.3333333333	6.486891214705436	6.301345468379621				16.283	5.547542438699656	3.9318995006487634	5.547542438699656	3	0	5.547542438699656	True	candidate_substrate	Tier 1
P35232	PHB_HUMAN	Prohibitin	29.804	5245.0	PHB	X	X	X	o	o	mitochondrial inner mebrane organization		7603500.0	6004100.0	6.881013550279082	6.77844791693008				20.96	33.507572711432786	41.43875352229405	33.507572711432786	3	0	33.507572711432786	True	candidate_substrate	Tier 1
P54886	P5CS_HUMAN	Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]	87.302	5832.0	ALDH18A1	X	X	X	o	o	amino acid metabolism		15330866.666666666	13111033.333333334	7.18556670657727	7.1176369215359605				27.063	14.01207841159079	17.369252948430688	17.369252948430688	3	0	17.369252948430688	True	candidate_substrate	Tier 1
O15235	RT12_HUMAN	28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12) (Mitochondrial small ribosomal subunit protein uS12m)	15.173	6183.0	MRPS12	X	X	X	o	o	mitochondrial protein synthesis	ribosomal subunit	389120.0	659495.0	5.590083553256622	5.819211507265794				NDIC	9.670244657189826	NDIC	9.670244657189826	3	2	80.33859999999999	True	candidate_substrate	Tier 1
P62244	RS15A_HUMAN	40S ribosomal protein S15a (Small ribosomal subunit protein uS8)	14.84	6210.0	RPS15A	X	X	X	o	o	cytosolic protein synthesis	ribosomal subunit	251013.3333333333	201915.0	5.399696790960308	5.305168583308418				NDIC	16.70927531872943	10.201999591920016	13.455637455324725	3	1	16.70927531872943	True	candidate_substrate	Tier 1
P62269	RS18_HUMAN	40S ribosomal protein S18 (Ke-3) (Ke3) (Small ribosomal subunit protein uS13)	17.719	6222.0	RPS18	X	X	X	o	o	cytosolic protein synthesis	ribosomal subunit	1376886.6666666667	717566.6666666666	6.138898194384076	5.855862256096563				8.6075	30.31313468125739		19.4603173406287	2	0	19.460317340628695	True	candidate_substrate	Tier 1
P53597	SUCA_HUMAN	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	36.25	8802.0	SUCLG1	X	X	X	o	o	tricarboxylic acid cycle		311963.3333333333	484747.0	5.494103552137707	5.685515129999371				NDIC	2.9106997322156247	NDIC	2.9106997322156247	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial (EC 1.1.1.-) (Programmed cell death protein 8)	66.901	9131.0	AIFM1	X	X	X	o	X	apoptosis		217923.3333333333	200310.0	5.338303733208101	5.3017026309531445				8.4251	13.783027579838185	31.80459258316901	13.783027579838183	3	0	13.783027579838183	True	candidate_substrate	Tier 1
Q9UJS0	CMC2_HUMAN	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	74.176	10165.0	SLC25A13	X	X	X	o	o	glutamate/aspartate carrier		183095.3333333333	146604.0	5.262677275304372	5.166145819924675				7.1257	5.165022467847735	24.911563947984657	7.1257	3	0	7.1257	True	candidate_substrate	Tier 1
Q13162	PRDX4_HUMAN	Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)	30.54	10549.0	PRDX4	X	X	X	o	X	antioxidant enzyme		1600333.3333333333	1203346.6666666667	6.204210451249502	6.080390759286559				10.008	14.781966001478196	10.809291667117055	10.809291667117057	3	0	10.809291667117057	True	candidate_substrate	Tier 1
Q16891	MIC60_HUMAN	MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89)	83.678	10989.0	IMMT	X	X	X	o	o	christae junction organizer		64224.66666666666	39501.66666666666	4.807701858906418	4.596615419901558				3.4231	7.112375533428165	3.649768239716778	3.649768239716778	3	0	3.649768239716778	True	candidate_substrate	Tier 2
Q99623	PHB2_HUMAN	Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity)	33.296	11331.0	PHB2	X	X	X	o	o	mitochondrial inner mebrane organization		9368933.333333334	6976100.0	6.971690148644762	6.843612697431523				15.932	30.310378273520854	34.5447008428907	30.31037827352085	3	0	30.31037827352085	True	candidate_substrate	Tier 1
Q7L2E3	DHX30_HUMAN	ATP-dependent RNA helicase DHX30 (EC 3.6.4.13) (DEAH box protein 30)	133.938	22907.0	DHX30	X	X	X	o	o	mitochondrial protein synthesis	ribosome assembly	671123.3333333334	391146.6666666667	5.826802338446376	5.5923396335608455				13.906	15.429241498487936	11.581312394320523	13.906	3	0	13.906	True	candidate_substrate	Tier 1
O75600	KBL_HUMAN	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)	45.285	23464.0	GCAT	X	o	X	o	o	amino acid metabolism		176642.0	197020.0	5.2470939733048025	5.294510314733977					5.940358797671379	NDIC	5.940358797671379	2	1	48.47582967042125	True	candidate_substrate	Tier 1
Q9BU61	NDUF3_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	20.35	25915.0	NDUFAF3	X	X	X	o	o	respiratory chain	complex I assembly factor	472099.3333333333	346564.4	5.674033387150469	5.539783948806				NDIC	3.730508095202566	NDIC	3.730508095202566	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9Y5L4	TIM13_HUMAN	Mitochondrial import inner membrane translocase subunit Tim13	10.5	26517.0	TIMM13	X	o	X	o	X	protein import and sorting		964773.3333333334	747328.0	5.98442529091316	5.873511254192054				NDIC	34.724633655114935		34.724633655114935	2	1	57.53161682755746	True	candidate_substrate	Tier 1
Q9Y5J9	TIM8B_HUMAN	Mitochondrial import inner membrane translocase subunit Tim8 B (DDP-like protein) (Deafness dystonia protein 2)	9.344	26521.0	TIMM8B	X	X	X	o	o	protein import and sorting		238804.3333333333	116632.66666666669	5.378042203218135	5.066820205364141					10.502436565283146	NDIC	10.502436565283146	2	1	50.75686855422713	True	candidate_substrate	Tier 1
Q9P0J0	NDUAD_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	16.698	51079.0	NDUFA13	X	X	X	o	X	respiratory chain	complex I accessory subunit	256358.66666666663	162796.66666666666	5.408848004132129	5.211645508273738				17.622	27.30226335763235		22.46213167881617	2	0	22.462131678816174	True	candidate_substrate	Tier 1
Q9Y2R5	RT17_HUMAN	28S ribosomal protein S17, mitochondrial (MRP-S17) (S17mt) (Mitochondrial small ribosomal subunit protein uS17m)	14.502	51373.0	hCG_1984214	X	X	X	o	o	mitochondrial protein synthesis	ribosomal subunit	877646.6666666666	480495.0	5.943319707703604	5.68168887278769				49.513	8.091269520187717	NDIC	28.802134760093857	3	1	49.513	True	candidate_substrate	Tier 1
Q9Y291	RT33_HUMAN	28S ribosomal protein S33, mitochondrial (MRP-S33) (S33mt) (Mitochondrial small ribosomal subunit protein mS33)	12.629	51650.0	MRPS33	X	o	X	o	o	mitochondrial protein synthesis	ribosomal subunit	271751.0	116690.0	5.434171150895159	5.067033639842262				NDIC	6.638783774812455		6.638783774812455	2	1	43.48869188740622	True	candidate_substrate	Tier 1
Q9NX20	RM16_HUMAN	39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16) (Mitochondrial large ribosomal subunit protein uL16m)	28.449	54948.0	MRPL16	X	X	X	o	o	mitochondrial protein synthesis	ribosomal subunit	402360.0	353384.5	5.604614799476445	5.54824749674942				NDIC	6.887052341597796	NDIC	6.887052341597796	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q96CU9	FXRD1_HUMAN	FAD-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-)	53.812	55572.0	FOXRED1	X	X	X	o	o	respiratory chain	assembly factor	171335.5	130229.5	5.2338473562917285	5.1147093731418085				NDIC	10.19804605437598	11.21491134612581	10.706478700250894	3	1	11.21491134612581	True	candidate_substrate	Tier 1
Q9NPJ3	ACO13_HUMAN	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Thioesterase superfamily member 2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]	14.96	55856.0	ACOT13	X	o	X	o	o	enzyme co-factor metabolism		1005690.0	732520.0	6.002464131776526	5.86481948673408				NDIC		6.747183051076175	6.747183051076175	2	1	43.54289152553808	True	candidate_substrate	Tier 1
Q9NTX5	ECHD1_HUMAN	Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD) (EC 7.2.4.3)	33.698	55862.0	ECHDC1	X	o	X	o	o	detoxification?		165743.0	238130.0	5.219435195444415	5.376814111968197				NDIC	3.982794328500876	NDIC	3.982794328500876	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9HCC0	MCCB_HUMAN	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	61.333	64087.0	MCCC2	X	X	X	o	o	amino acid metabolism		1868620.0	1422180.0	6.271520992827566	6.152954566899725				30.212	4.903643407051439	12.207031249999998	12.207031249999998	3	0	12.207031249999998	True	candidate_substrate	Tier 1
Q9H7H0	MET17_HUMAN	Methyltransferase-like protein 17, mitochondrial (EC 2.1.1.-) (False p73 target gene protein) (Methyltransferase 11 domain-containing protein 1) (Protein RSM22 homolog, mitochondrial)	50.734	64745.0	METTL17	X	X	X	o	o	?		150078.0	170204.66666666666	5.176317033490004	5.230971463385454				6.0181	6.172458490216654		6.095279245108326	2	0	6.095279245108326	True	candidate_substrate	Tier 1
P82914	RT15_HUMAN	28S ribosomal protein S15, mitochondrial (MRP-S15) (S15mt) (Mitochondrial small ribosomal subunit protein uS15m)	29.842	64960.0	MRPS15	X	X	X	o	o	mitochondrial protein synthesis	ribosomal subunit	574866.6666666666	347978.5	5.759567127044953	5.541552411705745				NDIC	8.676789587852495	NDIC	8.676789587852495	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q96I59	SYNM_HUMAN	Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	54.09	79731.0	NARS2	X	o	X	o	o	mitochondrial protein synthesis	tRNA ligase	66506.06666666667	76833.9	4.822861263343465	4.885552878033756				NDIC		3.8236531181891182	3.8236531181891182	2	1	42.08112655909455	True	candidate_substrate	Tier 1
Q96BP2	CHCH1_HUMAN	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Mitochondrial small ribosomal subunit protein mS37) (Nuclear protein C2360)	13.475	118487.0	CHCHD1	X	X	X	o	o	mitochondrial protein synthesis	elongation factor	1005433.3333333334	810986.6666666666	6.0023532793829615	5.9090137140869965					NDIC	10.067451927917045	10.067451927917045	2	1	45.35165007246922	True	candidate_substrate	Tier 1
Q96BW9	TAM41_HUMAN	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)	51.067	132001.0	TAMM41	X	o	X	o	o	cardiolipin biosynthesis		17117.5	35007.0	4.233440336539356	4.544154894561925				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
Q96HS1	PGAM5_HUMAN	Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Bcl-XL-binding protein v68) (Phosphoglycerate mutase family member 5)	32.004	192111.0	PGAM5	X	X	X	o	X	necrosis		744090.0	553716.6666666666	5.871625467991388	5.743287595811788				17.416	1.330795949057131	7.731560228854182	7.731560228854182	3	0	7.731560228854182	True	candidate_substrate	Tier 1
Q8N4Q0	PTGR3_HUMAN	Prostaglandin reductase 3 (PRG-3) (EC 1.3.1.48) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)	40.14	284273.0	ZADH2	X	X	X	o	o	hormone metabolism		131928.33333333334	76017.0	5.120338075977715	4.88091072623585					NDIC	40.30307915524746	40.30307915524746	2	1	60.469463686134425	True	candidate_substrate	Tier 1
Q9Y2Q3	GSTK1_HUMAN	Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (hGSTK1) (Glutathione S-transferase subunit 13)	25.497	373156.0	GSTK1	X	o	X	o	o	antioxidant enzyme		208315.0	224660.0	5.318720543028317	5.351525754547836					3.127345509131849	NDIC	3.127345509131849	2	1	47.06932302615148	True	candidate_substrate	Tier 1
G3V325	G3V325_HUMAN	ATP5MF-PTCD1 readthrough	84.11	100526740.0	ATP5J2-PTCD1	X	X	X	o	o	?		419526.6666666667	331575.3333333333	5.622759571405732	5.520582214894888				17.8	9.395847035610261	2.6186922251027838	9.39584703561026	3	0	9.39584703561026	True	candidate_substrate	Tier 1
P40227	TCPZ_HUMAN	T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)	58.024	908.0	CCT6A	X	X	o	o	o	protein folding	chaperone	50653.333333333336	58887.0	4.70460803016302	4.770019429737687				1.3645	NDIC	NDIC	1.3645	3	2	80.63584821702139	True	candidate_substrate	Tier 2
P09543	CN37_HUMAN	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	47.579	1267.0	CNP	X	X	o	o	o	RNA metabolism?		31921.5	24215.0	4.504083290774459	4.384084473382558				NDIC	NDIC	5.718206770356816	5.718206770356816	3	2	80.33859999999999	True	candidate_substrate	Tier 2
P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)	50.141	1915.0	EEF1A1	X	X	o	o	o	cytosolic protein synthesis	elongation factor	593500.0	506346.6666666667	5.773420723290609	5.704447955318603				0.57375	5.926628341136728	9.473285335354301	5.926628341136728	3	0	5.926628341136728	True	candidate_substrate	Tier 2
P24534	EF1B_HUMAN	Elongation factor 1-beta (EF-1-beta)	24.764	1933.0	EEF1B2	X	o	o	o	o	cytosolic protein synthesis	elongation factor	103909.26666666666	90186.5	5.01665427982611	4.955141532948841				1.1821	7.406310176270182	NDIC	4.294205088135091	3	1	7.406310176270182	True	candidate_substrate	Tier 2
P06733	ENOA_HUMAN	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)	47.169	2023.0	ENO1	X	X	o	o	o	multifunctional enzyme		258030.0	173848.333333333	5.4116702023858085	5.240170531501265				0.68188	10.657231464410176	NDIC	5.6695557322050885	3	1	10.657231464410176	True	candidate_substrate	Tier 2
P12081	SYHC_HUMAN	Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	57.411	3035.0	HARS	X	o	o	o	o	cytosolic protein synthesis	tRNA ligase	148991.66666666666	278440.0	5.173161978332461	5.444731625088751				NDIC	77.32158045310446	NDIC	77.32158045310446	3	2	80.33859999999999	True	candidate_substrate	Tier 2
P11021	BIP_HUMAN	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	72.333	3309.0	HSPA5	X	X	o	o	o	protein folding	chaperone	450753.3333333333	455086.6666666667	5.653938947025987	5.658094111538213				3.6319	6.2754941951678695	3.7710234557658944	3.7710234557658944	3	0	3.7710234557658944	True	candidate_substrate	Tier 2
P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	84.66	3320.0	HSP90AA1	X	X	o	o	o	protein folding	chaperone	48768.66666666666	67614.33333333333	4.688140882160669	4.830038770316353				1.0227	26.061348414166947	10.341368576717443	10.341368576717445	3	0	10.341368576717445	True	candidate_substrate	Tier 2
P08238	HS90B_HUMAN	Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)	83.264	3326.0	HSP90AB1	X	X	o	o	o	protein folding	chaperone	3839433.3333333335	3568300.0	6.5842671310428855	6.552461359960674				0.88104	7.5746099075897595	21.26935511315297	7.574609907589759	3	0	7.574609907589759	True	candidate_substrate	Tier 2
P01859	IGHG2_HUMAN	Immunoglobulin heavy constant gamma 2	35.901	3501.0	IGHG2	X	o	o	o	o	immune system		6686.95	864960.0	3.825228075883423	5.936996024018631					NDIC	NDIC		2	2	85.82357438009626	True	likely_contaminant	Excluded
Q14974	IMB1_HUMAN	Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97)	97.17	3837.0	KPNB1	X	X	o	o	o	nucelar transport		102936.66666666669	107965.66666666669	5.012570100656797	5.033285670785174				1.0067	8.332638946754436	6.78195998643608	6.78195998643608	3	0	6.78195998643608	True	candidate_substrate	Tier 2
P22061	PIMT_HUMAN	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	24.636	5110.0	PCMT1	X	o	o	o	o	protein repair		54897.0	121700.0	4.739548611862753	5.085290578230064				NDIC	2.986322642298274	NDIC	2.986322642298274	3	2	80.33859999999999	True	candidate_substrate	Tier 2
P62937	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	18.012	5478.0	PPIA	X	X	o	o	o	protein folding	prolin isomerase	613413.3333333334	421976.6666666667	5.787753211702153	5.625288437174767				1.0185	11.586142973004288	19.53697372277034	11.586142973004288	3	0	11.586142973004288	True	candidate_substrate	Tier 2
P32969	RL9_HUMAN	60S ribosomal protein L9 (Large ribosomal subunit protein uL6)	21.863	6133.0	RPL9	X	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	222530.3333333333	209350.66666666663	5.347389218469266	5.320874348218381				4.6729	3.20728695596395	4.718093890068412	4.6729	3	0	4.6729	True	candidate_substrate	Tier 2
P62913	RL11_HUMAN	60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)	20.252	6135.0	RPL11	X	o	o	o	o	cytosolic protein synthesis	ribosomal subunit	840314.6666666666	675215.0	5.924441943689385	5.829442081640212				4.7847		38.170852736850144	21.477776368425072	2	0	21.477776368425072	True	candidate_substrate	Tier 2
P62899	RL31_HUMAN	60S ribosomal protein L31 (Large ribosomal subunit protein eL31)	14.463	6160.0	RPL31	X	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	882600.0	821408.3333333334	5.945763923111174	5.914559104534585				2.9951	4.209285684219388	16.159004605316312	4.209285684219388	3	0	4.209285684219388	True	candidate_substrate	Tier 2
P23396	RS3_HUMAN	40S ribosomal protein S3 (EC 4.2.99.18) (Small ribosomal subunit protein uS3)	26.688	6188.0	RPS3	X	o	o	o	o	cytosolic protein synthesis	ribosomal subunit	345520.0	261700.0	5.538473191039442	5.4178037226398805				2.3213	5.09761941173472	6.98909700866648	5.09761941173472	3	0	5.09761941173472	True	candidate_substrate	Tier 2
P62701	RS4X_HUMAN	40S ribosomal protein S4, X isoform (SCR10) (Single copy abundant mRNA protein) (Small ribosomal subunit protein eS4)	29.598	6191.0	RPS4X	X	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	1248860.0	977080.0	6.096513755719759	5.989930123735324				5.5425	8.146639511201629	4.595377050687009	5.5425	3	0	5.5425	True	candidate_substrate	Tier 2
P62753	RS6_HUMAN	40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6)	28.681	6194.0	RPS6	X	o	o	o	o	cytosolic protein synthesis	ribosomal subunit	144154.66666666666	87335.0	5.1588287062093245	4.941188324583631				6.6007	3.7778617302606725		5.189280865130336	2	0	5.189280865130336	True	candidate_substrate	Tier 2
P62241	RS8_HUMAN	40S ribosomal protein S8 (Small ribosomal subunit protein eS8)	24.205	6202.0	RPS8	X	o	o	o	o	cytosolic protein synthesis	ribosomal subunit	175700.0	142504.5	5.2447717614952944	5.1538285786905735				NDIC	4.297932694374007	NDIC	4.297932694374007	3	2	80.33859999999999	True	candidate_substrate	Tier 2
P46781	RS9_HUMAN	40S ribosomal protein S9 (Small ribosomal subunit protein uS4)	22.591	6203.0	RPS9	X	o	o	o	o	cytosolic protein synthesis	ribosomal subunit	61037.0	43064.0	4.785593179673825	4.634114366807631				3.0861		7.717240314863405	5.401670157431703	2	0	5.4016701574317025	True	candidate_substrate	Tier 2
P46783	RS10_HUMAN	40S ribosomal protein S10 (Small ribosomal subunit protein eS10)	18.898	6204.0	RPS10	X	o	o	o	o	cytosolic protein synthesis	ribosomal subunit	576580.0	606385.0	5.76085957381306	5.782748449718652					5.730987449137486	NDIC	5.730987449137486	2	1	48.3711439961543	True	candidate_substrate	Tier 2
P62280	RS11_HUMAN	40S ribosomal protein S11 (Small ribosomal subunit protein uS17)	18.431	6205.0	RPS11	X	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	333337.0	307397.76666666666	5.522883522493364	5.48770070790066				6.3064	6.824541049614414	NDIC	6.565470524807207	3	1	6.824541049614414	True	candidate_substrate	Tier 2
P62249	RS16_HUMAN	40S ribosomal protein S16 (Small ribosomal subunit protein uS9)	16.445	6217.0	RPS16	X	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	989240.0	666560.0	5.995301668777064	5.823839248267651				7.0009	10.304073200136013		8.652486600068006	2	0	8.652486600068006	True	candidate_substrate	Tier 2
P50502	F10A1_HUMAN	Hsc70-interacting protein (Hip) (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein)	41.332	6767.0	ST13	X	X	o	o	o	protein folding	HSC70 co-factor	38359.9	43829.7	4.583877466342609	4.641768498060063					NDIC	NDIC		2	2	85.82357438009626	True	candidate_substrate	Tier 2
P49368	TCPG_HUMAN	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (hTRiC5)	60.534	7203.0	CCT3	X	X	o	o	o	protein folding	chaperone	99101.0	160730.0	4.996078036849459	5.206096944706566				1.4608	24.893579945731997	14.813498059431755	14.813498059431756	3	0	14.813498059431756	True	candidate_substrate	Tier 2
P62258	1433E_HUMAN	14-3-3 protein epsilon (14-3-3E)	29.174	7531.0	YWHAE	X	o	o	o	o	regulator cofactor		391073.3333333333	257590.0	5.592258203113913	5.4109289991026905				0.8771	4.896919837422262	6.594131223211342	4.896919837422262	3	0	4.896919837422262	True	candidate_substrate	Tier 2
Q13724	MOGS_HUMAN	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	91.918	7841.0	MOGS	X	X	o	o	o	N-glycan degradation		10513.8	10003.1	4.021759711343	4.000134610425851					5.594405594405595	NDIC	5.594405594405595	2	1	48.30285306878836	True	candidate_substrate	Tier 2
O15342	VA0E1_HUMAN	V-type proton ATPase subunit e 1 (V-ATPase subunit e 1) (V-ATPase 9.2 kDa membrane accessory protein) (V-ATPase M9.2 subunit) (Vacuolar proton pump subunit e 1)	9.374	8992.0	PIN4	X	o	o	o	o	proton transport		28348.0	34225.5	4.452522424089478	4.534349801456277					NDIC	NDIC		2	2	85.82357438009626	True	candidate_substrate	Tier 2
P62829	RL23_HUMAN	60S ribosomal protein L23 (60S ribosomal protein L17) (Large ribosomal subunit protein uL14)	14.865	9349.0	RPL23	X	X	o	o	o	cytosolic protein synthesis	ribosomal subunit	2064276.6666666667	2863973.333333333	6.31476790359198	6.456968969906732				4.8071	4.7447333459859555	8.602150537634408	4.8071	3	0	4.8071	True	candidate_substrate	Tier 2
