uniprot_accession	model_path	model_version	file_size_bytes	has_structure	source_dataset	residues_modeled	mean_plddt	min_plddt	fraction_plddt_gt70
Q7Z3D6	data/raw/alphafold/pilot/AF-Q7Z3D6-F1-model_v6.cif	v6	550064	True	matrix,mito	616	86.55	21.33	0.862
Q7Z434	data/raw/alphafold/pilot/AF-Q7Z434-F1-model_v6.cif	v6	464669	True	mito	540	54.88	29.92	0.2093
Q7Z4L0	data/raw/alphafold/pilot/AF-Q7Z4L0-F1-model_v6.cif	v6	76494	True	mito	72	79.26	37.53	0.5694
Q7Z4W1	data/raw/alphafold/pilot/AF-Q7Z4W1-F1-model_v6.cif	v6	223385	True	hsp60,matrix,mito	244	96.26	52.25	0.9918
Q7Z5L4	data/raw/alphafold/pilot/AF-Q7Z5L4-F1-model_v6.cif	v6	166590	True	mito	167	69.67	33.5	0.515
Q7Z695	data/raw/alphafold/pilot/AF-Q7Z695-F1-model_v6.cif	v6	567355	True	mito	626	71.38	17.8	0.6613
Q7Z6M4	data/raw/alphafold/pilot/AF-Q7Z6M4-F1-model_v6.cif	v6	362902	True	matrix,mito	381	76.79	29.02	0.643
Q7Z7F7	data/raw/alphafold/pilot/AF-Q7Z7F7-F1-model_v6.cif	v6	135027	True	matrix,mito	128	79.34	44.81	0.6641
Q7Z7H8	data/raw/alphafold/pilot/AF-Q7Z7H8-F1-model_v6.cif	v6	249739	True	hsp60,matrix,mito	261	82.81	38.34	0.8084
Q7Z7K0	data/raw/alphafold/pilot/AF-Q7Z7K0-F1-model_v6.cif	v6	112174	True	mito	106	86.97	35.22	0.8396
Q86SX6	data/raw/alphafold/pilot/AF-Q86SX6-F1-model_v6.cif	v6	149261	True	hsp60,matrix,mito	157	82.34	38.78	0.7134
Q86TS9	data/raw/alphafold/pilot/AF-Q86TS9-F1-model_v6.cif	v6	123548	True	matrix,mito	123	85.49	40.62	0.7398
Q86TW2	data/raw/alphafold/pilot/AF-Q86TW2-F1-model_v6.cif	v6	498031	True	mito	530	83.69	26.78	0.8358
Q86U28	data/raw/alphafold/pilot/AF-Q86U28-F1-model_v6.cif	v6	147182	True	matrix,mito	154	76.99	41.56	0.6818
Q86U90	data/raw/alphafold/pilot/AF-Q86U90-F1-model_v6.cif	v6	251777	True	matrix,mito	279	82.57	23.11	0.7742
Q86UA3			0	False	matrix,mito				
Q86UT6	data/raw/alphafold/pilot/AF-Q86UT6-F1-model_v6.cif	v6	879691	True	matrix,mito	975	74.92	21.66	0.6985
Q86UY8	data/raw/alphafold/pilot/AF-Q86UY8-F1-model_v6.cif	v6	523191	True	matrix,mito	548	85.69	20.36	0.8485
Q86VD7	data/raw/alphafold/pilot/AF-Q86VD7-F1-model_v6.cif	v6	297582	True	mito	318	90.73	39.31	0.934
Q86VU5	data/raw/alphafold/pilot/AF-Q86VU5-F1-model_v6.cif	v6	245622	True	mito	262	89.26	34.28	0.8359
Q86WA6	data/raw/alphafold/pilot/AF-Q86WA6-F1-model_v6.cif	v6	276833	True	matrix,mito	291	91.75	35.53	0.8729
Q86WU2	data/raw/alphafold/pilot/AF-Q86WU2-F1-model_v6.cif	v6	455767	True	mito	507	89.77	28.88	0.8955
Q86WW8	data/raw/alphafold/pilot/AF-Q86WW8-F1-model_v6.cif	v6	77666	True	mito	74	83.09	47.31	0.7973
Q86X67	data/raw/alphafold/pilot/AF-Q86X67-F1-model_v6.cif	v6	333163	True	matrix,mito	352	88.53	32.44	0.875
Q86X76	data/raw/alphafold/pilot/AF-Q86X76-F1-model_v6.cif	v6	302669	True	matrix,mito	327	88.35	30.34	0.8502
Q86XE3	data/raw/alphafold/pilot/AF-Q86XE3-F1-model_v6.cif	v6	500516	True	mito	530	71.25	26.08	0.5943
Q86XE5	data/raw/alphafold/pilot/AF-Q86XE5-F1-model_v6.cif	v6	298202	True	matrix,mito	327	92.68	29.61	0.9052
Q86Y39	data/raw/alphafold/pilot/AF-Q86Y39-F1-model_v6.cif	v6	134188	True	mito	141	89.79	47.22	0.9787
Q86Y79	data/raw/alphafold/pilot/AF-Q86Y79-F1-model_v6.cif	v6	199061	True	matrix,mito	214	89.17	34.22	0.8505
Q86YB7	data/raw/alphafold/pilot/AF-Q86YB7-F1-model_v6.cif	v6	264457	True	matrix,mito	292	92.38	25.78	0.911
Q86YH6	data/raw/alphafold/pilot/AF-Q86YH6-F1-model_v6.cif	v6	367496	True	mito	399	80.62	18.34	0.7719
Q8IUA7	data/raw/alphafold/pilot/AF-Q8IUA7-F1-model_v6.cif	v6	1553646	True	mito	1624	77.21	21.66	0.7654
Q8IUX1	data/raw/alphafold/pilot/AF-Q8IUX1-F1-model_v6.cif	v6	220706	True	mito	230	81.42	26.48	0.7913
Q8IVH4	data/raw/alphafold/pilot/AF-Q8IVH4-F1-model_v6.cif	v6	386418	True	matrix,mito	418	78.5	24.59	0.7297
Q8IVP5	data/raw/alphafold/pilot/AF-Q8IVP5-F1-model_v6.cif	v6	151954	True	mito	155	74.95	32.44	0.6387
Q8IVS2	data/raw/alphafold/pilot/AF-Q8IVS2-F1-model_v6.cif	v6	360151	True	matrix,mito	390	87.05	27.05	0.8205
Q8IVS8	data/raw/alphafold/pilot/AF-Q8IVS8-F1-model_v6.cif	v6	460102	True	matrix,mito	523	90.32	26.62	0.9101
Q8IW45	data/raw/alphafold/pilot/AF-Q8IW45-F1-model_v6.cif	v6	309376	True	mito	347	89.32	32.16	0.8501
Q8IWA4	data/raw/alphafold/pilot/AF-Q8IWA4-F1-model_v6.cif	v6	689949	True	mito	741	81.2	26.84	0.8124
Q8IWL3	data/raw/alphafold/pilot/AF-Q8IWL3-F1-model_v6.cif	v6	232900	True	matrix,mito	235	83.32	35.16	0.7957
Q8IWW8	data/raw/alphafold/pilot/AF-Q8IWW8-F1-model_v6.cif	v6	419387	True	matrix,mito	467	92.87	36.75	0.94
Q8IXI1	data/raw/alphafold/pilot/AF-Q8IXI1-F1-model_v6.cif	v6	563327	True	mito	618	88.74	29.16	0.8819
Q8IXI2	data/raw/alphafold/pilot/AF-Q8IXI2-F1-model_v6.cif	v6	582747	True	mito	618	92.41	45.25	0.9369
Q8IXL7	data/raw/alphafold/pilot/AF-Q8IXL7-F1-model_v6.cif	v6	180540	True	mito	192	85.26	36.03	0.724
Q8IXM3	data/raw/alphafold/pilot/AF-Q8IXM3-F1-model_v6.cif	v6	139037	True	matrix,mito	137	90.92	55.38	0.9416
Q8IXQ9	data/raw/alphafold/pilot/AF-Q8IXQ9-F1-model_v6.cif	v6	252020	True	matrix,mito	262	85.34	19.67	0.8397
Q8IYB8	data/raw/alphafold/pilot/AF-Q8IYB8-F1-model_v6.cif	v6	719032	True	hsp60,matrix,mito	786	83.03	22.86	0.8193
Q8IYQ7	data/raw/alphafold/pilot/AF-Q8IYQ7-F1-model_v6.cif	v6	680685	True	matrix,mito	743	87.85	20.91	0.8964
Q8IYU8	data/raw/alphafold/pilot/AF-Q8IYU8-F1-model_v6.cif	v6	411499	True	mito	434	74.19	26.72	0.6935
Q8N0U4	data/raw/alphafold/pilot/AF-Q8N0U4-F1-model_v6.cif	v6	352969	True	matrix,mito	392	78.88	22.59	0.7832
Q8N0V3	data/raw/alphafold/pilot/AF-Q8N0V3-F1-model_v6.cif	v6	319890	True	matrix,mito	343	65.54	32.84	0.3994
Q8N0X4	data/raw/alphafold/pilot/AF-Q8N0X4-F1-model_v6.cif	v6	314865	True	matrix,mito	340	90.72	25.3	0.8853
Q8N0Z8	data/raw/alphafold/pilot/AF-Q8N0Z8-F1-model_v6.cif	v6	283017	True	matrix,mito	303	90.78	27.77	0.9043
Q8N159	data/raw/alphafold/pilot/AF-Q8N159-F1-model_v6.cif	v6	482923	True	matrix,mito	534	79.73	24.55	0.779
Q8N183	data/raw/alphafold/pilot/AF-Q8N183-F1-model_v6.cif	v6	173867	True	mito	169	78.47	41.84	0.6509
Q8N1Q8	data/raw/alphafold/pilot/AF-Q8N1Q8-F1-model_v6.cif	v6	236413	True	matrix,mito	247	83.72	26.73	0.7733
Q8N2A8	data/raw/alphafold/pilot/AF-Q8N2A8-F1-model_v6.cif	v6	241869	True	mito	252	83.48	29.5	0.8016
Q8N2F6	data/raw/alphafold/pilot/AF-Q8N2F6-F1-model_v6.cif	v6	315415	True	mito	343	80.2	29.95	0.7143
Q8N3J2	data/raw/alphafold/pilot/AF-Q8N3J2-F1-model_v6.cif	v6	447695	True	matrix,mito	472	77.21	26.97	0.6949
Q8N3J5	data/raw/alphafold/pilot/AF-Q8N3J5-F1-model_v6.cif	v6	343742	True	matrix,mito	372	83.26	28.89	0.7554
Q8N3R3	data/raw/alphafold/pilot/AF-Q8N3R3-F1-model_v6.cif	v6	476692	True	matrix,mito	496	79.8	22.69	0.7964
Q8N3Z0	data/raw/alphafold/pilot/AF-Q8N3Z0-F1-model_v6.cif	v6	391398	True	mito	413	79.43	33.72	0.7264
Q8N413	data/raw/alphafold/pilot/AF-Q8N413-F1-model_v6.cif	v6	269694	True	mito	288	80.24	52.56	0.8958
Q8N442	data/raw/alphafold/pilot/AF-Q8N442-F1-model_v6.cif	v6	611200	True	hsp60,matrix,mito	669	81.61	24.39	0.861
Q8N465	data/raw/alphafold/pilot/AF-Q8N465-F1-model_v6.cif	v6	469223	True	matrix,mito	521	92.37	23.7	0.9155
Q8N490	data/raw/alphafold/pilot/AF-Q8N490-F1-model_v6.cif	v6	359302	True	mito	385	82.99	27.25	0.7636
Q8N4E7	data/raw/alphafold/pilot/AF-Q8N4E7-F1-model_v6.cif	v6	233931	True	matrix,mito	242	83.67	36.56	0.7231
Q8N4H5	data/raw/alphafold/pilot/AF-Q8N4H5-F1-model_v6.cif	v6	60152	True	mito	51	87.99	50.34	0.8039
Q8N4Q0	data/raw/alphafold/pilot/AF-Q8N4Q0-F1-model_v6.cif	v6	339173	True	hsp60,mito	377	93.19	29.0	0.9125
Q8N4Q1	data/raw/alphafold/pilot/AF-Q8N4Q1-F1-model_v6.cif	v6	142267	True	mito	142	75.22	29.55	0.6549
Q8N4T8	data/raw/alphafold/pilot/AF-Q8N4T8-F1-model_v6.cif	v6	218248	True	hsp60,matrix,mito	237	96.8	55.16	0.9916
Q8N573	data/raw/alphafold/pilot/AF-Q8N573-F1-model_v6.cif	v6	795581	True	mito	874	59.73	24.8	0.3856
Q8N5G0	data/raw/alphafold/pilot/AF-Q8N5G0-F1-model_v6.cif	v6	73210	True	mito	67	90.76	58.5	0.9701
Q8N5M1	data/raw/alphafold/pilot/AF-Q8N5M1-F1-model_v6.cif	v6	276608	True	matrix,mito	289	85.54	27.89	0.8097
Q8N5N7	data/raw/alphafold/pilot/AF-Q8N5N7-F1-model_v6.cif	v6	160914	True	matrix,mito	158	80.29	36.28	0.6962
Q8N5S1	data/raw/alphafold/pilot/AF-Q8N5S1-F1-model_v6.cif	v6	339551	True	mito	370	72.97	22.48	0.6811
Q8N5Z0	data/raw/alphafold/pilot/AF-Q8N5Z0-F1-model_v6.cif	v6	395284	True	matrix,mito	425	97.32	75.38	1.0
Q8N8Q8	data/raw/alphafold/pilot/AF-Q8N8Q8-F1-model_v6.cif	v6	311548	True	mito	333	83.17	26.61	0.8228
Q8N8R3	data/raw/alphafold/pilot/AF-Q8N8R3-F1-model_v6.cif	v6	271360	True	mito	303	80.72	23.0	0.8911
Q8N8R5	data/raw/alphafold/pilot/AF-Q8N8R5-F1-model_v6.cif	v6	362451	True	matrix,mito	385	77.88	27.05	0.6831
Q8N945	data/raw/alphafold/pilot/AF-Q8N945-F1-model_v6.cif	v6	188822	True	mito	189	87.04	56.44	0.8519
Q8N983	data/raw/alphafold/pilot/AF-Q8N983-F1-model_v6.cif	v6	203012	True	matrix,mito	215	82.75	37.75	0.707
Q8N9F0	data/raw/alphafold/pilot/AF-Q8N9F0-F1-model_v6.cif	v6	278053	True	mito	302	79.14	22.47	0.745
Q8NAN2	data/raw/alphafold/pilot/AF-Q8NAN2-F1-model_v6.cif	v6	577045	True	mito	632	64.06	19.05	0.4873
Q8NBN7	data/raw/alphafold/pilot/AF-Q8NBN7-F1-model_v6.cif	v6	303766	True	mito	331	89.31	33.0	0.8792
Q8NBU5	data/raw/alphafold/pilot/AF-Q8NBU5-F1-model_v6.cif	v6	340291	True	mito	361	84.15	36.41	0.867
Q8NC60	data/raw/alphafold/pilot/AF-Q8NC60-F1-model_v6.cif	v6	645430	True	mito	698	74.04	22.34	0.7178
Q8NCN5	data/raw/alphafold/pilot/AF-Q8NCN5-F1-model_v6.cif	v6	811797	True	matrix,mito	879	90.79	23.62	0.9272
Q8NCW5	data/raw/alphafold/pilot/AF-Q8NCW5-F1-model_v6.cif	v6	269397	True	matrix,mito	288	86.53	30.72	0.8125
Q8NE22	data/raw/alphafold/pilot/AF-Q8NE22-F1-model_v6.cif	v6	289612	True	matrix,mito	299	87.73	36.88	0.8729
Q8NE62	data/raw/alphafold/pilot/AF-Q8NE62-F1-model_v6.cif	v6	542530	True	mito	594	92.46	19.78	0.9343
Q8NE86	data/raw/alphafold/pilot/AF-Q8NE86-F1-model_v6.cif	v6	332217	True	mito	351	79.15	29.12	0.7493
Q8NFF5	data/raw/alphafold/pilot/AF-Q8NFF5-F1-model_v6.cif	v6	539897	True	hsp60,matrix,mito	587	83.43	21.02	0.8109
Q8NFU3	data/raw/alphafold/pilot/AF-Q8NFU3-F1-model_v6.cif	v6	115126	True	mito	115	93.68	42.88	0.9652
Q8NFV4	data/raw/alphafold/pilot/AF-Q8NFV4-F1-model_v6.cif	v6	286367	True	hsp60,matrix,mito	306	88.05	26.3	0.8497
Q8NI37	data/raw/alphafold/pilot/AF-Q8NI37-F1-model_v6.cif	v6	277686	True	matrix,mito	304	88.39	27.58	0.8651
Q8NI60	data/raw/alphafold/pilot/AF-Q8NI60-F1-model_v6.cif	v6	590123	True	hsp60,mito	647	69.64	18.58	0.6213
Q8TAA5	data/raw/alphafold/pilot/AF-Q8TAA5-F1-model_v6.cif	v6	217632	True	matrix,mito	225	78.64	32.72	0.7022
Q8TAE8	data/raw/alphafold/pilot/AF-Q8TAE8-F1-model_v6.cif	v6	216600	True	hsp60,matrix,mito	222	86.58	43.69	0.8378
Q8TB22	data/raw/alphafold/pilot/AF-Q8TB22-F1-model_v6.cif	v6	720999	True	matrix,mito	786	89.72	22.97	0.9198
Q8TB36	data/raw/alphafold/pilot/AF-Q8TB36-F1-model_v6.cif	v6	345294	True	mito	358	87.29	29.27	0.8687
Q8TB37	data/raw/alphafold/pilot/AF-Q8TB37-F1-model_v6.cif	v6	288547	True	matrix,mito	319	84.84	21.98	0.8401
Q8TBP6	data/raw/alphafold/pilot/AF-Q8TBP6-F1-model_v6.cif	v6	318277	True	mito	338	78.38	26.53	0.7633
Q8TCC3	data/raw/alphafold/pilot/AF-Q8TCC3-F1-model_v6.cif	v6	163790	True	matrix,mito	161	82.72	40.5	0.764
Q8TCG5	data/raw/alphafold/pilot/AF-Q8TCG5-F1-model_v6.cif	v6	745690	True	mito	803	88.59	23.52	0.9004
Q8TCS8	data/raw/alphafold/pilot/AF-Q8TCS8-F1-model_v6.cif	v6	702624	True	hsp60,matrix,mito	783	87.41	22.58	0.8787
Q8TD22	data/raw/alphafold/pilot/AF-Q8TD22-F1-model_v6.cif	v6	313022	True	mito	340	88.58	35.59	0.9353
Q8TD30	data/raw/alphafold/pilot/AF-Q8TD30-F1-model_v6.cif	v6	478573	True	hsp60,matrix,mito	523	91.6	21.66	0.9178
Q8TDB4	data/raw/alphafold/pilot/AF-Q8TDB4-F1-model_v6.cif	v6	216413	True	mito	240	55.13	36.5	0.1
Q8TF08	data/raw/alphafold/pilot/AF-Q8TF08-F1-model_v6.cif	v6	84042	True	mito	81	90.06	56.81	0.9136
Q8WUD6	data/raw/alphafold/pilot/AF-Q8WUD6-F1-model_v6.cif	v6	375489	True	mito	406	90.9	25.14	0.9064
Q8WUK0	data/raw/alphafold/pilot/AF-Q8WUK0-F1-model_v6.cif	v6	197514	True	hsp60,mito	201	91.47	37.38	0.9552
Q8WUT9	data/raw/alphafold/pilot/AF-Q8WUT9-F1-model_v6.cif	v6	317024	True	mito	341	88.9	23.5	0.9355
Q8WV60	data/raw/alphafold/pilot/AF-Q8WV60-F1-model_v6.cif	v6	365060	True	matrix,mito	388	82.5	25.39	0.7809
Q8WV74	data/raw/alphafold/pilot/AF-Q8WV74-F1-model_v6.cif	v6	219107	True	matrix,mito	236	83.94	24.44	0.8305
Q8WV93	data/raw/alphafold/pilot/AF-Q8WV93-F1-model_v6.cif	v6	453113	True	mito	481	78.14	22.2	0.738
Q8WVC6	data/raw/alphafold/pilot/AF-Q8WVC6-F1-model_v6.cif	v6	227250	True	mito	231	94.62	50.94	0.9827
Q8WVM0	data/raw/alphafold/pilot/AF-Q8WVM0-F1-model_v6.cif	v6	331698	True	matrix,mito	346	91.93	40.34	0.9249
Q8WW59	data/raw/alphafold/pilot/AF-Q8WW59-F1-model_v6.cif	v6	201209	True	hsp60,matrix,mito	207	88.47	29.45	0.8696
Q8WWC4	data/raw/alphafold/pilot/AF-Q8WWC4-F1-model_v6.cif	v6	274652	True	matrix,mito	291	66.99	23.81	0.512
Q8WWR8	data/raw/alphafold/pilot/AF-Q8WWR8-F1-model_v6.cif	v6	430410	True	mito	484	82.87	28.75	0.7603
Q8WWV3	data/raw/alphafold/pilot/AF-Q8WWV3-F1-model_v6.cif	v6	365897	True	matrix,mito	396	91.77	29.47	0.9015
Q8WXI4	data/raw/alphafold/pilot/AF-Q8WXI4-F1-model_v6.cif	v6	562736	True	matrix,mito	607	80.88	21.23	0.799
Q8WYQ3	data/raw/alphafold/pilot/AF-Q8WYQ3-F1-model_v6.cif	v6	126745	True	mito	142	61.42	32.78	0.2746
Q92506	data/raw/alphafold/pilot/AF-Q92506-F1-model_v6.cif	v6	232188	True	hsp60,matrix,mito	261	93.74	33.59	0.9349
Q92523	data/raw/alphafold/pilot/AF-Q92523-F1-model_v6.cif	v6	719135	True	mito	772	92.18	30.95	0.9417
Q92552	data/raw/alphafold/pilot/AF-Q92552-F1-model_v6.cif	v6	393956	True	hsp60,matrix,mito	414	80.17	25.17	0.8285
Q92665	data/raw/alphafold/pilot/AF-Q92665-F1-model_v6.cif	v6	378404	True	hsp60,matrix,mito	395	66.12	28.11	0.481
Q92667	data/raw/alphafold/pilot/AF-Q92667-F1-model_v6.cif	v6	790749	True	mito	903	56.08	25.34	0.3488
Q92843	data/raw/alphafold/pilot/AF-Q92843-F1-model_v6.cif	v6	181743	True	mito	193	81.19	29.2	0.8031
Q92934	data/raw/alphafold/pilot/AF-Q92934-F1-model_v6.cif	v6	161727	True	mito	168	60.31	40.94	0.2262
Q92947	data/raw/alphafold/pilot/AF-Q92947-F1-model_v6.cif	v6	399484	True	matrix,mito	438	92.02	27.2	0.8995
Q969G6	data/raw/alphafold/pilot/AF-Q969G6-F1-model_v6.cif	v6	156664	True	matrix,mito	155	90.64	37.59	0.9097
Q969M1	data/raw/alphafold/pilot/AF-Q969M1-F1-model_v6.cif	v6	287352	True	mito	308	90.2	34.66	0.9318
Q969P6	data/raw/alphafold/pilot/AF-Q969P6-F1-model_v6.cif	v6	573057	True	matrix,mito	601	90.75	26.27	0.9218
Q969Q5	data/raw/alphafold/pilot/AF-Q969Q5-F1-model_v6.cif	v6	199338	True	mito	203	89.11	37.09	0.8719
Q969S9	data/raw/alphafold/pilot/AF-Q969S9-F1-model_v6.cif	v6	708113	True	hsp60,matrix,mito	779	78.55	20.31	0.8241
Q969V5	data/raw/alphafold/pilot/AF-Q969V5-F1-model_v6.cif	v6	332279	True	mito	352	89.89	35.25	0.9545
Q969Y2	data/raw/alphafold/pilot/AF-Q969Y2-F1-model_v6.cif	v6	434881	True	matrix,mito	492	81.96	26.27	0.8008
Q969Z0	data/raw/alphafold/pilot/AF-Q969Z0-F1-model_v6.cif	v6	582199	True	hsp60,matrix,mito	631	82.75	20.41	0.8447
Q969Z3	data/raw/alphafold/pilot/AF-Q969Z3-F1-model_v6.cif	v6	319546	True	mito	335	91.21	37.44	0.8776
Q96A26	data/raw/alphafold/pilot/AF-Q96A26-F1-model_v6.cif	v6	151841	True	mito	154	64.37	32.69	0.3182
Q96A35	data/raw/alphafold/pilot/AF-Q96A35-F1-model_v6.cif	v6	214943	True	matrix,mito	216	88.86	45.66	0.9398
Q96A46	data/raw/alphafold/pilot/AF-Q96A46-F1-model_v6.cif	v6	328560	True	mito	364	72.93	20.17	0.7363
Q96AB3	data/raw/alphafold/pilot/AF-Q96AB3-F1-model_v6.cif	v6	194174	True	matrix,mito	205	95.0	44.31	0.9561
Q96AG3	data/raw/alphafold/pilot/AF-Q96AG3-F1-model_v6.cif	v6	385015	True	mito	418	73.96	19.77	0.7057
Q96AN5	data/raw/alphafold/pilot/AF-Q96AN5-F1-model_v6.cif	v6	427673	True	mito	459	81.08	25.47	0.7843
Q96AQ8	data/raw/alphafold/pilot/AF-Q96AQ8-F1-model_v6.cif	v6	331331	True	mito	359	69.72	33.22	0.5404
Q96AY3	data/raw/alphafold/pilot/AF-Q96AY3-F1-model_v6.cif	v6	532614	True	mito	582	88.8	25.58	0.9158
Q96B49	data/raw/alphafold/pilot/AF-Q96B49-F1-model_v6.cif	v6	75921	True	mito	74	70.33	42.28	0.4865
Q96B77	data/raw/alphafold/pilot/AF-Q96B77-F1-model_v6.cif	v6	213300	True	mito	213	60.48	26.41	0.277
Q96BP2	data/raw/alphafold/pilot/AF-Q96BP2-F1-model_v6.cif	v6	120764	True	hsp60,mito	118	92.37	63.78	0.9661
Q96BQ5	data/raw/alphafold/pilot/AF-Q96BQ5-F1-model_v6.cif	v6	260609	True	mito	260	87.0	28.41	0.8538
Q96BR5	data/raw/alphafold/pilot/AF-Q96BR5-F1-model_v6.cif	v6	219095	True	mito	231	95.34	39.59	0.974
Q96BW9	data/raw/alphafold/pilot/AF-Q96BW9-F1-model_v6.cif	v6	423029	True	hsp60,mito	452	73.28	23.83	0.6527
Q96C01	data/raw/alphafold/pilot/AF-Q96C01-F1-model_v6.cif	v6	136545	True	mito	138	95.41	67.19	0.9855
Q96C03	data/raw/alphafold/pilot/AF-Q96C03-F1-model_v6.cif	v6	411153	True	mito	454	75.98	31.02	0.6982
Q96C36	data/raw/alphafold/pilot/AF-Q96C36-F1-model_v6.cif	v6	284109	True	hsp60,matrix,mito	320	89.58	30.52	0.8531
Q96CB9	data/raw/alphafold/pilot/AF-Q96CB9-F1-model_v6.cif	v6	360598	True	hsp60,matrix,mito	384	91.29	31.0	0.888
Q96CM3	data/raw/alphafold/pilot/AF-Q96CM3-F1-model_v6.cif	v6	353138	True	matrix,mito	377	83.97	24.02	0.8143
Q96CM8	data/raw/alphafold/pilot/AF-Q96CM8-F1-model_v6.cif	v6	561439	True	matrix,mito	615	89.14	25.02	0.9057
Q96CQ1	data/raw/alphafold/pilot/AF-Q96CQ1-F1-model_v6.cif	v6	287422	True	mito	311	86.79	37.31	0.8907
Q96CU9	data/raw/alphafold/pilot/AF-Q96CU9-F1-model_v6.cif	v6	448241	True	hsp60,mito	486	90.13	26.06	0.8848
Q96D53	data/raw/alphafold/pilot/AF-Q96D53-F1-model_v6.cif	v6	496350	True	hsp60,mito	544	76.08	16.78	0.7188
Q96DA6	data/raw/alphafold/pilot/AF-Q96DA6-F1-model_v6.cif	v6	113908	True	mito	116	87.5	61.12	0.8707
Q96DB5	data/raw/alphafold/pilot/AF-Q96DB5-F1-model_v6.cif	v6	300206	True	mito	314	83.64	23.2	0.8057
Q96DC8	data/raw/alphafold/pilot/AF-Q96DC8-F1-model_v6.cif	v6	276257	True	matrix,mito	303	90.28	34.41	0.8515
Q96DP5	data/raw/alphafold/pilot/AF-Q96DP5-F1-model_v6.cif	v6	367260	True	matrix,mito	389	86.24	22.78	0.8406
Q96DU9	data/raw/alphafold/pilot/AF-Q96DU9-F1-model_v6.cif	v6	362713	True	matrix,mito	382	91.28	29.7	0.945
Q96DV4	data/raw/alphafold/pilot/AF-Q96DV4-F1-model_v6.cif	v6	372985	True	hsp60,matrix,mito	380	82.83	26.16	0.8658
Q96DW6	data/raw/alphafold/pilot/AF-Q96DW6-F1-model_v6.cif	v6	282179	True	mito	304	82.87	34.22	0.8586
Q96E11	data/raw/alphafold/pilot/AF-Q96E11-F1-model_v6.cif	v6	246888	True	matrix,mito	262	78.61	33.91	0.7328
Q96E29	data/raw/alphafold/pilot/AF-Q96E29-F1-model_v6.cif	v6	398050	True	matrix,mito	417	75.79	25.61	0.6619
Q96E52	data/raw/alphafold/pilot/AF-Q96E52-F1-model_v6.cif	v6	494189	True	mito	524	71.34	22.14	0.6374
Q96EH3	data/raw/alphafold/pilot/AF-Q96EH3-F1-model_v6.cif	v6	222888	True	matrix,mito	234	69.22	27.34	0.5214
Q96EL2	data/raw/alphafold/pilot/AF-Q96EL2-F1-model_v6.cif	v6	167435	True	matrix,mito	167	86.03	35.81	0.8144
Q96EL3	data/raw/alphafold/pilot/AF-Q96EL3-F1-model_v6.cif	v6	110841	True	hsp60,matrix,mito	112	80.69	39.34	0.8304
Q96ER9	data/raw/alphafold/pilot/AF-Q96ER9-F1-model_v6.cif	v6	377053	True	mito	411	69.14	22.83	0.5718
Q96EY1	data/raw/alphafold/pilot/AF-Q96EY1-F1-model_v6.cif	v6	435748	True	matrix,mito	480	74.24	30.78	0.6396
Q96EY7	data/raw/alphafold/pilot/AF-Q96EY7-F1-model_v6.cif	v6	641096	True	hsp60,matrix,mito	689	78.97	25.09	0.7997
Q96EY8	data/raw/alphafold/pilot/AF-Q96EY8-F1-model_v6.cif	v6	234103	True	hsp60,matrix,mito	250	81.72	25.88	0.756
Q96GA7	data/raw/alphafold/pilot/AF-Q96GA7-F1-model_v6.cif	v6	294381	True	mito	329	95.2	37.34	0.9666
Q96GC5	data/raw/alphafold/pilot/AF-Q96GC5-F1-model_v6.cif	v6	205863	True	hsp60,matrix,mito	212	76.29	33.41	0.6981
Q96GE9	data/raw/alphafold/pilot/AF-Q96GE9-F1-model_v6.cif	v6	111833	True	mito	116	59.55	40.34	0.1466
Q96GJ1	data/raw/alphafold/pilot/AF-Q96GJ1-F1-model_v6.cif	v6	469217	True	matrix,mito	504	82.58	22.84	0.8175
Q96GK7	data/raw/alphafold/pilot/AF-Q96GK7-F1-model_v6.cif	v6	294816	True	matrix,mito	314	92.75	31.42	0.9108
Q96GW9	data/raw/alphafold/pilot/AF-Q96GW9-F1-model_v6.cif	v6	550635	True	hsp60,matrix,mito	593	89.32	20.36	0.9039
Q96H55	data/raw/alphafold/pilot/AF-Q96H55-F1-model_v6.cif	v6	886081	True	mito	970	76.42	27.02	0.7278
Q96H78	data/raw/alphafold/pilot/AF-Q96H78-F1-model_v6.cif	v6	297157	True	mito	314	80.98	35.38	0.8057
Q96H96	data/raw/alphafold/pilot/AF-Q96H96-F1-model_v6.cif	v6	339483	True	mito	371	85.3	21.67	0.8221
Q96HP4	data/raw/alphafold/pilot/AF-Q96HP4-F1-model_v6.cif	v6	294137	True	matrix,mito	312	87.34	28.67	0.8429
Q96HS1	data/raw/alphafold/pilot/AF-Q96HS1-F1-model_v6.cif	v6	272491	True	hsp60,mito	289	84.63	29.7	0.7855
Q96HY7	data/raw/alphafold/pilot/AF-Q96HY7-F1-model_v6.cif	v6	842578	True	matrix,mito	919	95.06	28.3	0.9587
Q96I23	data/raw/alphafold/pilot/AF-Q96I23-F1-model_v6.cif	v6	114725	True	mito	114	76.8	46.06	0.4912
Q96I36	data/raw/alphafold/pilot/AF-Q96I36-F1-model_v6.cif	v6	63994	True	mito	57	85.7	47.34	0.8947
Q96I51	data/raw/alphafold/pilot/AF-Q96I51-F1-model_v6.cif	v6	417926	True	matrix,mito	464	89.63	31.59	0.8621
