accession	n_domains	top_superfamily	source
A6ND48	1	1.20.1070.10	InterPro_Gene3D
A6ND91	2	3.30.360.10	InterPro_Gene3D
A6NDA9	2	2.60.40.10	InterPro_Gene3D
A6NDE4	1	3.30.70.330	InterPro_Gene3D
A6NDG6	3	3.40.50.1000	InterPro_Gene3D
A6NDH6	1	1.20.1070.10	InterPro_Gene3D
A6NDI0	3	2.60.120.920	InterPro_Gene3D
A6NDL7	1	3.40.50.150	InterPro_Gene3D
A6NDL8	1	1.20.1070.10	InterPro_Gene3D
A6NDN8	1	3.10.20.90	InterPro_Gene3D
A6NDR6	1	1.10.10.60	InterPro_Gene3D
A6NDS4	2	1.10.10.750	InterPro_Gene3D
A6NDX5	19	3.30.160.60	InterPro_Gene3D
A6NDY0	1	3.30.70.330	InterPro_Gene3D
A6NE02	2	1.25.40.420	InterPro_Gene3D
A6NE52	4	2.130.10.10	InterPro_Gene3D
A6NEC2	2	1.10.390.10	InterPro_Gene3D
A6NED2	2	2.130.10.30	InterPro_Gene3D
A6NEE1	1	2.30.29.30	InterPro_Gene3D
A6NEK1	2	2.60.40.640	InterPro_Gene3D
A6NEL2	1	1.25.40.20	InterPro_Gene3D
A6NEQ0	1	3.30.70.330	InterPro_Gene3D
A6NER0	3	1.10.10.750	InterPro_Gene3D
A6NES4	3	1.25.10.10	InterPro_Gene3D
A6NET4	1	1.20.1070.10	InterPro_Gene3D
A6NEY8	1	3.90.960.10	InterPro_Gene3D
A6NF34	1	3.40.50.410	InterPro_Gene3D
A6NF89	1	1.20.1070.10	InterPro_Gene3D
A6NFC5	1	1.20.140.150	InterPro_Gene3D
A6NFC9	1	1.20.1070.10	InterPro_Gene3D
A6NFD8	2	4.10.280.10	InterPro_Gene3D
A6NFE3	1	1.10.238.10	InterPro_Gene3D
A6NFF2	1	1.20.5.1500	InterPro_Gene3D
A6NFH5	1	2.40.128.20	InterPro_Gene3D
A6NFI3	16	3.30.160.60	InterPro_Gene3D
A6NFN3	1	3.30.70.330	InterPro_Gene3D
A6NFN9	2	1.25.40.20	InterPro_Gene3D
A6NFQ2	2	1.10.390.30	InterPro_Gene3D
A6NFQ7	1	1.10.10.60	InterPro_Gene3D
A6NFU0	1	2.60.40.10	InterPro_Gene3D
A6NFU8	1	3.40.630.20	InterPro_Gene3D
A6NFX1	2	1.20.1250.20	InterPro_Gene3D
A6NGD5	6	1.10.4020.10	InterPro_Gene3D
A6NGE4	1	2.130.10.10	InterPro_Gene3D
A6NGE7	1	1.10.3330.10	InterPro_Gene3D
A6NGH8	3	1.25.40.20	InterPro_Gene3D
A6NGJ6	3	2.60.120.920	InterPro_Gene3D
A6NGN4	1	3.80.10.10	InterPro_Gene3D
A6NGN9	3	2.60.40.10	InterPro_Gene3D
A6NGQ2	1	3.30.1370.10	InterPro_Gene3D
A6NGR9	2	1.25.10.10	InterPro_Gene3D
A6NGU5	2	1.10.246.130	InterPro_Gene3D
A6NGY5	1	1.20.1070.10	InterPro_Gene3D
A6NH00	1	1.20.1070.10	InterPro_Gene3D
A6NH11	1	1.10.3520.10	InterPro_Gene3D
A6NH57	1	3.40.50.300	InterPro_Gene3D
A6NHA9	1	1.20.1070.10	InterPro_Gene3D
A6NHC0	3	1.10.238.10	InterPro_Gene3D
A6NHG4	1	3.30.429.10	InterPro_Gene3D
A6NHG9	1	1.20.1070.10	InterPro_Gene3D
A6NHJ4	15	3.30.160.60	InterPro_Gene3D
A6NHL2	3	1.10.287.600	InterPro_Gene3D
A6NHM9	2	2.60.120.230	InterPro_Gene3D
A6NHN0	1	2.60.120.40	InterPro_Gene3D
A6NHQ2	2	3.30.200.20	InterPro_Gene3D
A6NHR9	1	3.30.565.10	InterPro_Gene3D
A6NHT5	1	1.10.10.60	InterPro_Gene3D
A6NHX0	2	3.30.2130.10	InterPro_Gene3D
A6NHY2	4	1.10.533.10	InterPro_Gene3D
A6NHZ5	1	3.80.10.10	InterPro_Gene3D
A6NI03	3	2.60.120.920	InterPro_Gene3D
A6NI15	1	4.10.280.10	InterPro_Gene3D
A6NI28	4	1.10.555.10	InterPro_Gene3D
A6NI47	1	1.25.40.20	InterPro_Gene3D
A6NI72	3	2.30.30.40	InterPro_Gene3D
A6NI73	2	2.60.40.10	InterPro_Gene3D
A6NIE9	4	2.40.10.10	InterPro_Gene3D
A6NIH7	1	2.70.50.40	InterPro_Gene3D
A6NIJ9	1	1.20.1070.10	InterPro_Gene3D
A6NIK2	2	3.80.10.10	InterPro_Gene3D
A6NIM6	1	1.20.1250.20	InterPro_Gene3D
A6NIN4	1	3.30.40.10	InterPro_Gene3D
A6NIR3	4	1.10.220.150	InterPro_Gene3D
A6NIV6	3	3.80.10.10	InterPro_Gene3D
A6NIX2	3	2.10.110.10	InterPro_Gene3D
A6NIZ1	1	3.40.50.300	InterPro_Gene3D
A6NJ46	1	1.10.10.60	InterPro_Gene3D
A6NJ78	2	1.10.150.170	CATH_pilot
A6NJG2	1	1.25.40.20	InterPro_Gene3D
A6NJG6	1	1.10.10.60	InterPro_Gene3D
A6NJI9	1	3.80.10.10	InterPro_Gene3D
A6NJL1	6	1.10.4020.10	InterPro_Gene3D
A6NJT0	1	1.10.10.60	InterPro_Gene3D
A6NJW4	1	3.80.10.10	InterPro_Gene3D
A6NJW9	1	2.60.40.10	InterPro_Gene3D
A6NJY1	1	1.20.1530.20	InterPro_Gene3D
A6NJZ3	1	1.20.1070.10	InterPro_Gene3D
A6NJZ7	5	2.30.30.40	InterPro_Gene3D
A6NK02	3	2.60.120.920	InterPro_Gene3D
A6NK06	2	1.10.4100.10	CATH_pilot
A6NK44	1	3.10.180.10	InterPro_Gene3D
A6NK53	12	3.30.160.60	InterPro_Gene3D
A6NK58	1	3.30.930.10	CATH_pilot
A6NK59	4	1.10.750.20	InterPro_Gene3D
A6NK75	14	3.30.160.60	InterPro_Gene3D
A6NK89	2	3.10.20.90	InterPro_Gene3D
A6NK97	1	1.20.1250.20	InterPro_Gene3D
A6NKC9	1	3.30.505.10	InterPro_Gene3D
A6NKD2	2	1.20.5.1500	InterPro_Gene3D
A6NKF1	1	1.25.40.990	InterPro_Gene3D
A6NKF2	1	1.10.150.60	InterPro_Gene3D
A6NKH3	1	2.20.25.30	InterPro_Gene3D
A6NKK0	1	1.20.1070.10	InterPro_Gene3D
A6NKP2	1	3.40.50.720	InterPro_Gene3D
A6NKQ9	1	2.10.90.10	InterPro_Gene3D
A6NKT7	3	1.25.40.10	InterPro_Gene3D
A6NKX4	1	1.20.1250.20	InterPro_Gene3D
A6NL08	1	1.20.1070.10	InterPro_Gene3D
A6NL26	1	1.20.1070.10	InterPro_Gene3D
A6NLC8	1	1.10.20.10	InterPro_Gene3D
A6NLI5	3	2.60.120.920	InterPro_Gene3D
A6NLJ0	1	2.60.40.150	InterPro_Gene3D
A6NLP5	1	1.25.40.10	InterPro_Gene3D
A6NLU0	2	2.60.120.920	InterPro_Gene3D
A6NLU5	1	2.60.40.10	InterPro_Gene3D
A6NLW8	2	1.10.10.60	InterPro_Gene3D
A6NM03	1	1.20.1070.10	InterPro_Gene3D
A6NM10	1	1.20.1080.10	InterPro_Gene3D
A6NM11	1	3.80.10.10	InterPro_Gene3D
A6NM28	9	3.30.160.60	InterPro_Gene3D
A6NM36	2	3.80.10.10	InterPro_Gene3D
A6NM43	5	1.10.560.10	InterPro_Gene3D
A6NM45	1	1.20.140.150	InterPro_Gene3D
A6NM62	2	3.80.10.10	InterPro_Gene3D
A6NM76	1	1.20.1070.10	InterPro_Gene3D
A6NMB1	4	2.60.40.10	InterPro_Gene3D
A6NMB9	3	1.10.8.60	InterPro_Gene3D
A6NMK7	3	4.10.1000.10	InterPro_Gene3D
A6NMS3	1	1.20.1070.10	InterPro_Gene3D
A6NMS7	1	3.80.10.10	InterPro_Gene3D
A6NMT0	1	1.10.10.60	InterPro_Gene3D
A6NMU1	1	1.20.1070.10	InterPro_Gene3D
A6NMX2	1	3.30.760.10	InterPro_Gene3D
A6NMY6	4	1.10.220.10	InterPro_Gene3D
A6NMZ2	1	1.10.238.10	InterPro_Gene3D
A6NMZ5	1	1.20.1070.10	InterPro_Gene3D
A6NMZ7	9	1.20.5.320	InterPro_Gene3D
A6NN14	39	3.30.160.60	InterPro_Gene3D
A6NN92	1	1.20.1440.80	InterPro_Gene3D
A6NNA2	1	6.10.140.420	InterPro_Gene3D
A6NNA5	1	1.10.10.60	InterPro_Gene3D
A6NND4	1	1.20.1070.10	InterPro_Gene3D
A6NNE9	1	3.30.40.10	InterPro_Gene3D
A6NNF4	17	3.30.160.60	InterPro_Gene3D
A6NNM3	5	2.30.30.40	InterPro_Gene3D
A6NNM8	1	3.30.470.20	InterPro_Gene3D
A6NNS2	1	3.40.50.720	InterPro_Gene3D
A6NNW6	3	3.20.20.120	InterPro_Gene3D
A6NNX1	1	1.20.890.10	InterPro_Gene3D
A6NNY8	1	3.90.70.10	InterPro_Gene3D
A6NNZ2	3	1.10.287.600	InterPro_Gene3D
A6NP11	12	3.30.160.60	InterPro_Gene3D
A6PVC2	1	3.30.470.20	InterPro_Gene3D
A6PVI3	1	3.30.70.330	InterPro_Gene3D
A6PVS8	1	3.80.10.10	InterPro_Gene3D
A6QL63	3	1.10.20.10	InterPro_Gene3D
A6QL64	1	1.25.40.20	InterPro_Gene3D
A6XGL0	1	3.40.50.10260	InterPro_Gene3D
A7E2S9	2	1.25.40.20	InterPro_Gene3D
A7E2Y1	17	1.10.10.820	InterPro_Gene3D
A7KAX9	3	1.10.555.10	InterPro_Gene3D
A7MBM2	2	1.20.1640.10	InterPro_Gene3D
A8K0S8	1	1.10.10.60	InterPro_Gene3D
A8K2U0	11	1.50.10.20	InterPro_Gene3D
A8K4G0	1	2.60.40.10	InterPro_Gene3D
A8K7I4	2	2.60.40.10	InterPro_Gene3D
A8K855	2	1.10.238.10	InterPro_Gene3D
A8K8V0	8	3.30.160.60	InterPro_Gene3D
A8K979	1	3.30.420.10	InterPro_Gene3D
A8MPP1	4	3.40.50.300	InterPro_Gene3D
A8MPS7	1	3.20.20.370	InterPro_Gene3D
A8MPX8	3	3.60.40.10	InterPro_Gene3D
A8MPY1	3	1.20.58.390	InterPro_Gene3D
A8MQ11	1	3.30.565.10	InterPro_Gene3D
A8MQ14	34	3.30.160.60	InterPro_Gene3D
A8MQ27	3	2.60.120.920	InterPro_Gene3D
A8MT19	2	1.25.40.280	InterPro_Gene3D
A8MT65	9	3.30.160.60	InterPro_Gene3D
A8MT69	2	1.20.5.4980	InterPro_Gene3D
A8MTB9	3	2.60.40.10	InterPro_Gene3D
A8MTI9	2	1.10.8.270	InterPro_Gene3D
A8MTJ3	3	1.10.400.10	InterPro_Gene3D
A8MTJ6	1	1.10.10.10	InterPro_Gene3D
A8MTL0	2	1.20.5.190	InterPro_Gene3D
A8MTL9	1	3.30.497.10	InterPro_Gene3D
A8MTQ0	1	1.10.10.60	InterPro_Gene3D
A8MTY0	17	3.30.160.60	InterPro_Gene3D
A8MU46	1	1.10.418.10	InterPro_Gene3D
A8MUH7	3	2.30.42.10	InterPro_Gene3D
A8MUK1	1	3.90.70.10	InterPro_Gene3D
A8MUM7	1	2.60.120.200	InterPro_Gene3D
A8MUP2	1	3.40.50.150	CATH_pilot
A8MUP6	1	1.20.140.150	InterPro_Gene3D
A8MUU1	1	2.40.128.20	InterPro_Gene3D
A8MUV8	12	3.30.160.60	InterPro_Gene3D
A8MUZ8	7	3.30.160.60	InterPro_Gene3D
A8MV23	6	2.30.39.10	InterPro_Gene3D
A8MV57	1	2.60.120.200	InterPro_Gene3D
A8MV81	1	6.10.140.1320	InterPro_Gene3D
A8MVS5	1	2.60.40.10	InterPro_Gene3D
A8MVU1	3	2.30.30.40	InterPro_Gene3D
A8MVW5	3	2.60.40.10	InterPro_Gene3D
A8MVX0	1	1.20.900.10	InterPro_Gene3D
A8MVZ5	2	2.60.40.10	InterPro_Gene3D
A8MW92	3	2.30.30.140	InterPro_Gene3D
A8MW95	2	1.10.418.40	InterPro_Gene3D
A8MWA4	7	3.30.160.60	InterPro_Gene3D
A8MWD9	1	2.30.30.100	InterPro_Gene3D
A8MWE9	1	1.10.238.10	InterPro_Gene3D
A8MWK0	1	3.10.120.10	InterPro_Gene3D
A8MWL7	1	1.10.10.1740	InterPro_Gene3D
A8MWY0	4	2.10.50.10	InterPro_Gene3D
A8MX76	3	1.10.238.10	InterPro_Gene3D
A8MXD5	1	3.40.30.10	InterPro_Gene3D
A8MXE2	1	3.90.550.50	InterPro_Gene3D
A8MXK1	1	2.60.40.10	InterPro_Gene3D
A8MXQ7	2	1.25.40.20	InterPro_Gene3D
A8MXT2	2	1.10.10.1200	InterPro_Gene3D
A8MXV4	1	3.90.79.10	CATH_pilot
A8MXY4	25	3.30.160.60	InterPro_Gene3D
A8MY62	1	3.40.710.10	InterPro_Gene3D
A8MYJ7	2	1.25.40.10	InterPro_Gene3D
A8MYU2	3	1.10.287.70	InterPro_Gene3D
A8MYV0	2	3.10.20.230	InterPro_Gene3D
A8MYZ5	1	1.20.5.190	InterPro_Gene3D
A8MYZ6	2	1.10.10.10	InterPro_Gene3D
A8MZ26	1	1.10.238.10	InterPro_Gene3D
A8MZ36	2	1.20.58.60	InterPro_Gene3D
A8MZ59	1	1.10.10.60	InterPro_Gene3D
A8MZH6	1	2.60.40.3210	InterPro_Gene3D
A8TX70	9	3.40.50.410	InterPro_Gene3D
A9QM74	2	1.20.5.690	InterPro_Gene3D
A9UHW6	1	1.25.40.180	InterPro_Gene3D
A9YTQ3	2	3.30.450.20	InterPro_Gene3D
B0I1T2	7	1.10.10.820	InterPro_Gene3D
B0L653	2	2.60.40.10	InterPro_Gene3D
B1AJZ9	1	2.60.200.20	InterPro_Gene3D
B1AK53	1	1.25.40.20	InterPro_Gene3D
B1AKI9	1	2.20.100.10	InterPro_Gene3D
B1ANS9	3	2.130.10.10	InterPro_Gene3D
B1APH4	1	3.30.160.60	InterPro_Gene3D
B2RC85	3	2.20.110.10	InterPro_Gene3D
B2RD01	2	1.10.10.10	InterPro_Gene3D
B2RN74	1	1.20.1070.10	InterPro_Gene3D
B2RNN3	1	2.60.120.40	InterPro_Gene3D
B2RPK0	2	1.10.30.10	InterPro_Gene3D
B2RTY4	14	1.10.10.820	InterPro_Gene3D
B2RU33	1	1.25.40.20	InterPro_Gene3D
B2RUY7	1	6.20.200.20	InterPro_Gene3D
B2RXF0	1	4.10.20.10	InterPro_Gene3D
B2RXF5	4	3.30.160.60	InterPro_Gene3D
B2RXH2	1	2.60.120.650	InterPro_Gene3D
B2RXH4	1	3.30.710.10	InterPro_Gene3D
B2RXH8	1	3.30.70.330	InterPro_Gene3D
B3SHH9	1	1.20.140.150	InterPro_Gene3D
B4DEF8	1	3.10.450.240	CATH_pilot
B4DH59	5	2.10.25.10	InterPro_Gene3D
B4DI05	9	3.30.160.60	InterPro_Gene3D
B4DJ38	3	1.25.40.10	CATH_pilot
B4DSL7	1	1.10.10.60	InterPro_Gene3D
B4DU55	14	3.30.160.60	InterPro_Gene3D
B4DX44	10	3.30.160.60	InterPro_Gene3D
B4DXR9	16	3.30.160.60	InterPro_Gene3D
B4E2M5	1	1.25.40.20	InterPro_Gene3D
B5MCN3	2	2.60.120.680	InterPro_Gene3D
B5MCY1	18	2.30.30.140	InterPro_Gene3D
B5MD39	2	1.10.246.130	InterPro_Gene3D
B5ME19	1	1.10.10.10	InterPro_Gene3D
B6A8C7	2	2.60.40.10	InterPro_Gene3D
B6SEH8	1	1.10.287.210	InterPro_Gene3D
B6SEH9	1	1.10.287.210	InterPro_Gene3D
B7U540	3	1.10.287.70	InterPro_Gene3D
B7Z1M9	1	2.60.40.150	InterPro_Gene3D
B7Z6K7	24	3.30.160.60	InterPro_Gene3D
B7Z8K6	1	2.60.40.10	InterPro_Gene3D
B7ZBB8	1	2.60.40.2440	InterPro_Gene3D
B7ZC32	2	2.60.200.20	InterPro_Gene3D
B7ZLF3	5	3.30.160.60	InterPro_Gene3D
B7ZW38	1	3.30.70.330	InterPro_Gene3D
B9A064	1	2.60.40.10	InterPro_Gene3D
B9A6J9	3	1.10.10.750	InterPro_Gene3D
C9J1S8	3	2.60.120.920	InterPro_Gene3D
C9J202	1	3.40.50.2000	InterPro_Gene3D
C9J2P7	1	3.90.70.10	InterPro_Gene3D
C9J798	4	1.10.506.10	InterPro_Gene3D
C9JBD0	1	6.10.140.140	InterPro_Gene3D
C9JCN9	1	1.20.5.430	InterPro_Gene3D
C9JDP6	1	1.20.140.150	InterPro_Gene3D
C9JJ37	2	1.25.40.420	InterPro_Gene3D
C9JJH3	1	3.90.70.10	InterPro_Gene3D
C9JLJ4	1	3.90.70.10	InterPro_Gene3D
C9JN71	16	3.30.160.60	InterPro_Gene3D
C9JPN9	1	3.90.70.10	InterPro_Gene3D
C9JR72	2	2.120.10.80	InterPro_Gene3D
C9JRZ8	1	3.20.20.100	InterPro_Gene3D
C9JSJ3	1	1.10.30.10	InterPro_Gene3D
C9JTQ0	1	1.25.40.20	InterPro_Gene3D
C9JVI0	1	3.90.70.10	InterPro_Gene3D
D3W0D1	1	3.10.100.10	InterPro_Gene3D
D6R901	1	3.90.70.10	InterPro_Gene3D
D6R9N7	1	3.90.70.10	InterPro_Gene3D
D6RA61	1	3.90.70.10	InterPro_Gene3D
D6RBM5	1	3.90.70.10	InterPro_Gene3D
D6RBQ6	1	3.90.70.10	InterPro_Gene3D
D6RCP7	1	3.90.70.10	InterPro_Gene3D
D6RGH6	1	1.20.5.1180	InterPro_Gene3D
D6RJB6	1	3.90.70.10	InterPro_Gene3D
E5RG02	1	2.40.10.10	InterPro_Gene3D
E5RJM6	4	1.25.40.20	InterPro_Gene3D
E5RQL4	2	3.30.990.10	InterPro_Gene3D
E7ERA6	1	3.30.40.10	InterPro_Gene3D
E7ETH6	7	3.30.160.60	InterPro_Gene3D
E9PAV3	2	1.10.8.10	InterPro_Gene3D
E9PB15	1	2.60.40.790	InterPro_Gene3D
E9PGG2	1	1.10.10.60	InterPro_Gene3D
F5GYI3	1	1.20.120.1920	InterPro_Gene3D
F5H094	3	1.20.1250.20	InterPro_Gene3D
F5H284	1	2.40.100.10	InterPro_Gene3D
F8VTS6	2	2.60.120.920	InterPro_Gene3D
F8WCM5	1	1.10.100.10	InterPro_Gene3D
G2XKQ0	1	3.10.20.90	InterPro_Gene3D
G3V0H7	3	1.20.1250.20	InterPro_Gene3D
G3V325	3	1.25.40.10	CATH_pilot
G9CGD6	3	1.10.150.50	InterPro_Gene3D
H0UI37	1	3.40.250.10	CATH_pilot
H0Y7S4	1	3.80.10.10	InterPro_Gene3D
H3BQJ8	1	2.10.60.10	InterPro_Gene3D
H3BS89	2	1.20.140.150	InterPro_Gene3D
H3BUK9	1	1.25.40.20	InterPro_Gene3D
H3BV60	1	2.60.40.4100	InterPro_Gene3D
H7C241	1	1.20.140.150	InterPro_Gene3D
I1YAP6	3	2.60.120.920	InterPro_Gene3D
I3L3L1	1	3.40.50.300	InterPro_Gene3D
K9M1U5	1	1.20.1250.60	InterPro_Gene3D
L0R819	1	1.10.287.370	InterPro_Gene3D
M0QZC1	1	3.30.40.10	InterPro_Gene3D
M0QZD8	4	1.25.10.20	InterPro_Gene3D
M0R2J8	3	2.80.10.50	InterPro_Gene3D
O00110	2	3.30.160.60	InterPro_Gene3D
O00116	6	1.10.45.10	InterPro_Gene3D
O00124	1	3.10.20.90	InterPro_Gene3D
O00139	1	3.40.850.10	InterPro_Gene3D
O00141	3	1.10.510.10	InterPro_Gene3D
O00142	1	3.40.50.300	CATH_pilot
O00144	2	1.10.2000.10	InterPro_Gene3D
O00148	2	3.40.50.300	InterPro_Gene3D
O00151	2	2.10.110.10	InterPro_Gene3D
O00154	2	3.10.129.10	CATH_pilot
O00155	1	1.20.1070.10	InterPro_Gene3D
O00159	8	1.10.10.820	InterPro_Gene3D
O00160	8	1.10.10.820	InterPro_Gene3D
O00161	2	1.20.5.110	InterPro_Gene3D
O00167	1	3.40.50.12350	InterPro_Gene3D
O00168	1	1.20.5.780	InterPro_Gene3D
O00170	2	1.25.40.10	InterPro_Gene3D
O00175	1	2.40.50.40	InterPro_Gene3D
O00178	3	2.40.30.10	InterPro_Gene3D
O00180	1	1.10.287.70	InterPro_Gene3D
O00182	2	2.60.120.200	InterPro_Gene3D
O00186	5	1.25.40.60	InterPro_Gene3D
O00187	9	2.10.25.10	InterPro_Gene3D
O00189	5	2.60.40.1170	InterPro_Gene3D
O00192	2	1.25.10.10	InterPro_Gene3D
O00194	1	3.40.50.300	InterPro_Gene3D
O00203	2	1.25.10.10	InterPro_Gene3D
O00204	1	3.40.50.300	InterPro_Gene3D
O00206	2	3.40.50.10140	InterPro_Gene3D
O00212	1	3.40.50.300	InterPro_Gene3D
O00213	3	2.20.70.10	InterPro_Gene3D
O00214	2	2.60.120.200	InterPro_Gene3D
O00217	1	3.30.70.3270	CATH_pilot
O00219	2	3.90.550.10	InterPro_Gene3D
O00220	4	1.10.533.10	InterPro_Gene3D
O00221	1	1.25.40.20	InterPro_Gene3D
O00222	5	2.10.50.30	InterPro_Gene3D
O00231	1	1.25.40.570	InterPro_Gene3D
O00232	1	1.10.10.10	InterPro_Gene3D
O00233	2	2.30.42.10	InterPro_Gene3D
O00237	1	3.30.40.10	InterPro_Gene3D
O00238	3	1.10.510.10	InterPro_Gene3D
O00241	3	2.60.40.10	InterPro_Gene3D
O00244	1	3.30.70.100	InterPro_Gene3D
O00253	1	4.10.760.10	InterPro_Gene3D
O00254	1	1.20.1070.10	InterPro_Gene3D
O00257	1	2.40.50.40	InterPro_Gene3D
O00258	1	1.10.287.660	InterPro_Gene3D
O00264	1	3.10.120.10	InterPro_Gene3D
O00267	4	2.30.30.30	InterPro_Gene3D
O00268	2	1.10.20.10	InterPro_Gene3D
O00270	1	1.20.1070.10	InterPro_Gene3D
O00273	3	1.10.1490.10	InterPro_Gene3D
O00287	1	6.10.290.30	InterPro_Gene3D
O00291	4	1.20.1410.10	InterPro_Gene3D
O00292	2	2.10.90.10	InterPro_Gene3D
O00294	1	3.20.90.10	InterPro_Gene3D
O00295	1	3.20.90.10	InterPro_Gene3D
O00299	2	1.20.1050.10	InterPro_Gene3D
O00300	3	1.10.533.10	InterPro_Gene3D
O00303	1	3.40.140.10	InterPro_Gene3D
O00305	2	2.30.30.40	InterPro_Gene3D
O00308	8	2.20.70.10	InterPro_Gene3D
O00311	4	1.10.510.10	InterPro_Gene3D
O00321	1	1.10.10.10	InterPro_Gene3D
O00322	1	1.10.1450.10	InterPro_Gene3D
O00327	3	3.30.450.20	InterPro_Gene3D
O00329	5	1.10.1070.11	InterPro_Gene3D
O00330	3	2.40.50.100	CATH_pilot
O00338	1	3.40.50.300	InterPro_Gene3D
O00339	13	1.20.5.30	InterPro_Gene3D
O00341	1	1.10.3860.10	InterPro_Gene3D
O00358	1	1.10.10.10	InterPro_Gene3D
O00370	1	3.60.10.10	InterPro_Gene3D
O00391	4	1.20.120.1960	InterPro_Gene3D
O00398	1	1.20.1070.10	InterPro_Gene3D
O00399	1	2.160.10.10	InterPro_Gene3D
O00400	1	1.20.1250.20	InterPro_Gene3D
O00401	3	2.30.29.30	InterPro_Gene3D
O00408	3	1.10.1300.10	CATH_pilot
O00409	1	1.10.10.10	InterPro_Gene3D
O00410	2	1.25.10.10	InterPro_Gene3D
O00411	4	1.10.1320.10	CATH_pilot
O00418	4	1.25.40.10	InterPro_Gene3D
O00421	1	1.20.1070.10	InterPro_Gene3D
O00422	1	3.10.20.550	InterPro_Gene3D
O00423	3	2.130.10.10	InterPro_Gene3D
O00425	5	3.30.1370.10	InterPro_Gene3D
O00429	3	1.20.120.1240	CATH_pilot
O00442	3	3.30.360.20	InterPro_Gene3D
O00443	7	1.10.1070.11	InterPro_Gene3D
O00444	5	1.10.510.10	InterPro_Gene3D
O00445	2	2.60.40.150	InterPro_Gene3D
O00451	1	1.10.220.110	InterPro_Gene3D
O00458	2	1.25.10.10	InterPro_Gene3D
O00459	5	1.10.287.1490	InterPro_Gene3D
O00462	4	2.60.120.260	InterPro_Gene3D
O00463	4	2.60.210.10	InterPro_Gene3D
O00468	19	2.10.25.10	InterPro_Gene3D
O00469	2	2.60.120.620	InterPro_Gene3D
O00470	1	1.10.10.60	InterPro_Gene3D
O00472	2	1.10.10.2670	InterPro_Gene3D
O00476	2	1.20.1250.20	InterPro_Gene3D
O00478	3	2.60.120.920	InterPro_Gene3D
O00481	3	2.60.120.920	InterPro_Gene3D
O00482	2	1.10.565.10	InterPro_Gene3D
O00487	1	3.40.140.10	InterPro_Gene3D
O00488	1	3.30.160.60	InterPro_Gene3D
O00499	3	1.20.1270.60	InterPro_Gene3D
O00501	1	1.20.140.150	InterPro_Gene3D
O00505	2	1.20.5.690	InterPro_Gene3D
O00506	3	1.10.12.70	InterPro_Gene3D
O00507	2	3.90.70.10	InterPro_Gene3D
O00512	1	3.30.40.10	InterPro_Gene3D
O00519	1	3.90.1300.10	InterPro_Gene3D
O00522	6	1.20.80.10	InterPro_Gene3D
O00533	10	2.60.40.10	InterPro_Gene3D
O00534	1	3.40.50.410	InterPro_Gene3D
O00541	1	3.40.50.10190	InterPro_Gene3D
O00548	9	2.10.25.10	InterPro_Gene3D
O00555	12	1.10.287.70	InterPro_Gene3D
O00560	2	2.30.42.10	InterPro_Gene3D
O00562	2	3.30.530.20	InterPro_Gene3D
O00567	2	1.10.246.90	InterPro_Gene3D
O00570	1	1.10.30.10	InterPro_Gene3D
O00571	2	3.40.50.300	InterPro_Gene3D
O00574	1	1.20.1070.10	InterPro_Gene3D
O00584	1	3.90.730.10	InterPro_Gene3D
O00585	1	2.40.50.40	InterPro_Gene3D
O00587	1	3.90.550.50	InterPro_Gene3D
O00590	1	1.20.1070.10	InterPro_Gene3D
O00591	3	1.20.58.390	InterPro_Gene3D
O00602	1	3.90.215.10	InterPro_Gene3D
O00622	2	2.10.70.10	InterPro_Gene3D
O00623	1	3.30.40.10	InterPro_Gene3D
O00624	3	1.20.1250.20	InterPro_Gene3D
O00625	3	2.60.120.10	InterPro_Gene3D
O00626	1	2.40.50.40	InterPro_Gene3D
O00628	1	2.130.10.10	InterPro_Gene3D
O00629	2	1.20.5.690	InterPro_Gene3D
O00634	4	2.10.25.10	InterPro_Gene3D
O00635	3	2.60.120.920	InterPro_Gene3D
O00716	2	1.10.10.10	InterPro_Gene3D
O00743	1	3.60.21.10	InterPro_Gene3D
O00744	1	3.30.2460.20	InterPro_Gene3D
O00746	1	3.30.70.141	CATH_pilot
O00748	1	3.40.50.1820	InterPro_Gene3D
O00750	7	1.10.1070.11	InterPro_Gene3D
O00754	6	1.20.1270.50	InterPro_Gene3D
O00755	1	3.30.2460.20	InterPro_Gene3D
O00757	2	3.30.540.10	InterPro_Gene3D
O00762	1	3.10.110.10	InterPro_Gene3D
O00763	8	2.40.460.10	CATH_pilot
O00764	1	3.40.1190.20	InterPro_Gene3D
O14492	3	2.30.29.30	InterPro_Gene3D
O14493	1	1.20.140.150	InterPro_Gene3D
O14494	1	1.20.144.10	InterPro_Gene3D
O14495	1	1.20.144.10	InterPro_Gene3D
O14497	3	1.10.150.60	InterPro_Gene3D
O14498	2	2.60.40.10	InterPro_Gene3D
O14503	2	4.10.280.10	InterPro_Gene3D
O14508	2	1.10.750.20	InterPro_Gene3D
O14511	2	2.10.25.10	InterPro_Gene3D
O14512	1	3.30.505.10	InterPro_Gene3D
O14514	9	1.20.1070.10	InterPro_Gene3D
O14519	1	6.10.140.1300	InterPro_Gene3D
O14520	1	1.20.1080.10	InterPro_Gene3D
O14521	1	1.20.1300.10	CATH_pilot
O14522	7	2.60.120.200	InterPro_Gene3D
O14525	1	2.10.25.10	InterPro_Gene3D
