accession	source	n_domains	top_superfamily	cath_class	datasets
P27105	CATH	2	3.30.479.30|6.10.250.2090		mito_bg
P27144	CATH	1	3.40.50.300		hsp60,matrix_bg,mito_bg
P27249	CATH	1	1.10.3210.10		groel
P27294	CATH	0			groel
P27305	CATH	1	3.40.50.620		groel
P27306	CATH	3	3.50.50.60|3.50.50.60|3.30.390.30		groel
P27338	CATH	4	3.50.50.60|3.90.660.10|1.10.405.10|6.10.250.130		mito_bg
P27695	CATH	1	3.60.10.10		matrix_bg,mito_bg
P28288	CATH	2	1.20.1560.10|3.40.50.300		mito_bg
P28330	CATH	3	1.10.540.10|2.40.110.10|1.20.140.10		mito_bg
P28331	CATH	4	3.10.20.740|3.30.70.20|3.30.200.210|3.40.50.740		hsp60,mito_bg
P28838	CATH	2	3.40.220.10|3.40.630.10		hsp60,matrix_bg,mito_bg
P29012	CATH	2	3.20.20.10|2.40.37.10		groel
P29368	CATH	2	3.40.50.1820|1.10.10.800		groel
P29680	CATH	1	3.20.20.210		groel
P29803	CATH	1	3.40.50.970		matrix_bg,mito_bg
P30038	CATH	2	3.40.605.10|3.40.309.10		matrix_bg,mito_bg
P30041	CATH	2	3.40.30.10|3.30.1020.10		mito_bg
P30042	CATH	0			matrix_bg,mito_bg
P30044	CATH	1	3.40.30.10		matrix_bg,mito_bg
P30048	CATH	1	3.40.30.10		hsp60,matrix_bg,mito_bg
P30049	CATH	2	2.60.15.10|1.20.5.440		hsp60,mito_bg
P30084	CATH	2	3.90.226.10|1.10.12.10		hsp60,matrix_bg,mito_bg
P30137	CATH	1	3.20.20.70		groel
P30139	CATH	1	3.20.20.70		groel
P30140	CATH	1	3.20.20.70		groel
P30177	CATH	2	1.20.970.10|3.40.1030.10		groel
P30405	CATH	1	2.40.100.10		hsp60,matrix_bg,mito_bg
P30536	CATH	1	1.20.1260.100		mito_bg
P30745	CATH	1	3.20.20.70		groel
P30837	CATH	2	3.40.605.10|3.40.309.10		hsp60,matrix_bg,mito_bg
P31040	CATH	4	3.50.50.60|3.90.700.10|1.20.58.100|4.10.80.40		hsp60,mito_bg
P31057	CATH	1	3.20.20.60		groel
P31327	CATH	9	3.50.30.20|3.40.50.880|3.40.50.20|3.30.470.20|1.10.1030.10|3.40.50.20|3.30.470.20|3.30.1490.20|3.40.50.1380		matrix_bg,mito_bg
P31666	CATH	1	3.20.20.370		groel
P31930	CATH	2	3.30.830.10|3.30.830.10		hsp60,mito_bg
P31937	CATH	2	3.40.50.720|1.10.1040.10		matrix_bg,mito_bg
P31979	CATH	4	6.10.250.1450|3.40.50.11540|3.10.20.600|1.20.1440.230		groel
P32119	CATH	1	3.40.30.10		mito_bg
P32322	CATH	2	3.40.50.720|1.10.3730.10		matrix_bg,mito_bg
P32677	CATH	2	1.10.10.60|1.10.10.60		groel
P32695	CATH	2	3.20.20.70|1.20.120.1460		groel
P33121	CATH	1	3.40.50.12780		mito_bg
P33232	CATH	1	3.20.20.70		groel
P33316	CATH	1	2.70.40.10		matrix_bg,mito_bg
P33371	CATH	2	3.20.20.70|1.20.225.30		groel
P33599	CATH	2	3.30.460.80|1.10.645.10		groel
P33667	CATH	1	3.40.250.10		groel
P33897	CATH	1	3.40.50.300		mito_bg
P34897	CATH	2	3.90.1150.10|3.40.640.10		hsp60,matrix_bg,mito_bg
P34913	CATH	3	3.40.50.1000|1.10.150.240|3.40.50.1820		mito_bg
P35218	CATH	1	3.10.200.10		matrix_bg,mito_bg
P35232	CATH	1	3.30.479.30		hsp60,mito_bg
P35270	CATH	1	3.40.50.720		mito_bg
P35914	CATH	1	3.20.20.70		matrix_bg,mito_bg
P36404	CATH	1	3.40.50.300		hsp60,mito_bg
P36542	CATH	2	1.10.287.80|3.40.1380.10		hsp60,mito_bg
P36548	CATH	1	3.40.630.40		groel
P36551	CATH	1	3.40.1500.10		hsp60,mito_bg
P36776	CATH	6	2.30.130.40|1.20.58.1480|1.20.5.5270|3.40.50.300|1.10.8.60|3.30.230.10		hsp60,matrix_bg,mito_bg
P36928	CATH	3	3.30.420.40|3.90.640.10|3.30.420.40		groel
P36957	CATH	2	2.40.50.100|3.30.559.10		hsp60,matrix_bg,mito_bg
P36969	CATH	1	3.40.30.10		mito_bg
P37326	CATH	3	3.30.160.390|1.10.150.130|1.10.443.10		groel
P37339	CATH	2	3.50.50.60|3.30.9.10		groel
P37685	CATH	2	3.40.605.10|3.40.309.10		groel
P37745	CATH	1	2.60.120.10		groel
P37765	CATH	2	3.10.290.10|3.30.2350.10		groel
P38104	CATH	2	3.30.390.10|3.20.20.120		groel
P38117	CATH	1	3.40.50.620		hsp60,matrix_bg,mito_bg
P38646	CATH	6	3.30.420.40|3.30.30.30|3.30.420.40|3.90.640.10|2.60.34.10|1.20.1270.10		matrix_bg,mito_bg
P39177	CATH	1	3.40.50.620		groel
P39210	CATH	0			mito_bg
P39406	CATH	2	3.40.50.150|3.40.50.150		groel
P39407	CATH	2	3.40.1090.10|3.40.1090.10		groel
P39408	CATH	1	3.20.20.140		groel
P40305	CATH	1	6.10.110.10		mito_bg
P40926	CATH	2	3.40.50.720|3.90.110.10		hsp60,matrix_bg,mito_bg
P40939	CATH	3	3.90.226.10|3.40.50.720|1.10.1040.50		hsp60,mito_bg
P41250	CATH	5	1.10.287.10|3.30.930.10|3.30.40.230|3.30.720.200|3.40.50.800		matrix_bg,mito_bg
P42126	CATH	2	3.90.226.10|6.10.250.170		hsp60,matrix_bg,mito_bg
P42574	CATH	1	3.40.50.1460		mito_bg
P42596	CATH	2	3.40.50.150|3.40.50.150		groel
P42704	CATH	4	1.25.40.10|1.25.40.10|1.25.40.10|1.25.40.10		hsp60,matrix_bg,mito_bg
P42765	CATH	2	3.40.47.10|3.40.47.10		hsp60,matrix_bg,mito_bg
P43155	CATH	2	3.30.559.10|3.30.559.70		mito_bg
P43304	CATH	4	3.50.50.60|3.30.9.10|1.10.8.870|1.10.238.10		mito_bg
P43329	CATH	3	3.40.50.300|3.40.50.300|1.20.120.1080		groel
P43897	CATH	3	1.10.8.10|3.30.479.20|3.30.479.20		hsp60,matrix_bg,mito_bg
P45577	CATH	1	1.10.1710.10		groel
P45578	CATH	1	3.30.1360.80		groel
P45880	CATH	1	2.40.160.10		mito_bg
P45954	CATH	3	1.10.540.10|2.40.110.10|1.20.140.10		matrix_bg,mito_bg
P46199	CATH	4	3.40.50.300|2.40.30.10|3.40.50.10050|2.40.30.10		matrix_bg,mito_bg
P47985	CATH	3	2.10.210.10|1.20.5.270|2.102.10.10		hsp60,mito_bg
P48047	CATH	1	1.10.520.20		hsp60,mito_bg
P48201	CATH	1	1.20.20.10		mito_bg
P48728	CATH	4	3.30.1360.120|3.30.70.1400|4.10.1250.10|2.40.30.110		matrix_bg,mito_bg
P48735	CATH	1	3.40.718.10		hsp60,matrix_bg,mito_bg
P49189	CATH	2	3.40.605.10|3.40.309.10		hsp60,matrix_bg,mito_bg
P49247	CATH	2	3.40.50.1360|3.30.70.260		matrix_bg,mito_bg
P49327	CATH	10	3.40.47.10|3.30.70.3290|3.40.366.10|3.10.129.110|3.40.50.150|3.40.50.720|3.90.180.10|1.10.1200.10|3.40.50.1820|3.40.50.1820		mito_bg
P49406	CATH	1	2.30.30.790		hsp60,matrix_bg,mito_bg
P49411	CATH	3	3.40.50.300|2.40.30.10|2.40.30.10		hsp60,matrix_bg,mito_bg
P49419	CATH	2	3.40.605.10|3.40.309.10		hsp60,matrix_bg,mito_bg
P49448	CATH	3	1.10.287.140|3.40.50.10860|3.40.50.720		matrix_bg,mito_bg
P49590	CATH	2	3.30.930.10|3.40.50.800		hsp60,matrix_bg,mito_bg
P49675	CATH	1	3.30.530.20		mito_bg
P49748	CATH	4	1.10.540.10|2.40.110.10|1.20.140.10|1.20.140.10		hsp60,mito_bg
P49753	CATH	2	2.60.40.2240|3.40.50.1820		matrix_bg,mito_bg
P49773	CATH	1	3.30.428.10		mito_bg
P49789	CATH	1	3.30.428.10		matrix_bg,mito_bg
P49821	CATH	3	3.40.50.11540|3.10.20.600|1.20.1440.230		hsp60,mito_bg
P49914	CATH	1	3.40.50.10420		matrix_bg,mito_bg
P49916	CATH	6	3.30.1740.10|1.10.3260.10|3.30.1490.70|3.30.470.30|2.40.50.140|3.40.50.10190		matrix_bg,mito_bg
P50213	CATH	1	3.40.718.10		hsp60,matrix_bg,mito_bg
P50336	CATH	1	3.50.50.60		hsp60,mito_bg
P50416	CATH	3	6.10.250.1760|3.30.559.10|3.30.559.70		mito_bg
P50440	CATH	1	3.75.10.10		matrix_bg,mito_bg
P50583	CATH	1	3.90.79.10		matrix_bg,mito_bg
P51398	CATH	0			hsp60,matrix_bg,mito_bg
P51530	CATH	3	3.90.320.10|3.40.50.300|3.40.50.300		matrix_bg,mito_bg
P51553	CATH	1	3.40.718.10		hsp60,matrix_bg,mito_bg
P51648	CATH	2	3.40.605.10|3.40.309.10		mito_bg
P51649	CATH	2	3.40.605.10|3.40.309.10		hsp60,matrix_bg,mito_bg
P51659	CATH	5	3.40.50.720|1.10.287.4290|3.10.129.10|3.10.129.10|3.30.1050.10		mito_bg
P51687	CATH	3	3.10.120.10|3.90.420.10|2.60.40.650		mito_bg
P51970	CATH	0			hsp60,mito_bg
P52758	CATH	1	3.30.1330.40		matrix_bg,mito_bg
P52815	CATH	2	1.20.5.710|3.30.1390.10		matrix_bg,mito_bg
P53007	CATH	1	1.50.40.10		mito_bg
P53370	CATH	3	3.40.630.30|3.90.79.10|4.10.80.100		matrix_bg,mito_bg
P53396	CATH	5	3.30.470.110|3.40.50.261|3.40.50.720|3.40.50.261|1.10.230.10		matrix_bg,mito_bg
P53597	CATH	2	3.40.50.720|3.40.50.261		hsp60,matrix_bg,mito_bg
P53701	CATH	0			mito_bg
P54098	CATH	5	3.30.420.390|3.30.420.390|1.20.5.3960|3.30.70.370|1.10.150.20		hsp60,matrix_bg,mito_bg
P54819	CATH	1	3.40.50.300		hsp60,mito_bg
P54868	CATH	1	3.40.47.10		matrix_bg,mito_bg
P54886	CATH	3	3.40.1160.10|3.40.605.10|3.40.309.10		hsp60,matrix_bg,mito_bg
P55084	CATH	1	3.40.47.10		hsp60,mito_bg
P55211	CATH	2	1.10.533.10|3.40.50.1460		mito_bg
P55789	CATH	1	1.20.120.310		mito_bg
P55809	CATH	2	3.40.1080.10|3.40.1080.10		matrix_bg,mito_bg
P55851	CATH	1	1.50.40.10		mito_bg
P55916	CATH	1	1.50.40.10		mito_bg
P55957	CATH	1	1.10.437.10		mito_bg
P56134	CATH	0			mito_bg
P56181	CATH	0			mito_bg
P56277	CATH	1	1.10.287.1130		mito_bg
P56378	CATH	0			mito_bg
P56381	CATH	1	1.10.1620.20		mito_bg
P56385	CATH	0			mito_bg
P56556	CATH	0			hsp60,mito_bg
P56962	CATH	1	1.20.5.110		mito_bg
P57105	CATH	1	2.30.42.10		mito_bg
P58557	CATH	1	3.40.390.30		matrix_bg,mito_bg
P59942	CATH	0			mito_bg
P60602	CATH	0			mito_bg
P60716	CATH	1	3.20.20.70		groel
P61517	CATH	1	3.40.1050.10		groel
P61604	CATH	1	2.30.33.40		matrix_bg,mito_bg
P62072	CATH	1	1.10.287.810		mito_bg
P62244	CATH	2	3.30.1370.30|3.30.1490.10		hsp60
P62269	CATH	2	1.10.8.50|4.10.910.10		hsp60
P62593	CATH	1	3.40.710.10		groel
P62707	CATH	1	3.40.50.1240		groel
P63020	CATH	2	2.60.300.12|3.30.300.130		groel
P64530	CATH	1	1.20.58.1000		groel
P64588	CATH	1	1.10.10.10		groel
P68767	CATH	2	3.40.220.10|3.40.630.10		groel
P69408	CATH	2	3.40.50.2300|1.10.10.10		groel
P69776	CATH	1	1.20.5.190		groel
P69783	CATH	1	2.70.70.10		groel
P69908	CATH	3	4.10.280.50|3.40.640.10|3.90.1150.160		groel
P75736	CATH	1	3.40.50.1820		groel
P75821	CATH	1	3.40.50.720		groel
P75823	CATH	2	3.40.640.10|3.90.1150.10		groel
P75849	CATH	1	3.60.15.10		groel
P75864	CATH	4	3.30.2130.30|3.40.50.150|3.30.750.80|3.40.50.150		groel
P75949	CATH	1	3.20.20.300		groel
P76071	CATH	0			groel
P76085	CATH	2	3.40.50.12780|3.30.300.30		groel
P76104	CATH	0			groel
P76116	CATH	1	2.130.10.10		groel
P76143	CATH	1	3.20.20.70		groel
P76187	CATH	1	3.20.20.100		groel
P76250	CATH	2	1.10.10.10|3.40.190.290		groel
P76344	CATH	1	2.40.128.20		groel
P76550	CATH	1	1.10.260.40		groel
P77333	CATH	2	1.10.10.10|3.40.190.290		groel
P77395	CATH	3	3.40.30.10|1.25.40.10|1.25.40.10		groel
P77444	CATH	2	3.90.1150.10|3.40.640.10		groel
P77475	CATH	2	3.40.50.1000|1.10.150.240		groel
P77581	CATH	2	3.90.1150.10|3.40.640.10		groel
P77730	CATH	3	1.10.10.10|3.90.1150.10|3.40.640.10		groel
P77735	CATH	1	3.20.20.100		groel
P77739	CATH	2	3.30.200.20|3.90.1200.10		groel
P78537	CATH	0			mito_bg
P78540	CATH	1	3.40.800.10		matrix_bg,mito_bg
P78549	CATH	2	1.10.340.30|1.10.1670.10		mito_bg
P80404	CATH	2	3.90.1150.10|3.40.640.10		matrix_bg,mito_bg
P82650	CATH	0			hsp60,matrix_bg,mito_bg
P82663	CATH	1	3.40.30.10		hsp60,matrix_bg,mito_bg
P82664	CATH	1	3.30.70.600		matrix_bg,mito_bg
P82673	CATH	0			hsp60,matrix_bg,mito_bg
P82675	CATH	2	3.30.160.20|3.30.230.10		hsp60,matrix_bg,mito_bg
P82909	CATH	0			hsp60,matrix_bg,mito_bg
P82912	CATH	1	3.30.420.80		matrix_bg,mito_bg
P82914	CATH	1	1.10.287.10		hsp60,matrix_bg,mito_bg
P82921	CATH	1	1.20.5.1150		matrix_bg,mito_bg
P82930	CATH	0			hsp60,matrix_bg,mito_bg
P82932	CATH	1	3.30.70.60		hsp60,matrix_bg,mito_bg
P82933	CATH	1	3.30.230.10		hsp60,matrix_bg,mito_bg
P83111	CATH	2	3.40.710.10|3.40.710.10		mito_bg
P84085	CATH	1	3.40.50.300		mito_bg
P86397	CATH	1	3.10.129.10		matrix_bg,mito_bg
P99999	CATH	1	1.10.760.10		mito_bg
Q00059	CATH	2	1.10.30.10|1.10.30.10		matrix_bg,mito_bg
Q00325	CATH	1	1.50.40.10		mito_bg
Q02127	CATH	1	3.20.20.70		mito_bg
Q02218	CATH	4	1.10.287.1150|3.40.50.970|3.40.50.12470|3.40.50.11610		hsp60,matrix_bg,mito_bg
Q02221	CATH	1	4.10.95.10		mito_bg
Q02252	CATH	2	3.40.605.10|3.40.309.10		mito_bg
Q02318	CATH	1	1.10.630.10		mito_bg
Q02338	CATH	1	3.40.50.720		mito_bg
Q02978	CATH	1	1.50.40.10		mito_bg
Q04837	CATH	1	2.40.50.140		hsp60,matrix_bg,mito_bg
Q05932	CATH	2	3.40.1190.10|3.90.190.20		matrix_bg,mito_bg
Q06055	CATH	1	1.20.20.10		mito_bg
Q07021	CATH	1	3.10.280.10		hsp60,matrix_bg,mito_bg
Q07812	CATH	1	1.10.437.10		mito_bg
Q07817	CATH	1	1.10.437.10		mito_bg
Q07820	CATH	1	1.10.437.10		mito_bg
Q07973	CATH	1	1.10.630.10		mito_bg
Q08257	CATH	2	3.90.180.10|3.40.50.720		matrix_bg,mito_bg
Q08426	CATH	3	3.90.226.10|3.40.50.720|1.10.1040.50		mito_bg
Q08AE8	CATH	1	1.10.510.10		mito_bg
Q08AH1	CATH	2	3.40.50.12780|3.30.300.30		matrix_bg,mito_bg
Q08AH3	CATH	2	3.40.50.12780|3.30.300.30		matrix_bg,mito_bg
Q08J23	CATH	1	3.40.50.150		matrix_bg,mito_bg
Q09013	CATH	3	3.30.200.20|1.10.510.10|1.20.5.340		mito_bg
Q10713	CATH	2	3.30.830.10|3.30.830.10		hsp60,matrix_bg,mito_bg
Q12849	CATH	3	3.30.70.330|3.30.70.330|3.30.70.330		hsp60,matrix_bg,mito_bg
Q12887	CATH	1	1.10.357.140		mito_bg
Q12931	CATH	4	3.30.565.10|3.30.230.80|3.40.50.11260|1.20.120.790		matrix_bg,mito_bg
Q12983	CATH	1	6.10.250.1020		mito_bg
Q13011	CATH	2	3.90.226.10|1.10.12.10		hsp60,matrix_bg,mito_bg
Q13057	CATH	2	3.40.50.620|3.40.50.300		matrix_bg,mito_bg
Q13084	CATH	1	2.30.170.40		matrix_bg,mito_bg
Q13085	CATH	8	3.40.50.20|3.90.1770.10|3.30.1490.20|3.30.470.20|2.40.50.100|3.90.226.10|2.40.460.10|3.90.226.10		matrix_bg,mito_bg
Q13162	CATH	1	3.40.30.10		hsp60,mito_bg
Q13232	CATH	1	3.30.70.141		mito_bg
Q13268	CATH	1	3.40.50.720		matrix_bg,mito_bg
Q13323	CATH	0			mito_bg
Q13405	CATH	1	3.30.780.10		hsp60,matrix_bg,mito_bg
Q13423	CATH	3	3.40.50.720|3.40.50.720|3.40.50.1220		mito_bg
Q13472	CATH	5	3.40.50.140|1.10.460.10|2.70.20.10|1.10.290.10|3.30.65.10		matrix_bg,mito_bg
Q13505	CATH	1	1.20.1050.10		mito_bg
Q13686	CATH	1	2.60.120.590		matrix_bg,mito_bg
Q13794	CATH	0			mito_bg
Q13825	CATH	2	3.90.226.10|1.10.12.10		matrix_bg,mito_bg
Q13907	CATH	1	3.90.79.10		matrix_bg,mito_bg
Q14061	CATH	1	1.10.287.1130		mito_bg
Q14154	CATH	1	1.25.40.10		mito_bg
Q14197	CATH	1	3.30.160.20		hsp60,matrix_bg,mito_bg
Q14249	CATH	1	3.40.570.10		mito_bg
Q14296	CATH	0			mito_bg
Q14318	CATH	2	3.10.50.40|1.25.40.10		mito_bg
Q14596	CATH	4	3.10.20.90|3.30.60.90|2.60.40.10|1.10.8.10		mito_bg
Q14790	CATH	3	1.10.533.10|1.10.533.10|3.40.50.1460		mito_bg
Q14CZ7	CATH	0			matrix_bg,mito_bg
Q15031	CATH	4	1.10.730.10|3.40.50.620|3.40.50.620|1.10.730.10		matrix_bg,mito_bg
Q15046	CATH	2	2.40.50.140|3.30.930.10		matrix_bg,mito_bg
Q15070	CATH	0			mito_bg
Q15118	CATH	2	1.20.140.20|3.30.565.10		hsp60,matrix_bg,mito_bg
Q15119	CATH	2	1.20.140.20|3.30.565.10		hsp60,matrix_bg,mito_bg
Q15120	CATH	2	1.20.140.20|3.30.565.10		hsp60,matrix_bg,mito_bg
Q15388	CATH	1	1.20.960.10		mito_bg
Q15390	CATH	0			mito_bg
Q15526	CATH	0			mito_bg
Q15785	CATH	2	1.25.40.10|1.25.40.10		mito_bg
Q16134	CATH	3	3.50.50.60|3.30.9.90|3.30.70.20		mito_bg
Q16526	CATH	4	3.40.50.620|1.25.40.80|1.25.40.80|1.10.579.10		mito_bg
Q16540	CATH	1	3.30.70.330		hsp60,matrix_bg,mito_bg
Q16548	CATH	1	1.10.437.10		mito_bg
Q16595	CATH	1	3.30.920.10		matrix_bg,mito_bg
Q16611	CATH	1	1.10.437.10		mito_bg
Q16635	CATH	0			mito_bg
Q16654	CATH	2	1.20.140.20|3.30.565.10		mito_bg
Q16698	CATH	1	3.40.50.720		matrix_bg,mito_bg
Q16718	CATH	0			mito_bg
Q16740	CATH	1	3.90.226.10		hsp60,matrix_bg,mito_bg
Q16762	CATH	2	3.40.250.10|3.40.250.10		hsp60,matrix_bg,mito_bg
Q16774	CATH	1	3.40.50.300		matrix_bg,mito_bg
Q16775	CATH	1	3.60.15.10		hsp60,matrix_bg,mito_bg
Q16795	CATH	1	3.40.50.720		hsp60,mito_bg
Q16798	CATH	2	3.40.50.10380|3.40.50.720		matrix_bg,mito_bg
Q16822	CATH	3	3.40.449.10|2.170.8.10|3.90.228.20		hsp60,matrix_bg,mito_bg
Q16836	CATH	2	3.40.50.720|1.10.1040.10		hsp60,matrix_bg,mito_bg
Q16854	CATH	1	3.40.50.300		matrix_bg,mito_bg
Q16881	CATH	4	3.40.30.10|3.50.50.60|3.50.50.60|3.30.390.30		mito_bg
Q16891	CATH	0			mito_bg
Q2M3C7	CATH	0			mito_bg
Q2QL34	CATH	0			mito_bg
Q2VYF4	CATH	0			mito_bg
Q32NB8	CATH	2	3.30.870.10|3.30.870.10		mito_bg
Q32P41	CATH	2	3.30.300.110|3.40.50.150		matrix_bg,mito_bg
Q330K2	CATH	1	1.10.600.10		mito_bg
Q3KQZ1	CATH	1	1.50.40.10		mito_bg
Q3MIX3	CATH	0			mito_bg
Q3SXM5	CATH	1	3.40.50.720		mito_bg
Q3SY17	CATH	1	1.50.40.10		mito_bg
Q3SY69	CATH	5	3.40.50.170|3.10.25.10|1.10.1200.10|3.40.605.10|3.40.309.10		matrix_bg,mito_bg
Q3ZCQ8	CATH	1	3.40.50.1000		mito_bg
Q46851	CATH	1	3.20.20.100		groel
Q49AM1	CATH	1	1.25.70.10		matrix_bg,mito_bg
Q49B96	CATH	0			mito_bg
Q4G0I0	CATH	0			mito_bg
Q4G0N4	CATH	2	3.40.50.10330|2.60.200.30		hsp60,matrix_bg,mito_bg
Q4G176	CATH	2	3.40.50.12780|3.30.300.30		hsp60,matrix_bg,mito_bg
Q4J6C6	CATH	2	3.40.50.1820|2.130.10.120		matrix_bg,mito_bg
Q4U2R6	CATH	0			matrix_bg,mito_bg
Q4VC31	CATH	0			mito_bg
Q53FZ2	CATH	2	3.40.50.12780|3.30.300.30		matrix_bg,mito_bg
Q53H12	CATH	1	3.40.50.10330		mito_bg
Q53H82	CATH	2	3.60.15.10|1.10.10.10		matrix_bg,mito_bg
Q53R41	CATH	0			matrix_bg,mito_bg
Q53S33	CATH	1	3.30.300.90		matrix_bg,mito_bg
Q53S58	CATH	0			mito_bg
Q567V2	CATH	0			mito_bg
Q56VL3	CATH	0			mito_bg
Q5BKU9	CATH	0			mito_bg
Q5EBM0	CATH	1	3.40.50.300		matrix_bg,mito_bg
Q5H9E4	CATH	1	1.50.40.10		mito_bg
Q5HYI7	CATH	0			mito_bg
Q5HYK3	CATH	1	3.40.50.150		mito_bg
Q5JPH6	CATH	2	3.40.50.620|1.10.10.350		hsp60,matrix_bg,mito_bg
Q5JRX3	CATH	4	3.30.830.10|3.30.830.10|3.30.830.10|3.30.830.10		hsp60,matrix_bg,mito_bg
Q5JTJ3	CATH	1	1.10.10.140		mito_bg
Q5JTZ9	CATH	4	3.30.930.10|2.40.30.130|3.30.980.10|3.10.310.40		hsp60,matrix_bg,mito_bg
Q5RI15	CATH	0			mito_bg
Q5SQH8	CATH	0			matrix_bg,mito_bg
Q5ST30	CATH	5	3.40.50.620|3.90.740.10|3.90.740.10|3.40.50.620|1.10.730.10		matrix_bg,mito_bg
Q5SVS4	CATH	1	1.50.40.10		mito_bg
Q5SXM8	CATH	0			matrix_bg,mito_bg
Q5T160	CATH	3	3.30.1360.70|3.40.50.620|1.10.730.10		matrix_bg,mito_bg
Q5T1C6	CATH	1	3.10.129.10		mito_bg
Q5T2R2	CATH	1	1.10.600.10		mito_bg
Q5T440	CATH	1	3.30.1360.120		hsp60,matrix_bg,mito_bg
Q5T653	CATH	2	2.40.50.140|2.30.30.30		matrix_bg,mito_bg
Q5T9A4	CATH	1	3.40.50.300		hsp60,mito_bg
Q5TC12	CATH	0			matrix_bg,mito_bg
Q5TEU4	CATH	1	3.40.50.150		mito_bg
Q5TGZ0	CATH	0			mito_bg
Q5THJ4	CATH	1	1.10.8.10		mito_bg
Q5U5X0	CATH	0			hsp60,matrix_bg,mito_bg
Q5VT66	CATH	0			mito_bg
Q5VTE6	CATH	1	3.60.10.10		matrix_bg,mito_bg
Q5VUM1	CATH	0			matrix_bg,mito_bg
Q5VWZ2	CATH	1	3.40.50.1820		mito_bg
Q5XKP0	CATH	0			mito_bg
Q68CK6	CATH	2	3.40.50.12780|3.30.300.30		matrix_bg,mito_bg
Q6DKK2	CATH	1	1.25.40.10		mito_bg
Q6IAN0	CATH	1	3.40.50.720		mito_bg
Q6IB77	CATH	1	3.40.630.30		matrix_bg,mito_bg
Q6IN84	CATH	2	3.30.1330.30|3.40.1280.10		matrix_bg,mito_bg
Q6IPR1	CATH	0			matrix_bg,mito_bg
Q6J4K2	CATH	2	1.20.1420.30|1.20.1420.30		mito_bg
Q6JQN1	CATH	7	3.40.50.1000|1.10.150.240|3.30.200.20|3.90.1200.10|1.10.540.10|2.40.110.10|1.20.140.10		matrix_bg,mito_bg
Q6KCM7	CATH	3	1.10.238.10|1.10.238.10|1.50.40.10		mito_bg
Q6L8Q7	CATH	1	3.60.10.10		matrix_bg,mito_bg
Q6NUI2	CATH	0			mito_bg
Q6NUK1	CATH	3	1.10.238.10|1.10.238.10|1.50.40.10		mito_bg
Q6NUN0	CATH	2	3.40.50.12780|3.30.300.30		matrix_bg,mito_bg
Q6NVY1	CATH	1	3.90.226.10		hsp60,matrix_bg,mito_bg
Q6P087	CATH	1	3.30.2350.10		hsp60,matrix_bg,mito_bg
Q6P161	CATH	0			matrix_bg,mito_bg
Q6P1L8	CATH	1	2.40.150.20		hsp60,matrix_bg,mito_bg
Q6P1Q0	CATH	0			mito_bg
Q6P1S2	CATH	1	2.40.50.90		matrix_bg,mito_bg
Q6P1X6	CATH	0			matrix_bg,mito_bg
Q6P444	CATH	0			mito_bg
Q6P4A7	CATH	0			mito_bg
Q6P4F2	CATH	1	3.10.20.30		matrix_bg,mito_bg
Q6P4H8	CATH	1	3.40.50.150		mito_bg
Q6P587	CATH	1	3.90.850.10		hsp60,matrix_bg,mito_bg
Q6PI48	CATH	3	2.40.50.140|3.30.930.10|3.30.1360.30		hsp60,matrix_bg,mito_bg
Q6PI78	CATH	0			mito_bg
Q6PIV7	CATH	1	1.50.40.10		mito_bg
Q6PML9	CATH	2	3.90.530.10|1.20.1510.10		mito_bg
Q6Q0C1	CATH	2	1.50.40.10|1.50.40.10		mito_bg
Q6UB28	CATH	1	3.90.230.10		matrix_bg,mito_bg
Q6UB35	CATH	6	3.40.50.10860|3.40.50.720|3.40.50.300|1.10.8.770|3.40.50.300|3.10.410.10		hsp60,matrix_bg,mito_bg
Q6UW68	CATH	0			mito_bg
Q6UW78	CATH	0			mito_bg
Q6UWS5	CATH	0			mito_bg
Q6UXN7	CATH	1	1.20.960.10		mito_bg
Q6UXV4	CATH	0			mito_bg
Q6YFQ2	CATH	1	1.10.10.140		mito_bg
Q6YN16	CATH	2	3.40.50.720|3.30.1050.10		matrix_bg,mito_bg
Q6YP21	CATH	2	3.90.1150.10|3.40.640.10		matrix_bg,mito_bg
Q6ZT89	CATH	1	1.50.40.10		mito_bg
Q709F0	CATH	5	3.30.200.20|3.90.1200.10|1.10.540.10|2.40.110.10|1.20.140.10		mito_bg
Q70CQ3	CATH	1	3.90.70.10		mito_bg
Q70HW3	CATH	1	1.50.40.10		mito_bg
Q7KZF4	CATH	6	2.40.50.90|2.40.50.90|2.40.50.90|2.40.50.90|2.40.50.90|2.30.30.140		mito_bg
Q7KZN9	CATH	0			mito_bg
Q7L0Y3	CATH	1	3.40.1280.30		matrix_bg,mito_bg
Q7L2E3	CATH	5	3.30.160.20|3.30.160.20|3.40.50.300|3.40.50.300|1.20.120.1080		hsp60,matrix_bg,mito_bg
Q7L311	CATH	1	1.25.10.10		mito_bg
Q7L3T8	CATH	2	3.30.930.10|3.40.50.800		matrix_bg,mito_bg
Q7L3V2	CATH	0			mito_bg
Q7L4E1	CATH	0			mito_bg
Q7L4S7	CATH	0			mito_bg
Q7L592	CATH	1	3.40.50.12710		hsp60,mito_bg
Q7L8L6	CATH	0			hsp60,matrix_bg,mito_bg
Q7Z2W9	CATH	0			matrix_bg,mito_bg
