uniprot_accession	cluster_id	cluster_representative	cluster_size	organism	dataset_labels
A0A494BZU4	4138	A0A494BZU4	1	unknown	background
A0A494C030	4139	A0A494C030	1	unknown	background
A0A494C071	4140	A0A494C071	1	unknown	background
A0A494C086	44	A6NNV3	21	unknown	background
A0A494C0I6	4141	A0A494C0I6	1	unknown	background
A0A494C0N9	1868	A0A494C0Y3	2	unknown	background
A0A494C0Y3	1868	A0A494C0Y3	2	unknown	background
A0A494C0Z2	44	A6NNV3	21	unknown	background
A0A494C103	4142	A0A494C103	1	unknown	background
A0A494C176	4143	A0A494C176	1	unknown	background
A0A494C191	44	A6NNV3	21	unknown	background
A0A494C1I1	4144	A0A494C1I1	1	unknown	background
A0A494C1R9	105	Q9H0U9	15	unknown	background
A0A499FJF3	2971	Q3KRB8	2	unknown	background
A0A539	13	A0A0K0K1B3	52	unknown	background
A0A576	13	A0A0K0K1B3	52	unknown	background
A0A577	13	A0A0K0K1B3	52	unknown	background
A0A578	13	A0A0K0K1B3	52	unknown	background
A0A584	13	A0A0K0K1B3	52	unknown	background
A0A589	13	A0A0K0K1B3	52	unknown	background
A0A590UJ96	4145	A0A590UJ96	1	unknown	background
A0A590UK24	4146	A0A590UK24	1	unknown	background
A0A590UK83	4147	A0A590UK83	1	unknown	background
A0A597	13	A0A0K0K1B3	52	unknown	background
A0A599	13	A0A0K0K1B3	52	unknown	background
A0A5A2	13	A0A0K0K1B3	52	unknown	background
A0A5A6	13	A0A0K0K1B3	52	unknown	background
A0A5B0	13	A0A0K0K1B3	52	unknown	background
A0A5B6	13	A0A0K0K1B3	52	unknown	background
A0A5B7	5	P01715	92	unknown	background
A0A5B9	1192	P01850	3	unknown	background
A0A5F9Z9Y6	24	A0A376A8Z9	27	unknown	background
A0A5F9ZGZ6	4148	A0A5F9ZGZ6	1	unknown	background
A0A5F9ZH02	4149	A0A5F9ZH02	1	unknown	background
A0A5F9ZH88	24	A0A376A8Z9	27	unknown	background
A0A5F9ZHS0	4150	A0A5F9ZHS0	1	unknown	background
A0A5F9ZHS7	4151	A0A5F9ZHS7	1	unknown	background
A0A5K1VDZ0	24	A0A376A8Z9	27	unknown	background
A0A669KAW2	4152	A0A669KAW2	1	unknown	background
A0A669KB60	4153	A0A669KB60	1	unknown	background
A0A6I8PU40	4154	A0A6I8PU40	1	unknown	background
A0A6Q8PFC9	4155	A0A6Q8PFC9	1	unknown	background
A0A6Q8PFD8	4156	A0A6Q8PFD8	1	unknown	background
A0A6Q8PFQ6	4157	A0A6Q8PFQ6	1	unknown	background
A0A6Q8PGL7	4158	A0A6Q8PGL7	1	unknown	background
A0A6Q8PGS0	4159	A0A6Q8PGS0	1	unknown	background
A0A6Q8PGZ7	4160	A0A6Q8PGZ7	1	unknown	background
A0A6Q8PH20	2448	P20810	2	unknown	background
A0A6Q8PHA8	4161	A0A6Q8PHA8	1	unknown	background
A0A6Q8PHR7	4162	A0A6Q8PHR7	1	unknown	background
A0A6Q8PHS2	4163	A0A6Q8PHS2	1	unknown	background
A0A7I2V2S6	4164	A0A7I2V2S6	1	unknown	background
A0A7I2V3R4	4165	A0A7I2V3R4	1	unknown	background
A0A7I2V4U8	4166	A0A7I2V4U8	1	unknown	background
A0A7I2V6D3	4167	A0A7I2V6D3	1	unknown	background
A0A7L8Y648	4168	A0A7L8Y648	1	unknown	background
A0A7P0TAN4	2	A6NM28	207	unknown	background
A0A7P0TBJ1	1869	A0A7P0TBJ1	2	unknown	background
A0A804HI29	4169	A0A804HI29	1	unknown	background
A0A804HIB5	4170	A0A804HIB5	1	unknown	background
A0A804HID5	4171	A0A804HID5	1	unknown	background
A0A804HJP8	4172	A0A804HJP8	1	unknown	background
A0A804HLA8	709	Q9UK08	5	unknown	background
A0A8I5KQE6	2188	P08865	2	unknown	background
A0A8I5KTY6	2	A6NM28	207	unknown	background
A0A8I5KW96	377	P00568	7	unknown	background
A0A8I5KXM2	4173	A0A8I5KXM2	1	unknown	background
A0A8I5KY20	4174	A0A8I5KY20	1	unknown	background
A0A8I5KYS1	4175	A0A8I5KYS1	1	unknown	background
A0A8I5KYW3	4176	A0A8I5KYW3	1	unknown	background
A0A8I5QJS6	4177	A0A8I5QJS6	1	unknown	background
A0A8I5QJV6	4178	A0A8I5QJV6	1	unknown	background
A0A8I5QKQ9	4179	A0A8I5QKQ9	1	unknown	background
A0A8I5QKY2	4180	A0A8I5QKY2	1	unknown	background
A0A8Q3SIZ7	4181	A0A8Q3SIZ7	1	unknown	background
A0A8Q3WKH5	1867	A0A3B3IU63	2	unknown	background
A0A8Q3WLD3	4182	A0A8Q3WLD3	1	unknown	background
A0A8V8TII8	4183	A0A8V8TII8	1	unknown	background
A0A8V8TLL3	4184	A0A8V8TLL3	1	unknown	background
A0A8V8TLY5	4185	A0A8V8TLY5	1	unknown	background
A0A8V8TMC4	538	A0A8V8TMC4	5	unknown	background
A0A8V8TNB9	4186	A0A8V8TNB9	1	unknown	background
A0A8V8TND5	4187	A0A8V8TND5	1	unknown	background
A0A8V8TNH8	34	A8MWA6	23	unknown	background
A0A8V8TPC4	4188	A0A8V8TPC4	1	unknown	background
A0A8V8TPE2	34	A8MWA6	23	unknown	background
A0A8V8TPP0	4189	A0A8V8TPP0	1	unknown	background
A0A8V8TPW1	4190	A0A8V8TPW1	1	unknown	background
A0A8V8TPW5	4191	A0A8V8TPW5	1	unknown	background
A0A994J3T1	4192	A0A994J3T1	1	unknown	background
A0A994J5G1	4193	A0A994J5G1	1	unknown	background
A0A9L9P0W8	4194	A0A9L9P0W8	1	unknown	background
A0A9L9PXP3	4195	A0A9L9PXP3	1	unknown	background
A0A9L9PXS7	4196	A0A9L9PXS7	1	unknown	background
A0A9L9PY30	4197	A0A9L9PY30	1	unknown	background
A0A9L9PY38	4198	A0A9L9PY38	1	unknown	background
A0A9L9PY65	4199	A0A9L9PY65	1	unknown	background
A0A9L9PY68	4200	A0A9L9PY68	1	unknown	background
A0AA34QVV6	4201	A0AA34QVV6	1	unknown	background
A0AA34QW00	4202	A0AA34QW00	1	unknown	background
A0AAG2SUK6	2932	Q16540	2	unknown	background
A0AAG2SUX2	4203	A0AAG2SUX2	1	unknown	background
A0AAG2SVG9	102	Q86YR6	15	unknown	background
A0AAG2SVT6	6	P0DTE2	80	unknown	background
A0AAG2SWI5	539	A0AAG2SWI5	5	unknown	background
A0AAG2SWP8	4204	A0AAG2SWP8	1	unknown	background
A0AAG2SWV4	87	Q99884	16	unknown	background
A0AAG2SXN7	1812	Q9UF12	3	unknown	background
A0AAG2SXZ4	6	P0DTE2	80	unknown	background
A0AAG2SYH1	4205	A0AAG2SYH1	1	unknown	background
A0AAG2T1P6	2973	Q3SYA9	2	unknown	background
A0AAG2T1W8	1872	A0AAG2TUP4	2	unknown	background
A0AAG2T2C3	4206	A0AAG2T2C3	1	unknown	background
A0AAG2TCD0	4207	A0AAG2TCD0	1	unknown	background
A0AAG2TCG9	3339	Q8ND77	2	unknown	background
A0AAG2TG10	4208	A0AAG2TG10	1	unknown	background
A0AAG2TJA1	1870	A0AAG2TJA1	2	unknown	background
A0AAG2TTM8	4209	A0AAG2TTM8	1	unknown	background
A0AAG2TTP8	2717	P62241	2	unknown	background
A0AAG2TTZ7	4210	A0AAG2TTZ7	1	unknown	background
A0AAG2TU05	6	P0DTE2	80	unknown	background
A0AAG2TU48	1873	A0AAG2TUS7	2	unknown	background
A0AAG2TU59	4211	A0AAG2TU59	1	unknown	background
A0AAG2TU67	1874	A0AAG2TV42	2	unknown	background
A0AAG2TU83	4212	A0AAG2TU83	1	unknown	background
A0AAG2TU99	4213	A0AAG2TU99	1	unknown	background
A0AAG2TUC4	4214	A0AAG2TUC4	1	unknown	background
A0AAG2TUN3	1871	A0AAG2TUN3	2	unknown	background
A0AAG2TUP4	1872	A0AAG2TUP4	2	unknown	background
A0AAG2TUQ4	4215	A0AAG2TUQ4	1	unknown	background
A0AAG2TUQ9	4216	A0AAG2TUQ9	1	unknown	background
A0AAG2TUS7	1873	A0AAG2TUS7	2	unknown	background
A0AAG2TUV1	4217	A0AAG2TUV1	1	unknown	background
A0AAG2TV02	6	P0DTE2	80	unknown	background
A0AAG2TV42	1874	A0AAG2TV42	2	unknown	background
A0AAG2TV48	4218	A0AAG2TV48	1	unknown	background
A0AAG2TV71	4219	A0AAG2TV71	1	unknown	background
A0AAG2TVC3	4220	A0AAG2TVC3	1	unknown	background
A0AAG2TVE0	6	P0DTE2	80	unknown	background
A0AAG2TVH3	4221	A0AAG2TVH3	1	unknown	background
A0AAG2TVH8	4222	A0AAG2TVH8	1	unknown	background
A0AAG2TVJ1	4223	A0AAG2TVJ1	1	unknown	background
A0AAG2TVR5	4224	A0AAG2TVR5	1	unknown	background
A0AAG2TVR6	4225	A0AAG2TVR6	1	unknown	background
A0AAG2TWA4	436	A0AAG2TWA4	6	unknown	background
A0AAG2TWI1	4226	A0AAG2TWI1	1	unknown	background
A0AAG2TWJ7	4227	A0AAG2TWJ7	1	unknown	background
A0AAG2TWV3	4228	A0AAG2TWV3	1	unknown	background
A0AAG2UUX9	424	Q9C0A0	7	unknown	background
A0AAG2UWQ9	2017	O15226	2	unknown	background
A0AAG2UXD8	123	A0AAG2UXD8	13	unknown	background
A0AAG2UXJ6	4229	A0AAG2UXJ6	1	unknown	background
A0AAG2UXK7	123	A0AAG2UXD8	13	unknown	background
A0AAG2UXS2	123	A0AAG2UXD8	13	unknown	background
A0AAG2UXZ5	1343	P39060	3	unknown	background
A0AAG2UYG2	34	A8MWA6	23	unknown	background
A0AAQ5BGE0	1064	A0AAQ5BGE0	3	unknown	background
A0AAQ5BGK1	4230	A0AAQ5BGK1	1	unknown	background
A0AAQ5BGL7	4231	A0AAQ5BGL7	1	unknown	background
A0AAQ5BH39	4232	A0AAQ5BH39	1	unknown	background
A0AAQ5BH44	4233	A0AAQ5BH44	1	unknown	background
A0AAQ5BHU3	198	Q9UQG0	10	unknown	background
A0AAQ5BHX6	4234	A0AAQ5BHX6	1	unknown	background
A0AAQ5BIC9	4235	A0AAQ5BIC9	1	unknown	background
A0AAQ5BID4	4236	A0AAQ5BID4	1	unknown	background
A0AAQ5BIF5	4237	A0AAQ5BIF5	1	unknown	background
A0AAQ5BIG5	148	P63128	12	unknown	background
A0AAQ5BII1	4238	A0AAQ5BII1	1	unknown	background
A0ABB0MV19	262	P31639	8	unknown	background
A0ABB0MV24	4239	A0ABB0MV24	1	unknown	background
A0ABB0MV27	4240	A0ABB0MV27	1	unknown	background
A0ABB0MV46	4241	A0ABB0MV46	1	unknown	background
A0ABB0MV48	4242	A0ABB0MV48	1	unknown	background
A0ABB0MV50	4243	A0ABB0MV50	1	unknown	background
A0ABB0MV52	4244	A0ABB0MV52	1	unknown	background
A0ABB0MVD7	4245	A0ABB0MVD7	1	unknown	background
A0ABB0MVE2	717	A0ABB0MVE9	4	unknown	background
A0ABB0MVE3	4246	A0ABB0MVE3	1	unknown	background
A0ABB0MVE8	4247	A0ABB0MVE8	1	unknown	background
A0ABB0MVE9	717	A0ABB0MVE9	4	unknown	background
A0ABB0MVF2	717	A0ABB0MVE9	4	unknown	background
A0ABB0MVF5	4248	A0ABB0MVF5	1	unknown	background
A0ABB0MVG0	4249	A0ABB0MVG0	1	unknown	background
A0ABB0MVG2	4250	A0ABB0MVG2	1	unknown	background
A0AUZ9	4251	A0AUZ9	1	unknown	background
A0AV02	4252	A0AV02	1	unknown	background
A0AV96	540	A0AV96	5	unknown	background
A0AVF1	4253	A0AVF1	1	unknown	background
A0AVG0	4254	A0AVG0	1	unknown	background
A0AVI2	1065	A0AVI2	3	unknown	background
A0AVI4	4255	A0AVI4	1	unknown	background
A0AVK6	1875	A0AVK6	2	unknown	background
A0AVT1	1348	P41226	3	unknown	background
A0FGR8	1066	A0FGR9	3	unknown	background
A0FGR9	1066	A0FGR9	3	unknown	background
A0JD32	15	A0A0A6YYK6	44	unknown	background
A0JD36	4256	A0JD36	1	unknown	background
A0JD37	15	A0A0A6YYK6	44	unknown	background
A0JLT2	4257	A0JLT2	1	unknown	background
A0JNW5	1876	A0JNW5	2	unknown	background
A0JP26	102	Q86YR6	15	unknown	background
A0M8Q6	437	A0M8Q6	6	unknown	background
A0MZ66	4258	A0MZ66	1	unknown	background
A0N4X2	4259	A0N4X2	1	unknown	background
A0N4X5	4260	A0N4X5	1	unknown	background
A0N4Z3	4261	A0N4Z3	1	unknown	background
A0N4Z7	4262	A0N4Z7	1	unknown	background
A0N4Z8	4263	A0N4Z8	1	unknown	background
A0PG75	572	O15162	5	unknown	background
A0PJE2	286	Q96NR8	8	unknown	background
A0PJK1	262	P31639	8	unknown	background
A0PJW6	4264	A0PJW6	1	unknown	background
A0PJW8	4265	A0PJW8	1	unknown	background
A0PJX0	718	A0PJX0	4	unknown	background
A0PJX2	4266	A0PJX2	1	unknown	background
A0PJX4	1877	A0PJX4	2	unknown	background
A0PJX8	4267	A0PJX8	1	unknown	background
A0PJY2	3378	Q8TBJ5	2	unknown	background
A0PJZ0	436	A0AAG2TWA4	6	unknown	background
A0PJZ3	2983	Q4G148	2	unknown	background
A0PK00	1878	A0PK00	2	unknown	background
A0PK05	4268	A0PK05	1	unknown	background
A0PK11	2690	P58418	2	unknown	background
A0ZSE6	4269	A0ZSE6	1	unknown	background
A1A4F0	4270	A1A4F0	1	unknown	background
A1A4G5	4271	A1A4G5	1	unknown	background
A1A4S6	719	A1A4S6	4	unknown	background
A1A4V9	4272	A1A4V9	1	unknown	background
A1A4Y4	4273	A1A4Y4	1	unknown	background
A1A519	4274	A1A519	1	unknown	background
A1A580	4275	A1A580	1	unknown	background
A1A5B4	279	Q75V66	8	unknown	background
A1A5C7	4276	A1A5C7	1	unknown	background
A1A5D9	4277	A1A5D9	1	unknown	background
A1E959	4278	A1E959	1	unknown	background
A1IGU5	4279	A1IGU5	1	unknown	background
A1KXE4	4280	A1KXE4	1	unknown	background
A1KZ92	466	P07202	6	unknown	background
A1L020	720	A1L020	4	unknown	background
A1L0T0	4281	A1L0T0	1	unknown	background
A1L157	454	O14817	6	unknown	background
A1L162	4282	A1L162	1	unknown	background
A1L167	4283	A1L167	1	unknown	background
A1L168	4284	A1L168	1	unknown	background
A1L170	4285	A1L170	1	unknown	background
A1L188	4286	A1L188	1	human	mito
A1L190	4287	A1L190	1	unknown	background
A1L1A6	4288	A1L1A6	1	unknown	background
A1L390	4289	A1L390	1	unknown	background
A1L3X0	696	Q9BW60	5	unknown	background
A1L3X4	4290	A1L3X4	1	unknown	background
A1L429	810	P0CL82	4	unknown	background
A1L443	412	Q5VZR2	7	unknown	background
A1L453	8	Q9UKR3	63	unknown	background
A1L4H1	4291	A1L4H1	1	unknown	background
A1L4K1	4292	A1L4K1	1	unknown	background
A1L4L8	3627	Q9BYD5	2	unknown	background
A1L4Q6	4293	A1L4Q6	1	unknown	background
A1X283	1879	A1X283	2	unknown	background
A1XBS5	1880	A1XBS5	2	unknown	background
A1YPR0	1170	O95365	3	unknown	background
A1Z1Q3	1708	Q9BQ69	3	unknown	background
A2A288	932	Q5HYM0	4	unknown	background
A2A2V5	4294	A2A2V5	1	unknown	background
A2A2Y4	951	Q7Z6J6	4	unknown	background
A2A2Z9	410	Q5SQ80	7	unknown	background
A2A368	29	Q9BZ81	26	unknown	background
A2A3K4	4295	A2A3K4	1	unknown	background
A2A3L6	4296	A2A3L6	1	unknown	background
A2A3N6	721	A2A3N6	4	unknown	background
A2AJT9	4297	A2AJT9	1	unknown	background
A2CJ06	4298	A2CJ06	1	unknown	background
A2IDD5	4299	A2IDD5	1	unknown	background
A2JGV3	4300	A2JGV3	1	unknown	background
A2NJV5	5	P01715	92	unknown	background
A2PYH4	4301	A2PYH4	1	unknown	background
A2RRD8	2	A6NM28	207	unknown	background
A2RRH5	4302	A2RRH5	1	unknown	background
A2RRL7	4303	A2RRL7	1	unknown	background
A2RRP1	4304	A2RRP1	1	unknown	background
A2RTX5	1004	Q9BW92	4	unknown	background
A2RTY3	4305	A2RTY3	1	unknown	background
A2RU14	4306	A2RU14	1	unknown	background
A2RU30	4307	A2RU30	1	unknown	background
A2RU37	4308	A2RU37	1	unknown	background
A2RU48	4309	A2RU48	1	unknown	background
A2RU49	4310	A2RU49	1	unknown	background
A2RU54	4311	A2RU54	1	unknown	background
A2RU67	4312	A2RU67	1	unknown	background
A2RUB1	4313	A2RUB1	1	unknown	background
A2RUB6	4314	A2RUB6	1	unknown	background
A2RUC4	4315	A2RUC4	1	unknown	background
A2RUH7	1881	A2RUH7	2	unknown	background
A2RUQ5	4316	A2RUQ5	1	unknown	background
A2RUR9	4317	A2RUR9	1	unknown	background
A2RUS2	4318	A2RUS2	1	unknown	background
A2RUT3	4319	A2RUT3	1	unknown	background
A2RUU4	4320	A2RUU4	1	unknown	background
A2VCK2	1067	A2VCK2	3	unknown	background
A2VDF0	2310	P0AEN8	2	unknown	background
A2VDJ0	4321	A2VDJ0	1	unknown	background
A2VEC9	299	AF-A2VEC9-F7-model_v6	7	unknown	background
A3KFT3	1	Q8NGQ4	371	unknown	background
A3KMH1	4322	A3KMH1	1	human	matrix,mito
A3KN83	3912	Q9Y2G9	2	unknown	background
A3QJZ6	33	Q5VWM6	24	unknown	background
A3QJZ7	33	Q5VWM6	24	unknown	background
A4D0S4	1068	A4D0S4	3	unknown	background
A4D0T7	4323	A4D0T7	1	unknown	background
A4D0V7	4324	A4D0V7	1	unknown	background
A4D0Y5	4325	A4D0Y5	1	unknown	background
A4D126	4326	A4D126	1	unknown	background
A4D161	4327	A4D161	1	unknown	background
A4D1B5	4328	A4D1B5	1	unknown	background
A4D1E1	4329	A4D1E1	1	unknown	background
A4D1E9	1756	Q9H4K7	3	human	matrix,mito
A4D1F6	4330	A4D1F6	1	unknown	background
A4D1N5	4331	A4D1N5	1	unknown	background
A4D1P6	4332	A4D1P6	1	unknown	background
A4D1S0	4333	A4D1S0	1	unknown	background
A4D1S5	12	Q96DA2	57	unknown	background
A4D1T9	8	Q9UKR3	63	unknown	background
A4D1U4	4334	A4D1U4	1	unknown	background
A4D1Z8	4335	A4D1Z8	1	unknown	background
A4D250	4336	A4D250	1	unknown	background
A4D256	1069	A4D256	3	unknown	background
A4D263	4337	A4D263	1	unknown	background
A4D2B0	4338	A4D2B0	1	unknown	background
A4D2B8	2124	O95744	2	unknown	background
A4D2G3	1	Q8NGQ4	371	unknown	background
A4D2H0	435	A0A2R8YE69	6	unknown	background
A4D2P6	4339	A4D2P6	1	unknown	background
A4FU01	4340	A4FU01	1	unknown	background
A4FU28	435	A0A2R8YE69	6	unknown	background
A4FU49	4341	A4FU49	1	unknown	background
A4FU69	4342	A4FU69	1	unknown	background
A4GXA9	1882	A4GXA9	2	unknown	background
A4IF30	3261	Q8IY50	2	unknown	background
A4QMS7	4343	A4QMS7	1	unknown	background
A4QN01	4344	A4QN01	1	unknown	background
A4QPB2	4345	A4QPB2	1	unknown	background
A4QPH2	4346	A4QPH2	1	unknown	background
A4UGR9	1070	A4UGR9	3	unknown	background
A5A3E0	102	Q86YR6	15	unknown	background
A5A605	4347	A5A605	1	unknown	background
A5A607	4348	A5A607	1	unknown	background
A5A611	4349	A5A611	1	unknown	background
A5A612	4350	A5A612	1	unknown	background
A5A613	4351	A5A613	1	unknown	background
A5A614	4352	A5A614	1	unknown	background
A5A615	4353	A5A615	1	unknown	background
A5A616	4354	A5A616	1	unknown	background
A5A617	4355	A5A617	1	unknown	background
A5A618	4356	A5A618	1	unknown	background
A5A619	4357	A5A619	1	unknown	background
A5A621	4358	A5A621	1	unknown	background
A5A624	4359	A5A624	1	unknown	background
A5A625	4360	A5A625	1	unknown	background
A5A627	4361	A5A627	1	unknown	background
A5A628	4362	A5A628	1	unknown	background
A5A630	4363	A5A630	1	unknown	background
A5D6W6	3310	Q8N6M3	2	unknown	background
A5D8T8	1612	Q8NCF0	3	unknown	background
A5D8V6	4364	A5D8V6	1	unknown	background
A5D8V7	4365	A5D8V7	1	unknown	background
A5D8W1	4366	A5D8W1	1	unknown	background
A5LHX3	611	P28072	5	unknown	background
A5PKW4	722	A5PKW4	4	unknown	background
A5PL33	4367	A5PL33	1	unknown	background
A5PLK6	4368	A5PLK6	1	unknown	background
A5PLL1	1525	Q69YU3	3	unknown	background
A5PLL7	4369	A5PLL7	1	unknown	background
A5PLN7	4370	A5PLN7	1	unknown	background
A5PLN9	4371	A5PLN9	1	unknown	background
A5X5Y0	1645	Q8WXA8	3	unknown	background
A5YKK6	4372	A5YKK6	1	unknown	background
A5YM69	4373	A5YM69	1	unknown	background
A5YM72	4374	A5YM72	1	unknown	background
A6BM72	988	Q96KG7	4	unknown	background
A6H8M9	4375	A6H8M9	1	unknown	background
A6H8Y1	4376	A6H8Y1	1	unknown	background
A6H8Z2	4377	A6H8Z2	1	unknown	background
A6NC05	4378	A6NC05	1	human	matrix,mito
A6NC42	1883	A6NC42	2	unknown	background
A6NC51	1071	A6NC51	3	unknown	background
A6NC57	102	Q86YR6	15	unknown	background
A6NC62	4379	A6NC62	1	unknown	background
A6NC78	4380	A6NC78	1	unknown	background
A6NC86	4381	A6NC86	1	unknown	background
A6NC97	1884	A6NC97	2	unknown	background
A6NC98	4382	A6NC98	1	unknown	background
A6NCC3	1072	A6NCC3	3	unknown	background
A6NCE7	291	Q9H0R8	8	unknown	background
A6NCF5	4383	A6NCF5	1	unknown	background
A6NCF6	29	Q9BZ81	26	unknown	background
A6NCI4	4384	A6NCI4	1	unknown	background
A6NCI5	4385	A6NCI5	1	unknown	background
A6NCI8	4386	A6NCI8	1	unknown	background
A6NCJ1	4387	A6NCJ1	1	unknown	background
A6NCK2	137	A6NI03	12	unknown	background
A6NCL1	4388	A6NCL1	1	unknown	background
A6NCL2	4389	A6NCL2	1	unknown	background
A6NCL7	3180	Q7Z3H0	2	unknown	background
A6NCM1	1885	A6NCM1	2	unknown	background
A6NCN2	4390	A6NCN2	1	unknown	background
A6NCN8	4391	A6NCN8	1	unknown	background
A6NCQ9	4392	A6NCQ9	1	unknown	background
A6NCS4	4393	A6NCS4	1	unknown	background
A6NCS6	4394	A6NCS6	1	unknown	background
A6NCV1	1	Q8NGQ4	371	unknown	background
A6NCW0	50	A6NCW0	20	unknown	background
A6NCW7	50	A6NCW0	20	unknown	background
A6ND01	855	P41439	4	unknown	background
A6ND36	3350	Q8NEG4	2	unknown	background
A6ND48	1	Q8NGQ4	371	unknown	background
A6ND91	4395	A6ND91	1	unknown	background
A6NDA9	4396	A6NDA9	1	unknown	background
A6NDB9	4397	A6NDB9	1	unknown	background
A6NDD5	4398	A6NDD5	1	unknown	background
A6NDE4	233	Q96E39	9	unknown	background
A6NDE8	4399	A6NDE8	1	unknown	background
A6NDG6	3514	Q96GD0	2	unknown	background
A6NDH6	1	Q8NGQ4	371	unknown	background
A6NDI0	137	A6NI03	12	unknown	background
A6NDK9	1871	A0AAG2TUN3	2	unknown	background
A6NDL7	681	Q8WXB1	5	unknown	background
A6NDL8	1	Q8NGQ4	371	unknown	background
A6NDN3	1886	A6NDN3	2	unknown	background
A6NDN8	1887	A6NDN8	2	unknown	background
A6NDP7	1888	A6NDP7	2	unknown	background
A6NDR6	422	Q99687	7	unknown	background
A6NDS4	154	A0A087WVF3	11	unknown	background
A6NDU8	4400	A6NDU8	1	unknown	background
A6NDV4	1889	A6NDV4	2	unknown	background
A6NDX4	4401	A6NDX4	1	unknown	background
A6NDX5	2	A6NM28	207	unknown	background
A6NDY0	1890	A6NDY0	2	unknown	background
A6NDY2	34	A8MWA6	23	unknown	background
A6NDZ8	1891	A6NE82	2	unknown	background
A6NE01	4402	A6NE01	1	unknown	background
A6NE02	4403	A6NE02	1	unknown	background
A6NE52	4404	A6NE52	1	unknown	background
A6NE82	1891	A6NE82	2	unknown	background
A6NEC2	430	Q9NZ08	7	unknown	background
A6NED2	4405	A6NED2	1	unknown	background
A6NEE1	4406	A6NEE1	1	unknown	background
A6NEF3	4407	A6NEF3	1	unknown	background
A6NEH6	4408	A6NEH6	1	unknown	background
A6NEH8	4409	A6NEH8	1	unknown	background
A6NEK1	4410	A6NEK1	1	unknown	background
A6NEL2	4411	A6NEL2	1	unknown	background
A6NEL3	4412	A6NEL3	1	unknown	background
A6NEM1	4413	A6NEM1	1	unknown	background
A6NEN9	4414	A6NEN9	1	unknown	background
A6NEQ0	233	Q96E39	9	unknown	background
A6NEQ2	4415	A6NEQ2	1	unknown	background
A6NER0	154	A0A087WVF3	11	unknown	background
A6NER3	1073	A6NER3	3	unknown	background
A6NES4	4416	A6NES4	1	unknown	background
A6NET4	1	Q8NGQ4	371	unknown	background
A6NEV1	1549	Q6ZRP0	3	unknown	background
A6NEY8	4417	A6NEY8	1	unknown	background
A6NF01	4418	A6NF01	1	unknown	background
A6NF34	1387	P58335	3	unknown	background
A6NF36	4419	A6NF36	1	unknown	background
A6NF83	4420	A6NF83	1	unknown	background
A6NF89	1	Q8NGQ4	371	unknown	background
A6NFA0	4421	A6NFA0	1	unknown	background
A6NFA1	3209	Q86V40	2	unknown	background
A6NFC5	1968	B3SHH9	2	unknown	background
A6NFC9	1	Q8NGQ4	371	unknown	background
A6NFD8	4422	A6NFD8	1	unknown	background
A6NFE2	4423	A6NFE2	1	unknown	background
A6NFE3	4424	A6NFE3	1	unknown	background
A6NFF2	4425	A6NFF2	1	unknown	background
A6NFH5	94	O15540	15	unknown	background
A6NFI3	1892	A6NFI3	2	unknown	background
A6NFK2	4426	A6NFK2	1	unknown	background
A6NFN3	1074	A6NFN3	3	unknown	background
A6NFN9	4427	A6NFN9	1	unknown	background
A6NFQ2	1893	A6NFQ2	2	unknown	background
A6NFQ7	4428	A6NFQ7	1	unknown	background
A6NFR6	1064	A0AAQ5BGE0	3	unknown	background
A6NFT4	4429	A6NFT4	1	unknown	background
A6NFU0	4430	A6NFU0	1	unknown	background
A6NFU8	1894	A6NFU8	2	unknown	background
A6NFX1	1895	A6NFX1	2	unknown	background
A6NFY4	1896	A6NFY4	2	unknown	background
A6NFY7	4431	A6NFY7	1	human	matrix,mito
A6NFZ4	4432	A6NFZ4	1	unknown	background
A6NG13	1075	A6NG13	3	unknown	background
A6NGA9	4433	A6NGA9	1	unknown	background
A6NGB0	4434	A6NGB0	1	unknown	background
A6NGB7	4435	A6NGB7	1	unknown	background
A6NGB9	4436	A6NGB9	1	unknown	background
A6NGC4	4437	A6NGC4	1	unknown	background
A6NGD5	1001	Q9BUG6	4	unknown	background
A6NGE4	1255	P0C7V8	3	unknown	background
A6NGE7	4438	A6NGE7	1	unknown	background
A6NGG3	4439	A6NGG3	1	unknown	background
A6NGG8	4440	A6NGG8	1	unknown	background
A6NGH7	4441	A6NGH7	1	unknown	background
A6NGH8	4442	A6NGH8	1	unknown	background
A6NGJ6	137	A6NI03	12	unknown	background
A6NGK3	4443	A6NGK3	1	unknown	background
A6NGN4	33	Q5VWM6	24	unknown	background
A6NGN9	643	Q13449	5	unknown	background
A6NGQ2	1883	A6NC42	2	unknown	background
A6NGR9	4444	A6NGR9	1	unknown	background
A6NGS2	4445	A6NGS2	1	unknown	background
A6NGU5	541	A6NGU5	5	unknown	background
A6NGU7	4446	A6NGU7	1	unknown	background
A6NGW2	3176	Q7RTU9	2	unknown	background
A6NGY1	3559	Q96QU4	2	unknown	background
A6NGY3	4447	A6NGY3	1	unknown	background
A6NGY5	9	Q9H340	62	unknown	background
A6NGZ8	4448	A6NGZ8	1	unknown	background
A6NH00	1	Q8NGQ4	371	unknown	background
A6NH11	3035	Q5TA50	2	unknown	background
A6NH13	4449	A6NH13	1	unknown	background
A6NH21	667	Q86VE9	5	unknown	background
A6NH52	1792	Q9NYZ1	3	unknown	background
A6NH57	56	P36404	20	unknown	background
A6NHA9	1	Q8NGQ4	371	unknown	background
