accession	source	n_domains	first_domain_start	first_domain_end
Q96T52	CATH	1	32	164
Q96T66	CATH	1	4	245
Q96TA2	CATH	3	321	506
Q96TC7	CATH	1	239	452
Q99390	CATH	2	21	269
Q99497	CATH	1	1	189
Q99551	CATH	2	70	172
Q99623	CATH	1	71	203
Q99643	CATH	2	30	61
Q99714	CATH	1	1	261
Q99757	CATH	1	53	166
Q99766	CATH	1	25	200
Q99797	CATH	3	73	219
Q99798	CATH	4	29	228
Q9BPW8	CATH	2	63	180
Q9BPX6	CATH	2	119	315
Q9BQ48	CATH	1	47	92
Q9BQ52	CATH	2	60	346
Q9BQ69	CATH	1	91	325
Q9BQD7	CATH	1	54	205
Q9BQP7	CATH	1	141	344
Q9BQT8	CATH	2	4	107
Q9BRQ8	CATH	1	11	370
Q9BS92	CATH	2	26	137
Q9BSE5	CATH	1	41	352
Q9BSH4	CATH	3	55	134
Q9BSH5	CATH	2	9	222
Q9BSK2	CATH	2	2	194
Q9BSY4	CATH	2	1	49
Q9BT17	CATH	2	28	207
Q9BT30	CATH	1	16	215
Q9BTZ2	CATH	1	19	276
Q9BU61	CATH	1	55	171
Q9BUE6	CATH	1	24	129
Q9BUK0	CATH	1	11	75
Q9BUP0	CATH	1	79	182
Q9BUP3	CATH	1	1	242
Q9BV35	CATH	3	13	88
Q9BV79	CATH	2	45	358
Q9BVS5	CATH	2	142	214
Q9BVV7	CATH	1	134	247
Q9BW72	CATH	1	46	105
Q9BW91	CATH	1	169	350
Q9BW92	CATH	4	59	120
Q9BX68	CATH	1	35	163
Q9BXK5	CATH	1	11	208
Q9BXM7	CATH	1	265	510
Q9BXR0	CATH	1	16	382
Q9BXW6	CATH	5	1	147
Q9BXW7	CATH	2	49	374
Q9BYC2	CATH	2	37	272
Q9BYC9	CATH	1	62	123
Q9BYD1	CATH	1	1	178
Q9BYD2	CATH	1	94	151
Q9BYD3	CATH	1	45	294
Q9BYD6	CATH	2	97	304
Q9BYT8	CATH	3	24	175
Q9BYV1	CATH	2	85	505
Q9BYZ2	CATH	2	51	211
Q9BZ23	CATH	2	204	371
Q9BZJ4	CATH	2	1	76
Q9GZT3	CATH	1	2	108
Q9GZT6	CATH	1	62	158
Q9GZT8	CATH	2	22	147
Q9H078	CATH	4	120	212
Q9H0C2	CATH	1	16	308
Q9H0N5	CATH	1	27	130
Q9H0R6	CATH	1	3	502
Q9H0U6	CATH	1	38	180
Q9H1K1	CATH	1	34	167
Q9H1K4	CATH	1	2	304
Q9H1U9	CATH	1	31	297
Q9H2D1	CATH	1	22	307
Q9H2K0	CATH	2	76	148
Q9H2U2	CATH	1	36	334
Q9H2W6	CATH	1	145	279
Q9H300	CATH	1	161	352
Q9H3H1	CATH	3	25	371
Q9H3J6	CATH	1	14	127
Q9H4A6	CATH	1	50	298
Q9H4B0	CATH	2	39	373
Q9H4I8	CATH	1	13	300
Q9H4K7	CATH	2	71	223
Q9H5Q4	CATH	1	61	304
Q9H611	CATH	2	188	396
Q9H649	CATH	2	5	115
Q9H6R3	CATH	2	60	556
Q9H7H0	CATH	1	160	312
Q9H7Z7	CATH	3	88	179
Q9H825	CATH	1	176	291
Q9H845	CATH	4	61	175
Q9H857	CATH	1	211	407
Q9H8M1	CATH	1	75	221
Q9H903	CATH	2	54	322
Q9H936	CATH	1	2	310
Q9H9J2	CATH	2	55	186
Q9H9P8	CATH	2	50	449
Q9HA77	CATH	2	39	356
Q9HA92	CATH	1	13	274
Q9HAC7	CATH	2	37	438
Q9HAV7	CATH	2	48	158
Q9HBH1	CATH	1	64	243
Q9HBH5	CATH	1	40	334
Q9HC21	CATH	1	10	312
Q9HC36	CATH	2	101	193
Q9HC38	CATH	2	1	148
Q9HCC0	CATH	2	29	300
Q9HD23	CATH	2	75	154
Q9HD33	CATH	1	59	159
Q9HD36	CATH	1	15	170
Q9NNW7	CATH	3	40	384
Q9NNZ3	CATH	1	23	112
Q9NP58	CATH	2	252	577
Q9NP80	CATH	1	434	763
Q9NP81	CATH	2	58	171
Q9NPB1	CATH	2	39	221
Q9NPH0	CATH	1	33	428
Q9NPJ3	CATH	1	1	140
Q9NQ50	CATH	1	83	181
Q9NQE9	CATH	1	54	182
Q9NQG6	CATH	2	135	458
Q9NQH7	CATH	2	67	246
Q9NQR4	CATH	1	2	276
Q9NQZ5	CATH	1	124	327
Q9NR28	CATH	1	56	239
Q9NRA0	CATH	2	169	316
Q9NRD5	CATH	2	15	126
Q9NRG7	CATH	1	2	293
Q9NRK6	CATH	2	151	483
Q9NRN9	CATH	1	2	209
Q9NRV9	CATH	1	18	189
Q9NRX2	CATH	1	3	125
Q9NS18	CATH	1	54	164
Q9NSE4	CATH	5	98	257
Q9NTG7	CATH	2	127	384
Q9NTX5	CATH	1	36	288
Q9NUB1	CATH	2	56	550
Q9NUJ1	CATH	1	62	301
Q9NUL7	CATH	2	88	354
Q9NUT2	CATH	2	203	469
Q9NVH0	CATH	1	62	258
Q9NVH1	CATH	1	3	97
Q9NVH6	CATH	2	37	137
Q9NVI7	CATH	1	305	492
Q9NVS2	CATH	1	68	132
Q9NVS9	CATH	1	51	261
Q9NVV4	CATH	2	200	332
Q9NW81	CATH	1	66	232
Q9NWU1	CATH	2	35	303
Q9NWU5	CATH	1	41	206
Q9NWX6	CATH	1	30	298
Q9NX18	CATH	1	62	151
Q9NX20	CATH	1	55	232
Q9NX36	CATH	1	35	112
Q9NX47	CATH	1	3	74
Q9NX74	CATH	2	8	257
Q9NXA8	CATH	2	49	296
Q9NXH9	CATH	3	54	440
Q9NYK5	CATH	2	74	128
Q9NYQ3	CATH	1	2	351
Q9NYZ2	CATH	2	25	177
Q9NZ45	CATH	1	61	108
Q9NZB8	CATH	2	58	384
Q9NZE8	CATH	1	102	163
Q9NZJ6	CATH	1	96	332
Q9NZJ7	CATH	1	85	388
Q9P015	CATH	1	86	177
Q9P0J1	CATH	1	72	537
Q9P0M9	CATH	1	35	148
Q9P0S9	CATH	1	1	112
Q9P291	CATH	1	192	452
Q9P2J9	CATH	1	71	524
Q9P2R7	CATH	3	54	296
Q9UBJ2	CATH	2	95	427
Q9UBQ7	CATH	2	9	320
Q9UBX3	CATH	1	8	284
Q9UDR5	CATH	5	25	152
Q9UDW1	CATH	1	2	63
Q9UF12	CATH	1	55	451
Q9UFN0	CATH	2	26	136
Q9UGC7	CATH	3	61	123
Q9UGM6	CATH	2	36	358
Q9UH62	CATH	2	63	213
Q9UHK6	CATH	2	3	316
Q9UHN1	CATH	2	59	379
Q9UI17	CATH	5	52	430
Q9UI32	CATH	3	69	149
Q9UI43	CATH	1	51	246
Q9UIF7	CATH	3	92	306
Q9UII2	CATH	2	26	72
Q9UIJ7	CATH	1	2	227
Q9UJ68	CATH	1	24	235
Q9UJA2	CATH	1	101	298
Q9UJS0	CATH	3	6	88
Q9UJZ1	CATH	1	64	196
Q9UK39	CATH	1	116	429
Q9UKA2	CATH	2	285	426
Q9UKG9	CATH	3	17	537
Q9UKK9	CATH	1	1	208
Q9UKU0	CATH	1	80	555
Q9UKU7	CATH	3	23	155
Q9UL12	CATH	5	69	446
Q9ULD0	CATH	4	108	203
Q9UMS0	CATH	2	51	155
Q9UMX3	CATH	1	23	184
Q9UQ90	CATH	4	153	249
Q9Y234	CATH	2	27	271
Q9Y241	CATH	1	27	90
Q9Y276	CATH	1	182	355
Q9Y277	CATH	1	1	283
Q9Y2C4	CATH	2	59	298
Q9Y2D0	CATH	1	39	303
Q9Y2Q3	CATH	1	5	212
Q9Y2R5	CATH	1	1	110
Q9Y2R9	CATH	1	72	240
Q9Y2S7	CATH	1	235	361
Q9Y2W6	CATH	4	48	122
Q9Y2Z2	CATH	4	30	259
Q9Y2Z4	CATH	3	28	273
Q9Y2Z9	CATH	2	35	331
Q9Y305	CATH	2	97	243
Q9Y375	CATH	1	132	303
Q9Y399	CATH	1	83	283
Q9Y3B7	CATH	2	17	83
Q9Y3B8	CATH	1	32	223
Q9Y3D2	CATH	1	46	182
Q9Y3D3	CATH	1	1	135
Q9Y3D5	CATH	1	66	130
Q9Y3D6	CATH	1	1	152
Q9Y3D7	CATH	1	54	114
Q9Y3E2	CATH	1	31	118
Q9Y3E5	CATH	1	63	179
Q9Y4W6	CATH	4	156	251
Q9Y512	CATH	2	34	127
Q9Y5J6	CATH	1	1	88
Q9Y5J7	CATH	1	1	89
Q9Y5J9	CATH	1	1	83
Q9Y5L4	CATH	1	31	94
Q9Y5R4	CATH	2	43	125
Q9Y5T4	CATH	1	82	148
Q9Y606	CATH	2	74	196
Q9Y619	CATH	1	2	298
Q9Y676	CATH	1	103	166
Q9Y697	CATH	2	60	421
Q9Y6C9	CATH	1	4	289
Q9Y6E7	CATH	2	54	306
Q9Y6J8	CATH	2	10	147
Q9Y6N1	CATH	1	140	272
Q9Y6N5	CATH	2	46	360
P0A7B8	Chainsaw	1	3	173
P37001	Chainsaw	1	47	185
P62399	Chainsaw	1	3	173
P64536	Chainsaw	1	3	78
P0AB18	Chainsaw	1	2	100
P09126	Chainsaw	2	2	32
P00861	Chainsaw	2	14	31
P37678	Chainsaw	1	5	215
P00887	Chainsaw	1	18	347
P0ADZ4	Chainsaw	1	5	85
P0CF09	Chainsaw	1	46	88
P0AGL5	Chainsaw	1	16	156
P75718	Chainsaw	1	7	58
P0C960	Chainsaw	1	29	201
P76243	Chainsaw	1	3	114
P0AAC6	Chainsaw	1	1	218
P0DPC7	Chainsaw	1	1	49
P64619	Chainsaw	1	2	58
P0A8D3	Chainsaw	1	3	151
P0A6G5	Chainsaw	1	5	182
P69824	Chainsaw	1	3	145
P0AE95	Chainsaw	1	31	125
Q59385	Chainsaw	6	421	488
P60844	Chainsaw	1	1	227
P0AFP0	Chainsaw	1	1	193
P07821	Chainsaw	2	10	90
P75719	Chainsaw	1	3	152
P75898	Chainsaw	1	14	371
P64585	Chainsaw	1	10	133
P42909	Chainsaw	1	6	155
P36680	Chainsaw	2	4	6
P45748	Chainsaw	1	3	188
P0A924	Chainsaw	1	1	253
P19768	Chainsaw	1	8	114
P0A8Z7	Chainsaw	1	2	188
P0ADX5	Chainsaw	1	1	54
P0ABZ4	Chainsaw	1	7	182
P16659	Chainsaw	3	3	234
P0AAB8	Chainsaw	1	5	137
P0AAD2	Chainsaw	1	13	407
P75853	Chainsaw	2	28	106
P39370	Chainsaw	1	9	325
P11557	Chainsaw	1	337	427
P0A759	Chainsaw	1	2	259
P10371	Chainsaw	1	2	244
P75782	Chainsaw	2	196	305
P0A7A5	Chainsaw	1	4	197
P76251	Chainsaw	2	4	104
P77585	Chainsaw	2	3	64
P45469	Chainsaw	1	2	210
P76423	Chainsaw	1	4	261
P65298	Chainsaw	1	1	83
Q7DFV3	Chainsaw	1	1	113
P32055	Chainsaw	2	4	165
P76041	Chainsaw	3	3	38
P77315	Chainsaw	1	20	330
P76561	Chainsaw	1	5	219
P0A7M2	Chainsaw	1	13	74
P77455	Chainsaw	3	2	258
P32687	Chainsaw	1	4	208
P37647	Chainsaw	1	3	306
P29009	Chainsaw	1	3	40
P0AF24	Chainsaw	2	5	71
P76329	Chainsaw	2	8	92
P0AAT2	Chainsaw	1	3	119
P0A8E5	Chainsaw	1	3	118
P0AED7	Chainsaw	2	4	176
P00634	Chainsaw	1	66	468
P0A6S5	Chainsaw	1	1	101
P37636	Chainsaw	3	35	44
P0A932	Chainsaw	4	1	44
P0AD10	Chainsaw	1	7	76
P63417	Chainsaw	1	2	164
P0A898	Chainsaw	1	3	153
P0AB06	Chainsaw	1	38	181
P32057	Chainsaw	2	2	204
Q2EEQ8	Chainsaw	1	3	80
P0AC88	Chainsaw	2	4	188
P0AD42	Chainsaw	2	7	18
P75995	Chainsaw	3	4	24
P0ADV5	Chainsaw	1	7	334
P0AEE5	Chainsaw	2	26	134
P0ADM4	Chainsaw	1	1	101
P0A8P3	Chainsaw	1	4	76
P45548	Chainsaw	1	8	291
P42913	Chainsaw	1	39	192
P64526	Chainsaw	1	8	49
Q47538	Chainsaw	2	2	71
P52141	Chainsaw	1	15	102
P69791	Chainsaw	1	9	115
C1P620	Chainsaw	1	1	35
P0ABD1	Chainsaw	1	1	445
P0AEE1	Chainsaw	1	41	184
P76196	Chainsaw	1	3	117
P0ADM0	Chainsaw	1	12	114
P69222	Chainsaw	1	7	70
P0A780	Chainsaw	1	3	134
P75799	Chainsaw	1	26	297
P0CF69	Chainsaw	1	17	98
P0A9Z1	Chainsaw	1	2	110
P75895	Chainsaw	2	4	115
P64599	Chainsaw	1	1	160
P0ACY1	Chainsaw	1	3	163
P0AC44	Chainsaw	1	12	114
P0AAG0	Chainsaw	2	2	79
P68644	Chainsaw	3	6	177
P39264	Chainsaw	1	44	178
P37664	Chainsaw	1	2	140
P0C0L2	Chainsaw	1	7	141
P0CK95	Chainsaw	7	15	30
P0A6E1	Chainsaw	1	5	172
P0A881	Chainsaw	1	9	106
P0A8B5	Chainsaw	1	4	98
P38394	Chainsaw	1	4	55
P24200	Chainsaw	2	2	149
P28369	Chainsaw	2	3	63
P24180	Chainsaw	3	38	47
P45848	Chainsaw	3	34	233
P15288	Chainsaw	2	3	180
P76157	Chainsaw	1	2	50
P11553	Chainsaw	2	436	460
P28911	Chainsaw	1	58	126
P0AG82	Chainsaw	2	28	102
P0ABJ9	Chainsaw	3	4	248
P0AFD6	Chainsaw	1	47	150
P38393	Chainsaw	1	7	61
P0AES9	Chainsaw	1	21	107
P41442	Chainsaw	1	33	143
P0A6J8	Chainsaw	3	148	152
A5A619	Chainsaw	1	14	52
P27127	Chainsaw	2	2	162
P64631	Chainsaw	1	2	116
P77788	Chainsaw	1	2	131
P0AET2	Chainsaw	1	34	105
P39337	Chainsaw	1	10	166
P77148	Chainsaw	3	3	164
P0A6Y1	Chainsaw	1	3	90
P26218	Chainsaw	1	30	537
P0A749	Chainsaw	2	2	18
P0AAQ0	Chainsaw	1	5	61
P0AGA2	Chainsaw	2	11	211
P0ADG1	Chainsaw	1	2	80
P0AG78	Chainsaw	2	21	111
P16384	Chainsaw	3	6	118
P0ABN9	Chainsaw	3	1	43
P0AAU7	Chainsaw	1	30	94
P0AD49	Chainsaw	1	4	92
P65367	Chainsaw	1	3	147
P75728	Chainsaw	3	6	180
P45570	Chainsaw	1	4	172
P0A9X9	Chainsaw	1	4	69
Q46868	Chainsaw	1	4	85
P77555	Chainsaw	3	2	61
P23917	Chainsaw	2	2	152
P05847	Chainsaw	2	4	153
P21361	Chainsaw	1	15	51
P39325	Chainsaw	2	25	128
P32676	Chainsaw	1	3	111
P76938	Chainsaw	1	7	174
P62617	Chainsaw	1	2	156
P0AAI3	Chainsaw	5	1	23
P39364	Chainsaw	1	3	267
P0AFC7	Chainsaw	2	2	52
P0AGE0	Chainsaw	1	9	113
Q46861	Chainsaw	2	22	239
P00811	Chainsaw	2	22	81
P64636	Chainsaw	2	7	20
P0AAI9	Chainsaw	2	4	123
P69820	Chainsaw	1	3	153
P03024	Chainsaw	3	318	339
P68398	Chainsaw	1	8	165
Q46899	Chainsaw	2	4	60
P0A8Q0	Chainsaw	1	16	130
P0AAV6	Chainsaw	1	3	97
P32719	Chainsaw	1	2	223
P76076	Chainsaw	1	24	107
P60720	Chainsaw	1	6	211
P0ABH4	Chainsaw	1	7	159
P76330	Chainsaw	4	4	48
P0AF78	Chainsaw	1	18	231
P75897	Chainsaw	1	2	226
P75979	Chainsaw	1	1	54
P75917	Chainsaw	1	43	102
P77737	Chainsaw	2	10	107
P0AFC3	Chainsaw	1	5	145
P0A6I0	Chainsaw	1	7	224
P38052	Chainsaw	1	41	170
P25894	Chainsaw	1	37	249
P07649	Chainsaw	2	10	111
P0AFV4	Chainsaw	1	67	183
P09148	Chainsaw	3	11	39
P0AF86	Chainsaw	1	1	90
P00864	Chainsaw	4	3	131
P75972	Chainsaw	1	2	101
P46126	Chainsaw	1	1	105
P0A9G4	Chainsaw	1	3	127
P43337	Chainsaw	1	8	188
P32155	Chainsaw	1	6	147
P0AC94	Chainsaw	2	1	67
P24240	Chainsaw	1	9	468
P76612	Chainsaw	1	27	228
P0A703	Chainsaw	2	1	66
P21362	Chainsaw	1	6	163
P39363	Chainsaw	1	5	141
P37387	Chainsaw	2	26	127
P75678	Chainsaw	2	3	34
P33219	Chainsaw	1	27	117
P37769	Chainsaw	1	2	252
P0ACE7	Chainsaw	1	6	106
P25960	Chainsaw	1	2	224
P0AG90	Chainsaw	5	7	27
P32140	Chainsaw	1	7	405
P19319	Chainsaw	6	503	580
P75683	Chainsaw	2	443	447
P32696	Chainsaw	1	1	65
P0AB49	Chainsaw	1	3	84
P76578	Chainsaw	8	52	163
P76506	Chainsaw	1	32	226
P64435	Chainsaw	1	10	64
P22731	Chainsaw	2	4	86
V9HVX0	Chainsaw	1	3	58
P39300	Chainsaw	1	3	323
P08201	Chainsaw	5	4	111
P71311	Chainsaw	1	3	181
P77515	Chainsaw	2	307	318
P46122	Chainsaw	1	58	176
Q47149	Chainsaw	1	5	89
P0AEE8	Chainsaw	2	17	56
P67143	Chainsaw	1	1	196
P23256	Chainsaw	2	21	40
Q46755	Chainsaw	1	1	124
Q2EET0	Chainsaw	1	5	43
P0AFN6	Chainsaw	1	1	250
P26646	Chainsaw	2	2	123
P31553	Chainsaw	1	9	502
P0A7F6	Chainsaw	1	13	257
P0ABY2	Chainsaw	1	3	110
P10408	Chainsaw	5	1	220
P32143	Chainsaw	1	3	295
P0A8C4	Chainsaw	1	10	177
P0AE60	Chainsaw	1	27	78
P0AGF6	Chainsaw	2	1	53
P0A7L3	Chainsaw	1	8	116
P0ACN2	Chainsaw	1	6	125
P76090	Chainsaw	1	3	199
P0ACF0	Chainsaw	1	3	88
P0A8F0	Chainsaw	1	2	205
P30126	Chainsaw	1	7	194
P76057	Chainsaw	1	10	70
Q2MB16	Chainsaw	1	1	71
P67080	Chainsaw	1	4	221
P76104	Chainsaw	4	7	195
P11289	Chainsaw	1	33	120
P02924	Chainsaw	2	27	132
P40191	Chainsaw	1	18	270
P0AER5	Chainsaw	1	8	223
P23871	Chainsaw	2	6	161
P0ACW6	Chainsaw	1	3	73
P60438	Chainsaw	1	28	113
P76346	Chainsaw	2	19	95
P0AAN1	Chainsaw	1	4	136
P64448	Chainsaw	1	1	57
P45761	Chainsaw	1	48	179
P31660	Chainsaw	2	33	234
P0A9R2	Chainsaw	1	1	69
P76023	Chainsaw	1	3	86
P07813	Chainsaw	6	7	138
P0DSG2	Chainsaw	1	3	38
P0A8M6	Chainsaw	1	8	107
P76464	Chainsaw	9	9	49
P76257	Chainsaw	4	10	102
P75867	Chainsaw	3	3	10
P77775	Chainsaw	2	2	166
P76160	Chainsaw	1	5	93
P75977	Chainsaw	1	13	66
P0ACG8	Chainsaw	1	11	106
P77279	Chainsaw	2	8	87
P45753	Chainsaw	3	6	78
P0AF40	Chainsaw	1	1	118
P0ADA5	Chainsaw	1	24	191
P0A761	Chainsaw	1	3	227
P0A8Q3	Chainsaw	1	10	118
P76053	Chainsaw	1	41	168
Q46939	Chainsaw	3	4	119
P76547	Chainsaw	1	13	195
P0AE26	Chainsaw	1	48	327
P09833	Chainsaw	3	2	77
P33222	Chainsaw	3	2	42
P0AF45	Chainsaw	1	1	61
P22523	Chainsaw	5	6	225
P75688	Chainsaw	1	15	68
P0AFW0	Chainsaw	1	3	158
P78285	Chainsaw	1	3	161
P0ADT8	Chainsaw	1	25	91
Q47150	Chainsaw	1	13	44
P00903	Chainsaw	1	2	186
P32134	Chainsaw	1	6	325
P0A9A2	Chainsaw	1	4	165
Q6BF17	Chainsaw	2	3	100
P0AAA1	Chainsaw	1	9	191
P11865	Chainsaw	1	6	169
P0ACU7	Chainsaw	1	3	187
P77526	Chainsaw	2	2	86
P0ADB1	Chainsaw	1	34	105
P0ABL3	Chainsaw	1	76	125
P42591	Chainsaw	1	47	355
P45422	Chainsaw	1	37	237
P11349	Chainsaw	2	3	100
P31467	Chainsaw	2	6	15
P0ADE2	Chainsaw	1	2	66
P0AE70	Chainsaw	1	11	108
P0A968	Chainsaw	1	2	66
P08555	Chainsaw	3	5	61
P0A9K9	Chainsaw	2	2	68
P27838	Chainsaw	1	3	99
P09099	Chainsaw	2	2	234
P0CF60	Chainsaw	1	45	192
P0AB40	Chainsaw	1	35	84
P33013	Chainsaw	2	3	9
P16691	Chainsaw	1	4	131
P64622	Chainsaw	1	3	72
P0AAY6	Chainsaw	1	9	137
P76539	Chainsaw	1	2	121
P77364	Chainsaw	2	2	42
P75746	Chainsaw	1	2	242
P77510	Chainsaw	4	8	31
P32675	Chainsaw	1	21	290
P45549	Chainsaw	2	3	96
P77539	Chainsaw	2	2	158
P0ADU5	Chainsaw	1	49	127
P41407	Chainsaw	1	3	200
P0DMC5	Chainsaw	7	7	43
P0CF08	Chainsaw	1	46	89
P0A6I9	Chainsaw	2	3	34
P0AF18	Chainsaw	2	2	54
P0AGK4	Chainsaw	1	5	85
P32716	Chainsaw	2	38	47
P0AAK4	Chainsaw	1	4	173
P33025	Chainsaw	1	11	311
P75960	Chainsaw	1	43	275
P0ADK6	Chainsaw	1	1	279
P0AF34	Chainsaw	1	3	119
P31992	Chainsaw	1	3	63
P0AGH5	Chainsaw	1	15	295
P33018	Chainsaw	1	2	277
P0AA41	Chainsaw	2	4	83
P13000	Chainsaw	1	3	224
P76482	Chainsaw	1	1	321
P0AAV8	Chainsaw	2	3	165
P0ADL6	Chainsaw	1	5	119
Q46904	Chainsaw	3	5	171
P0A6X3	Chainsaw	1	3	64
P32173	Chainsaw	1	3	190
P31550	Chainsaw	2	21	123
P77789	Chainsaw	1	39	175
P39371	Chainsaw	1	33	367
P0AG84	Chainsaw	1	27	287
P0ACW4	Chainsaw	1	1	43
Q46831	Chainsaw	1	3	234
Q46803	Chainsaw	2	5	163
P77277	Chainsaw	2	4	126
P0CF86	Chainsaw	1	4	103
P12999	Chainsaw	2	6	142
A5A625	Chainsaw	1	1	109
P76027	Chainsaw	2	11	109
P0AEH1	Chainsaw	3	1	125
P0AD30	Chainsaw	1	1	266
Q47710	Chainsaw	1	1	97
P0ACC3	Chainsaw	1	10	98
P76122	Chainsaw	1	54	91
P0AAF6	Chainsaw	2	3	88
P31572	Chainsaw	3	16	205
P43341	Chainsaw	1	3	239
P0AFM9	Chainsaw	1	1	67
P0AC26	Chainsaw	1	2	262
P58035	Chainsaw	1	2	91
P75957	Chainsaw	2	4	92
P46125	Chainsaw	1	1	301
P33647	Chainsaw	1	11	115
P37146	Chainsaw	1	17	286
P71243	Chainsaw	2	2	204
P45543	Chainsaw	1	4	255
P0AC16	Chainsaw	1	2	115
P43674	Chainsaw	1	35	252
P77704	Chainsaw	1	5	271
P42616	Chainsaw	1	23	119
P41039	Chainsaw	1	5	70
P77214	Chainsaw	1	37	108
P75682	Chainsaw	1	9	299
P0AEX9	Chainsaw	2	33	137
Q46843	Chainsaw	1	16	236
P76063	Chainsaw	1	6	69
P75764	Chainsaw	3	2	294
P31545	Chainsaw	2	49	275
P0AGE6	Chainsaw	1	5	187
P45524	Chainsaw	2	27	182
P39351	Chainsaw	1	23	98
P0AEU0	Chainsaw	2	27	110
P52697	Chainsaw	1	3	330
P0AD59	Chainsaw	1	34	144
P0AD05	Chainsaw	1	8	184
P33343	Chainsaw	1	42	179
P0AF70	Chainsaw	1	27	114
P77375	Chainsaw	1	37	218
P45472	Chainsaw	1	4	93
P0A6T1	Chainsaw	3	6	96
P38489	Chainsaw	1	3	212
P21338	Chainsaw	1	36	263
Q46809	Chainsaw	1	7	255
P11350	Chainsaw	1	1	214
P0A7W1	Chainsaw	2	163	165
P76345	Chainsaw	1	6	171
P31125	Chainsaw	1	3	297
P69490	Chainsaw	1	36	128
P52006	Chainsaw	1	2	138
P69210	Chainsaw	1	6	108
C1P601	Chainsaw	1	4	82
P07464	Chainsaw	1	5	198
P0A7B3	Chainsaw	2	7	125
P76347	Chainsaw	18	1	25
P0AG38	Chainsaw	1	1	205
P25524	Chainsaw	2	8	56
P77211	Chainsaw	1	5	454
P76460	Chainsaw	3	1	55
Q47377	Chainsaw	1	1	110
P76296	Chainsaw	1	29	147
P21515	Chainsaw	1	3	190
P18200	Chainsaw	1	7	165
P38683	Chainsaw	2	21	145
P76106	Chainsaw	1	3	55
P0ADA1	Chainsaw	1	7	201
P77301	Chainsaw	2	3	74
P23839	Chainsaw	3	7	73
P06846	Chainsaw	3	318	321
P0ADA7	Chainsaw	1	2	71
P0AF98	Chainsaw	2	1	138
P64459	Chainsaw	1	1	69
P0AF32	Chainsaw	1	1	215
P23877	Chainsaw	2	6	87
P0DSH4	Chainsaw	1	1	35
P77489	Chainsaw	3	2	32
P68919	Chainsaw	1	2	93
P75792	Chainsaw	2	5	81
P13016	Chainsaw	1	2	179
P32711	Chainsaw	1	29	92
P16430	Chainsaw	1	3	306
P0CF67	Chainsaw	1	17	98
P76127	Chainsaw	1	11	65
P69423	Chainsaw	1	3	234
P33224	Chainsaw	3	25	148
P0AEW6	Chainsaw	2	35	36
P76509	Chainsaw	1	4	84
P75809	Chainsaw	2	5	81
P77326	Chainsaw	1	27	97
P0AA91	Chainsaw	1	28	147
P52048	Chainsaw	2	2	147
P0A7M9	Chainsaw	1	10	64
P0DPM9	Chainsaw	1	9	70
P24211	Chainsaw	3	7	354
P32720	Chainsaw	1	20	325
P64627	Chainsaw	1	1	47
A5A611	Chainsaw	1	3	44
P39328	Chainsaw	2	22	46
P04693	Chainsaw	2	12	42
P76234	Chainsaw	1	5	271
P37663	Chainsaw	1	7	230
P36767	Chainsaw	3	8	74
P00370	Chainsaw	3	7	50
P10346	Chainsaw	2	2	83
P0AB33	Chainsaw	1	13	73
P0A6J1	Chainsaw	1	17	196
P41443	Chainsaw	1	9	166
P04951	Chainsaw	1	4	247
P0AAS7	Chainsaw	1	2	68
Q47539	Chainsaw	1	76	267
P39314	Chainsaw	1	1	307
P37774	Chainsaw	2	4	91
P28721	Chainsaw	1	44	253
Q47679	Chainsaw	1	4	248
P09557	Chainsaw	1	11	53
Q47140	Chainsaw	1	7	158
P0ADY7	Chainsaw	1	31	132
Q47157	Chainsaw	1	2	130
P13738	Chainsaw	1	12	383
P23895	Chainsaw	1	3	104
P0ACT6	Chainsaw	1	13	194
P64638	Chainsaw	1	4	77
P67826	Chainsaw	1	3	247
P0AFQ2	Chainsaw	2	8	48
P64646	Chainsaw	1	1	56
P0AB83	Chainsaw	2	3	20
P39309	Chainsaw	1	1	98
P75681	Chainsaw	1	4	108
P0AB91	Chainsaw	1	19	349
P64483	Chainsaw	1	8	160
P64426	Chainsaw	1	56	438
P07004	Chainsaw	2	1	218
P28248	Chainsaw	1	5	192
P37759	Chainsaw	2	2	197
P76425	Chainsaw	1	2	273
P36645	Chainsaw	3	363	455
P0ACY6	Chainsaw	1	4	145
P0AFJ7	Chainsaw	2	2	249
P0A964	Chainsaw	1	17	165
P76341	Chainsaw	1	29	133
P37619	Chainsaw	1	6	220
P37018	Chainsaw	1	40	188
P76406	Chainsaw	1	24	104
P09549	Chainsaw	1	144	216
Q47685	Chainsaw	1	13	155
P75967	Chainsaw	1	6	217
P23837	Chainsaw	4	1	38
P76275	Chainsaw	1	2	45
P69795	Chainsaw	1	4	105
P76319	Chainsaw	1	2	151
P37903	Chainsaw	1	4	142
P60595	Chainsaw	1	3	195
P36562	Chainsaw	2	1	55
P64594	Chainsaw	1	6	152
P19318	Chainsaw	2	3	100
P76069	Chainsaw	1	4	117
P76633	Chainsaw	1	3	260
P52135	Chainsaw	1	27	151
P37590	Chainsaw	1	3	85
P0A8Y8	Chainsaw	1	9	136
P0AFU2	Chainsaw	4	3	54
P15031	Chainsaw	2	3	81
P76472	Chainsaw	1	2	292
P0AD35	Chainsaw	1	3	88
P31678	Chainsaw	2	3	95
