accession	source	n_domains	datasets	groel_class	protein_length	length_n_domain	length_c_region	length_diff	net_charge_n_domain	net_charge_c_region	net_charge_diff	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	foldx_total_energy
P00861	Chainsaw	2	proteome_bg		420	151	14	137	-5	-1	-4	0.3973509933774834	0.5	-0.1026490066225165	0.1721854304635761	0.3571428571428571	-0.184957426679281	0.390728476821192	0.0	0.390728476821192	97.00410572582524	96.06642859322685	0.937677132598381	1.0	1.0	0.0	0.5598881023064627			-56.94
P00864	Chainsaw	4	proteome_bg		883	179	696	-517	2	-18	20	0.3575418994413408	0.4066091954022988	-0.049067295960958	0.8268156424581006	0.6738505747126436	0.1529650677454569	0.0111731843575419	0.0689655172413793	-0.0577923328838374	89.81681587176615	92.7582182610172	-2.9414023892510386	0.9217877094972068	0.971264367816092	-0.0494766583188852	0.2867974005244556	0.1258475560199698	0.1609498445044858	-26.63
P00893	Chainsaw	3	proteome_bg		574	171	401	-230	-4	-7	3	0.4561403508771929	0.3815461346633416	0.0745942162138513	0.47953216374269	0.4014962593516209	0.0780359043910691	0.2105263157894736	0.1720698254364089	0.0384564903530647	97.7770756503992	96.55369075099726	1.2233848994019354	1.0	0.9950124688279302	0.0049875311720698	0.2870447724248893	0.1696623706493963	0.117382401775493	20.82
P00894	Chainsaw	2	proteome_bg		163	74	88	-14	-2	3	-5	0.3783783783783784	0.4090909090909091	-0.0307125307125307	0.3243243243243243	0.2840909090909091	0.0402334152334152	0.4324324324324324	0.4545454545454545	-0.022113022113022	93.98418911083324	95.30681870200418	-1.3226295911709371	1.0	0.9886363636363636	0.0113636363636363	0.4827586206896552	0.4698785803237857	0.0128800403658694	-16.76
P00895	Chainsaw	3	proteome_bg		520	211	301	-90	-15	-1	-14	0.4075829383886256	0.3787375415282392	0.0288453968603863	0.2796208530805687	0.3554817275747508	-0.0758608744941821	0.3601895734597156	0.3056478405315614	0.0545417329281541	95.28099504805289	95.11249162033944	0.1685034277134605	0.981042654028436	0.9933554817275748	-0.0123128276991386	0.3362032648762506	0.3149435655981166	0.0212596992781339	42.25
P00904	Chainsaw	3	proteome_bg		531	189	340	-151	-4	-7	3	0.4126984126984127	0.4147058823529412	-0.0020074696545285	0.3227513227513227	0.5411764705882353	-0.2184251478369125	0.3703703703703703	0.1294117647058823	0.2409586056644879	91.61359774877154	93.63223550459918	-2.0186377558276405	0.9629629629629628	0.9705882352941176	-0.0076252723311547	0.2035556585434931	0.2054509803921568	-0.0018953218486637	-100.2
P00909	Chainsaw	2	proteome_bg		453	238	211	27	-4	-7	3	0.4285714285714285	0.4312796208530806	-0.002708192281652	0.4411764705882353	0.3554502369668246	0.0857262336214106	0.1932773109243697	0.2180094786729857	-0.024732167748616	97.24062998154584	95.1069666062486	2.133663375297232	1.0	0.976303317535545	0.023696682464455	0.2041980585337583	0.1926797236338719	0.0115183348998863	-108.66
P00914	Chainsaw	3	proteome_bg		472	162	308	-146	-1	-1	0	0.4382716049382716	0.3668831168831168	0.0713884880551547	0.4876543209876543	0.577922077922078	-0.0902677569344236	0.2037037037037037	0.0	0.2037037037037037	97.86543193864232	96.8890258739521	0.976406064690238	1.0	0.9967532467532468	0.0032467532467532	0.2718827160493827	0.181346878927524	0.0905358371218586	9.48
P00935	Chainsaw	2	proteome_bg		386	241	141	100	-5	-3	-2	0.4149377593360996	0.4042553191489361	0.0106824401871634	0.3983402489626556	0.4397163120567376	-0.041376063094082	0.1784232365145228	0.1560283687943262	0.0223948677201965	97.80265558013284	96.71765959178302	1.0849959883498173	1.0	1.0	0.0	0.2536885782922035	0.3018656954827167	-0.0481771171905132	-67.72
P00936	Chainsaw	4	proteome_bg		848	358	490	-132	-15	-3	-12	0.3687150837988827	0.3755102040816326	-0.0067951202827499	0.5558659217877095	0.3346938775510204	0.2211720442366891	0.0837988826815642	0.2163265306122449	-0.1325276479306806	88.76002780552017	78.78512230697943	9.974905498540735	0.935754189944134	0.7775510204081633	0.1582031695359708	0.1762431072553301	0.1299680688601971	0.046275038395133	108.66
P00946	Chainsaw	3	proteome_bg		391	205	91	114	-3	-3	0	0.4195121951219512	0.3956043956043956	0.0239077995175556	0.2390243902439024	0.0329670329670329	0.2060573572768694	0.3365853658536585	0.5934065934065934	-0.2568212275529348	97.44619531398868	98.03285745474008	-0.5866621407514145	1.0	1.0	0.0	0.4336245036868973	0.37024136577708	0.0633831379098173	-83.64
P00954	Chainsaw	2	proteome_bg		334	207	6	201	-7	1	-8	0.4057971014492754	0.5	-0.0942028985507246	0.6473429951690821	0.0	0.6473429951690821	0.1014492753623188	0.0	0.1014492753623188	95.29826078553133	97.3033332824707	-2.005072496939391	0.9951690821256038	1.0	-0.0048309178743961	0.3461988304093567			28.22
P00956	Chainsaw	4	proteome_bg		938	231	150	81	1	-8	9	0.4112554112554112	0.3933333333333333	0.0179220779220779	0.7056277056277056	0.3533333333333333	0.3522943722943722	0.0129870129870129	0.1733333333333333	-0.1603463203463203	94.91822494572892	92.63986673990884	2.278358205820055	1.0	1.0	0.0	0.9352475934754416	0.2036899224806201	0.7315576709948215	42.29
P00957	Chainsaw	6	proteome_bg		876	250	622	-372	-13	-11	-2	0.348	0.4067524115755627	-0.0587524115755627	0.252	0.4919614147909968	-0.2399614147909968	0.304	0.2636655948553054	0.0403344051446945	92.48423997497558	90.2111575074518	2.2730824675237926	0.964	0.954983922829582	0.0090160771704179	0.1963326732673267	0.0648966892937954	0.1314359839735313	87.63
P00959	Chainsaw	4	proteome_bg		677	261	348	-87	-11	-5	-6	0.3716475095785441	0.4281609195402299	-0.0565134099616858	0.524904214559387	0.4856321839080459	0.0392720306513409	0.2260536398467433	0.1666666666666666	0.0593869731800766	96.94321833351106	93.94057459118724	3.0026437423238264	1.0	0.9741379310344828	0.0258620689655172	0.3374175856234319	0.1680858550316678	0.1693317305917641	14.06
P00960	Chainsaw	2	proteome_bg		303	174	121	53	-11	-3	-8	0.3448275862068966	0.3801652892561983	-0.0353377030493017	0.3103448275862069	0.7603305785123967	-0.4499857509261898	0.3735632183908046	0.0743801652892562	0.2991830531015483	96.12166643690789	96.6627273244306	-0.5410608875227183	1.0	0.9834710743801652	0.0165289256198346	0.2235463150777552	0.224793388429752	-0.0012470733519968	-68.31
P00961	Chainsaw	5	proteome_bg		689	151	476	-325	-3	-15	12	0.4503311258278146	0.4369747899159664	0.0133563359118482	0.304635761589404	0.6764705882352942	-0.3718348266458902	0.3841059602649007	0.0588235294117647	0.3252824308531359	95.50682123449464	95.53281497153915	-0.0259937370445015	1.0	1.0	0.0	0.3658109814170856	0.100355526826115	0.2654554545909706	-27.08
P00962	Chainsaw	3	proteome_bg		554	170	215	-45	-4	-2	-2	0.3117647058823529	0.3813953488372093	-0.0696306429548563	0.5058823529411764	0.0651162790697674	0.440766073871409	0.1294117647058823	0.4465116279069767	-0.3170998632010944	95.39470569386202	94.14604658969613	1.2486591041658954	1.0	0.9674418604651164	0.0325581395348837	0.4090434304562946	0.2217254313578394	0.1873179990984552	84.55
P02916	Chainsaw	4	proteome_bg		514	83	423	-340	2	-1	3	0.5903614457831325	0.4349881796690307	0.1553732661141018	0.9397590361445785	0.5200945626477541	0.4196644734968242	0.0	0.1962174940898345	-0.1962174940898345	89.32469866649214	91.92030719549662	-2.59560852900448	0.963855421686747	0.9810874704491724	-0.0172320487624255	0.198977729098211	0.1539103192450364	0.0450674098531746	-58.92
P02918	Chainsaw	3	proteome_bg		850	245	605	-360	3	-8	11	0.4285714285714285	0.3685950413223141	0.0599763872491144	0.6122448979591837	0.2975206611570248	0.3147242368021589	0.0612244897959183	0.2314049586776859	-0.1701804688817675	91.11400007909658	89.87755361509717	1.236446463999414	0.9714285714285714	0.8975206611570248	0.0739079102715466	0.1903562781044621	0.1569438732870806	0.0334124048173815	188.64
P02919	Chainsaw	4	proteome_bg		844	94	647	-553	1	1	0	0.3829787234042553	0.3786707882534776	0.0043079351507777	0.1170212765957446	0.4219474497681607	-0.304926173172416	0.4787234042553192	0.1483771251931993	0.3303462790621198	96.2164892643056	90.43176180501996	5.784727459285662	1.0	0.919629057187017	0.0803709428129829	0.3043450397334017	0.1106061238982413	0.1937389158351603	288.25
P02920	Chainsaw	2	proteome_bg		417	202	214	-12	4	3	1	0.5693069306930693	0.5186915887850467	0.0506153419080225	0.905940594059406	0.8878504672897196	0.0180901267696863	0.0	0.0	0.0	81.05188131804513	83.74831761155173	-2.696436293506593	0.8910891089108911	0.8878504672897196	0.0032386416211714	0.4461054479832219	0.3686681176119148	0.0774373303713071	-117.9
P02921	Chainsaw	2	proteome_bg		473	196	273	-77	3	1	2	0.5153061224489796	0.5274725274725275	-0.0121664050235479	0.8826530612244898	0.7545787545787546	0.1280743066457352	0.0	0.0	0.0	71.89658186387042	63.11399289365217	8.782588970218256	0.6479591836734694	0.326007326007326	0.3219518576661433	0.4439296126613911	0.3240755927323091	0.1198540199290819	74.62
P02924	Chainsaw	2	proteome_bg		329	135	23	112	-2	0	-2	0.4222222222222222	0.3043478260869565	0.1178743961352656	0.4666666666666667	0.391304347826087	0.0753623188405797	0.2296296296296296	0.1739130434782608	0.0557165861513687	98.29948131419994	91.9399997877038	6.35948152649614	1.0	0.9130434782608696	0.0869565217391304	0.5806726266496381	0.3405797101449275	0.2400929165047106	-32.42
P02925	CATH	2	groel	I	296	251	15	236	-4	2	-6	0.4223107569721115	0.4666666666666667	-0.0443559096945551	0.5139442231075697	0.0	0.5139442231075697	0.1952191235059761	0.5333333333333333	-0.3381142098273572	98.34151397948246	95.91733347574868	2.4241805037337656	1.0	1.0	0.0	0.1971063115957223			-35.65
P02942	Chainsaw	2	proteome_bg		551	233	317	-84	0	-19	19	0.4506437768240343	0.4195583596214511	0.0310854172025832	0.7939914163090128	0.8422712933753943	-0.0482798770663814	0.0	0.0063091482649842	-0.0063091482649842	86.52064383183426	88.19164030634643	-1.6709964745121653	0.9570815450643776	0.8958990536277602	0.0611824914366174	0.2905061942592762	0.3835101806710639	-0.0930039864117877	82.42
P03004	Chainsaw	4	proteome_bg		467	74	389	-315	-3	7	-10	0.4459459459459459	0.3856041131105398	0.0603418328354061	0.581081081081081	0.5655526992287918	0.0155283818522892	0.2297297297297297	0.0616966580976863	0.1680330716320433	86.18364880536053	87.46601546025215	-1.282366654891618	1.0	0.8791773778920309	0.1208226221079691	0.3475975975975975	0.1395821808597181	0.2080154167378793	122.06
P03014	Chainsaw	2	proteome_bg		184	115	68	47	2	7	-5	0.3826086956521739	0.3676470588235294	0.0149616368286444	0.4869565217391304	0.6617647058823529	-0.1748081841432224	0.217391304347826	0.0	0.217391304347826	82.87591280729875	84.24294107100543	-1.3670282637066862	0.8956521739130435	0.9411764705882352	-0.0455242966751917	0.2455017774131802	0.1920955882352941	0.053406189177886	-21.3
P03018	Chainsaw	5	proteome_bg		720	207	421	-214	1	-10	11	0.4106280193236715	0.3705463182897862	0.0400817010338852	0.5845410628019324	0.4418052256532066	0.1427358371487257	0.1545893719806763	0.1923990498812351	-0.0378096779005588	90.89357470083928	84.9117813925845	5.98179330825478	0.9903381642512076	0.8764845605700713	0.1138536036811364	0.4971872616323417	0.2237969561009941	0.2733903055313476	91.63
P03023	Chainsaw	3	proteome_bg		360	52	303	-251	0	-3	3	0.4230769230769231	0.4257425742574257	-0.0026656511805026	0.7307692307692307	0.4719471947194719	0.2588220360497588	0.0	0.1815181518151815	-0.1815181518151815	90.8755766061636	94.32386133930471	-3.448284733141108	1.0	0.9702970297029704	0.0297029702970297	0.3671875	0.1811113403006967	0.1860761596993032	-63.19
P03024	Chainsaw	3	proteome_bg		343	53	287	-234	3	-11	14	0.4528301886792453	0.4006968641114982	0.052133324567747	0.7358490566037735	0.4668989547038327	0.2689501018999408	0.0	0.181184668989547	-0.181184668989547	86.32433959673035	94.88867591565494	-8.564336318924589	0.8301886792452831	0.9547038327526132	-0.1245151535073302	0.3684486373165618	0.1999320132574148	0.168516624059147	-63.14
P03030	Chainsaw	3	proteome_bg		311	85	221	-136	2	-3	5	0.4235294117647059	0.420814479638009	0.0027149321266968	0.7647058823529411	0.420814479638009	0.343891402714932	0.0941176470588235	0.2760180995475113	-0.1819004524886878	88.64200017592486	93.31511322297662	-4.673113047051757	0.9294117647058824	0.9638009049773756	-0.0343891402714932	0.2221793635486981	0.3036105798385968	-0.0814312162898986	-63.02
P03813	CATH	2	groel	II	230	221	8	213	-9	-1	-8	0.4072398190045249	0.75	-0.3427601809954751	0.6108597285067874	0.875	-0.2641402714932126	0.1402714932126696	0.0	0.1402714932126696	97.38846122085778	98.55624866485596	-1.1677874439981792	1.0	1.0	0.0	0.222696140246767			-53.63
P03819	Chainsaw	3	proteome_bg		620	383	235	148	3	-12	15	0.5926892950391645	0.3702127659574468	0.2224765290817176	0.8485639686684073	0.5361702127659574	0.3123937559024499	0.0	0.1148936170212766	-0.1148936170212766	86.3006264808595	77.18931913172945	9.111307349130058	0.95822454308094	0.6978723404255319	0.260352202655408	0.2922102050624006	0.1225291695264241	0.1696810355359765	70.3
P03835	Chainsaw	2	proteome_bg		442	215	33	182	8	8	0	0.4093023255813953	0.303030303030303	0.1062720225510923	0.7255813953488373	0.0	0.7255813953488373	0.0093023255813953	0.0303030303030303	-0.0210007047216349	85.76013960727425	62.31272795706085	23.44741165021341	0.8837209302325582	0.2121212121212121	0.671599718111346	0.5423255813953488			89.33
P03841	Chainsaw	2	proteome_bg		306	170	94	76	-1	2	-3	0.3647058823529411	0.3936170212765957	-0.0289111389236546	0.1588235294117647	0.4574468085106383	-0.2986232790988736	0.488235294117647	0.0	0.488235294117647	94.14629449283376	68.36585085442725	25.78044363840651	1.0	0.4787234042553192	0.5212765957446808	0.3549280350438047	0.2388991674375578	0.1160288676062469	92.13
P03886	Chainsaw	2	mito_bg		318	57	261	-204	3	-4	7	0.5789473684210527	0.5019157088122606	0.0770316596087921	0.8245614035087719	0.6819923371647509	0.142569066344021	0.0	0.0	0.0	92.5528070550216	91.54509564103752	1.0077114139840688	0.9824561403508772	0.9808429118773946	0.0016132284734825	0.2468239564428312	0.2826424494264044	-0.0358184929835731	-38.5
P03905	Chainsaw	2	mito_bg		459	236	223	13	4	4	0	0.5211864406779662	0.4977578475336323	0.0234285931443338	0.7627118644067796	0.7892376681614349	-0.0265258037546552	0.0423728813559322	0.0089686098654708	0.0334042714904613	93.54635600720422	94.35991023794952	-0.8135542307452965	0.9745762711864406	0.9865470852017936	-0.011970814015353	0.2077089195733263	0.2847533632286995	-0.0770444436553731	-139.81
P03915	Chainsaw	3	mito_bg		603	491	112	379	4	5	-1	0.4908350305498982	0.4642857142857143	0.0265493162641838	0.7556008146639511	0.8660714285714286	-0.1104706139074774	0.0468431771894093	0.0	0.0468431771894093	92.82046851412584	92.01383931296212	0.8066292011637302	0.9857433808553973	0.9910714285714286	-0.0053280477160314	0.139627844312162	0.0535714285714285	0.0860564157407334	129.41
P03923	Chainsaw	2	mito_bg		174	106	65	41	-4	-4	0	0.5660377358490566	0.4769230769230769	0.0891146589259796	0.839622641509434	0.5384615384615384	0.3011611030478955	0.0	0.0	0.0	88.37528293537643	79.92523111196665	8.45005182340978	0.9716981132075472	0.7538461538461538	0.2178519593613933	0.3326345213137666	0.1192307692307692	0.2134037520829973	54.7
P03959	Chainsaw	3	proteome_bg		557	277	280	-3	-1	1	-2	0.51985559566787	0.5392857142857143	-0.0194301186178442	0.6534296028880866	0.6964285714285714	-0.0429989685404847	0.0433212996389891	0.0142857142857142	0.0290355853532748	98.15992794656582	97.39410705566408	0.7658208909017503	1.0	1.0	0.0	0.2643740347632772	0.2312608094085091	0.0331132253547681	-145.26
P04036	Chainsaw	2	proteome_bg		273	152	5	147	-3	-1	-2	0.4605263157894737	0.4	0.0605263157894736	0.4210526315789473	0.0	0.4210526315789473	0.2171052631578947	0.0	0.2171052631578947	96.6264473262586	87.31200103759765	9.31444628866096	1.0	1.0	0.0	0.4170298357358364			-27.34
P04079	Chainsaw	3	proteome_bg		525	192	325	-133	-11	-10	-1	0.390625	0.4276923076923077	-0.0370673076923077	0.234375	0.4492307692307692	-0.2148557692307692	0.359375	0.203076923076923	0.1562980769230769	93.93369799852373	89.88738467876728	4.046313319756436	0.9791666666666666	0.916923076923077	0.0622435897435896	0.2154758575689783	0.1612590332423318	0.0542168243266465	43.97
P04152	Chainsaw	2	proteome_bg		422	229	192	37	7	4	3	0.4061135371179039	0.34375	0.0623635371179039	0.5676855895196506	0.296875	0.2708105895196506	0.1877729257641921	0.25	-0.0622270742358078	95.08921387518338	88.16713549693425	6.922078378249125	1.0	0.9270833333333334	0.0729166666666666	0.1841462512027237	0.2969635770975057	-0.112817325894782	85.91
P04179	CATH	2	hsp60,matrix_bg,mito_bg		222	64	116	-52	0	1	-1	0.390625	0.3534482758620689	0.037176724137931	0.921875	0.4913793103448275	0.4304956896551724	0.015625	0.2068965517241379	-0.1912715517241379	98.58234333992004	98.02637922352758	0.5559641163924596	1.0	1.0	0.0	0.4027217741935484	0.295925697865353	0.1067960763281953	-11.32
P04181	CATH	2	hsp60,matrix_bg,mito_bg		439	381	12	369	-5	0	-5	0.3937007874015748	0.5	-0.1062992125984251	0.3910761154855643	0.8333333333333334	-0.442257217847769	0.1994750656167979	0.0	0.1994750656167979	98.5273486560411	98.09833335876463	0.4290152972764502	1.0	1.0	0.0	0.2424941626054956			98.77
P04335	Chainsaw	2	proteome_bg		414	143	266	-123	-3	0	-3	0.3776223776223776	0.3872180451127819	-0.0095956674904043	0.4965034965034965	0.4398496240601504	0.0566538724433461	0.0629370629370629	0.2030075187969924	-0.1400704558599295	91.41517481770548	96.37781952019024	-4.962644702484752	0.8951048951048951	1.0	-0.1048951048951049	0.2122277722277722	0.1604566435393503	0.0517711286884219	-86.29
P04395	Chainsaw	3	proteome_bg		282	100	181	-81	-1	3	-4	0.46	0.43646408839779	0.0235359116022099	0.45	0.580110497237569	-0.130110497237569	0.32	0.0220994475138121	0.2979005524861878	97.87100006103516	96.40867444033124	1.462325620703936	1.0	0.994475138121547	0.005524861878453	0.2678195488721804	0.2284420863046705	0.0393774625675098	-89.18
P04425	Chainsaw	3	proteome_bg		316	119	195	-76	-6	-4	-2	0.3949579831932773	0.3692307692307692	0.025727213962508	0.3277310924369748	0.3897435897435897	-0.0620124973066149	0.3529411764705882	0.2717948717948718	0.0811463046757164	97.6327730066636	93.99225647755158	3.64051652911202	1.0	0.9333333333333332	0.0666666666666666	0.2724913494809688	0.222179128061481	0.0503122214194878	-85.19
P04805	Chainsaw	3	proteome_bg		471	228	240	-12	-13	-5	-8	0.3289473684210526	0.3875	-0.0585526315789473	0.4166666666666667	0.65	-0.2333333333333333	0.2280701754385964	0.0333333333333333	0.1947368421052631	94.90355272460404	94.31899978319804	0.5845529414059882	0.986842105263158	0.975	0.0118421052631578	0.1969073963317384	0.1735753676470588	0.0233320286846796	30.76
P04816	Chainsaw	2	proteome_bg		369	185	28	157	-7	-2	-5	0.3783783783783784	0.3571428571428571	0.0212355212355212	0.5459459459459459	0.0	0.5459459459459459	0.1837837837837838	0.3571428571428571	-0.1733590733590733	97.95010800748258	94.98214285714286	2.9679651503397224	1.0	1.0	0.0	0.3769195331695332	0.3007518796992481	0.076167653470285	-43.01
